Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.058091037,-1.3508801,0.2784599
Subject_2,0.6443383,-0.5721894,-0.5070374
Subject_3,0.5390677,-0.061929233,0.12383164
Subject_4,1.5157549,0.6572666,-2.527191
Subject_5,0.21701473,0.31024253,0.15230316
Subject_6,-0.18716322,0.24121211,0.9177069
Subject_7,0.98739135,0.13239431,-0.029173225
Subject_8,-0.15526803,0.42861497,0.49978516
Subject_9,1.0117908,-1.5630527,-0.5753331
Subject_10,0.117493466,0.44135794,-0.326772
Subject_11,1.4925207,-0.06988832,0.6509976
Subject_12,1.0394195,0.8927466,0.973324
Subject_13,0.02841783,-0.0023077354,-0.9111699
Subject_14,-0.37888968,0.560697,-0.7386581
Subject_15,-0.19900434,0.41728228,0.3678716
Subject_16,0.20336917,0.5071998,1.2281755
Subject_17,-0.06714714,-0.7702743,0.88855654
Subject_18,-0.009145549,1.7448108,0.9511389
Subject_19,-0.5589303,-0.76790357,0.20689885
Subject_20,2.4065154,-0.15344895,0.0150744775
Subject_21,0.5083907,1.3875092,-1.0347518
Subject_22,-0.044260565,-1.4112594,-0.018126914
Subject_23,0.31671113,-1.7333008,-0.577545
Subject_24,-0.85986626,0.7552126,0.4145499
Subject_25,-0.30496386,0.9753907,0.8154487
Subject_26,-0.46062273,-0.10652266,0.34349334
Subject_27,0.54064405,0.15766099,-0.31346193
Subject_28,-0.62487936,-0.23824997,-0.6128943
Subject_29,-0.34268317,-0.7332481,0.5616299
Subject_30,1.069532,-0.28186727,0.62602216
Subject_31,-0.23898931,-1.9647887,-0.08949853
Subject_32,0.3485851,0.061336722,0.5901584
Subject_33,-0.50842977,0.017428536,0.2802787
Subject_34,0.6936798,-0.5340957,-0.352936
Subject_35,1.0270855,0.050265312,-0.37794214
Subject_36,1.3243161,2.1336646,0.11612831
Subject_37,-0.3601547,-1.4786893,-0.14724684
Subject_38,-0.051750965,-0.013343525,0.12598757
Subject_39,0.12713751,2.0884688,0.78936064
Subject_40,-0.19876459,1.4288013,-0.49389488
Subject_41,-0.07360475,-0.91008204,0.48386857
Subject_42,0.069130234,0.28590277,0.16783623
Subject_43,0.16246839,-0.99169433,0.12941287
Subject_44,-0.68941504,-0.31269887,-0.07649289
Subject_45,0.009778742,0.028074825,-0.66102475
Subject_46,0.14268677,-0.49991044,-1.0293165
Subject_47,1.2785934,-1.2382677,-0.39651287
Subject_48,-1.398351,-0.039839778,-0.15886253
Subject_49,2.565611,-0.99200463,-1.2849388
Subject_50,-0.15406248,0.7008996,0.19099465
Subject_51,0.20361564,-0.026447652,0.3811792
Subject_52,1.8183073,-1.5948915,-0.29124334
Subject_53,-0.83698803,0.034884408,-0.6033453
Subject_54,-0.4844782,0.20737937,0.844353
Subject_55,-1.9726409,0.28213632,2.455321
Subject_56,-0.17655383,-1.260532,1.3177931
Subject_57,-0.46434298,-0.67700684,-0.48507503
Subject_58,0.6800265,-0.008083879,0.22866605
Subject_59,-0.54024994,-0.48062307,-0.13088112
Subject_60,0.0027623517,0.7541171,-1.24624
Subject_61,2.407997,-2.279619,0.9342637
Subject_62,0.0026091037,0.07438542,-1.2397777
Subject_63,-0.24337275,-0.65889704,-0.4197677
Subject_64,0.048132285,-1.4231088,-0.8365913
Subject_65,0.37604457,-1.1269314,0.15070644
Subject_66,-0.24807851,1.4665741,-0.04258903
Subject_67,1.6896548,1.280688,1.3227665
Subject_68,-1.4474688,0.12540945,-0.02012235
Subject_69,-0.39784303,0.23457062,-0.67454183
Subject_70,-0.34114784,-0.15732117,-0.071293466
Subject_71,-0.4827125,-0.45810527,-0.47911388
Subject_72,0.048874393,0.2786471,1.3074819
Subject_73,-0.026076434,-0.043822337,-0.31198063
Subject_74,0.15349841,-0.81912124,0.13263172
Subject_75,0.3124323,0.32350454,-0.31335562
Subject_76,1.1259801,-0.48287874,-2.5300817
Subject_77,0.33902198,1.0855054,-0.8043945
Subject_78,0.48551688,0.72220564,-2.0961556
Subject_79,-0.532402,0.12256349,-0.9255648
Subject_80,0.37204486,2.0415602,-1.4350829
Subject_81,-0.38562873,1.3381575,1.6873236
Subject_82,0.69436353,0.31019667,-1.216921
Subject_83,3.2606354,2.7691498,-0.11738471
Subject_84,0.26204234,-0.20201425,0.39504644
Subject_85,0.7951626,-0.98422104,1.0561788
Subject_86,-0.06605305,0.83843577,0.4587277
