Patient ID,Factor_0,Factor_1
Subject_0,-389.91217,-425.77045
Subject_1,943.9292,-388.1309
Subject_2,-336.734,-235.81192
Subject_3,-496.07355,-7.573066
Subject_4,497.87424,262.1312
Subject_5,551.2343,-300.53412
Subject_6,914.5795,-73.17059
Subject_7,302.29004,245.75693
Subject_8,1.7937379,369.42307
Subject_9,510.842,146.7018
Subject_10,720.9169,-240.45067
Subject_11,-114.79178,593.86475
Subject_12,645.0241,208.25963
Subject_13,-1153.3043,51.332092
Subject_14,-308.00922,-155.84511
Subject_15,1210.1326,-44.31993
Subject_16,-84.83153,-176.57532
Subject_17,-1045.6576,-356.03653
Subject_18,-42.11222,179.56113
Subject_19,897.9638,651.9817
Subject_20,167.53226,0.21742631
Subject_21,-877.0851,25.364592
Subject_22,-252.75287,35.026386
Subject_23,-166.87737,-20.02487
Subject_24,41.95528,77.09342
Subject_25,-725.2111,53.560833
Subject_26,-452.27405,-219.4871
Subject_27,249.30707,-142.29346
Subject_28,-848.7829,-53.283092
Subject_29,353.87683,-422.3909
Subject_30,-499.1914,-40.461174
Subject_31,896.2031,436.7063
Subject_32,-879.7428,-144.25446
Subject_33,-1133.8708,-520.6348
Subject_34,662.7614,-526.1514
Subject_35,411.4192,541.4074
Subject_36,-92.36558,-232.83694
Subject_37,203.7744,484.0462
Subject_38,681.76404,279.458
Subject_39,-584.236,297.5331
Subject_40,-448.467,-40.907536
Subject_41,437.1714,260.34918
Subject_42,514.80646,-570.77515
Subject_43,-170.89874,-151.92743
Subject_44,718.4257,135.46576
Subject_45,-183.93463,264.0633
Subject_46,331.6598,327.47833
Subject_47,-278.71564,300.90173
Subject_48,46.93861,-413.94907
Subject_49,916.5385,-218.8542
Subject_50,-994.9591,150.25734
Subject_51,-513.175,-176.2085
Subject_52,-860.8894,-213.0219
Subject_53,467.62866,162.66272
Subject_54,394.65106,164.64499
Subject_55,-296.37558,189.06345
Subject_56,176.08739,446.04556
Subject_57,977.1449,311.65683
Subject_58,495.47946,-235.52325
Subject_59,126.45197,277.4501
Subject_60,-850.8058,148.37935
Subject_61,-863.2487,-401.36902
Subject_62,-331.0967,-617.57465
Subject_63,1947.0734,-560.0129
Subject_64,-7.593252,-431.3523
Subject_65,-16.13043,-411.2039
Subject_66,920.6406,-230.43085
Subject_67,-1274.8568,73.08811
Subject_68,-1168.3611,-86.42224
Subject_69,625.28125,40.551373
Subject_70,592.417,-458.3353
Subject_71,618.306,-234.98708
Subject_72,-319.78125,33.952503
Subject_73,-110.48894,-300.67465
Subject_74,-436.7089,-0.43712562
Subject_75,382.8098,559.12
Subject_76,714.453,376.49005
Subject_77,133.62398,274.34518
Subject_78,-1392.2769,936.3858
Subject_79,827.5065,-44.74941
Subject_80,141.97404,43.41245
Subject_81,-1186.8534,-450.4392
Subject_82,-1096.0933,-155.59988
Subject_83,152.45233,348.3014
Subject_84,400.541,-294.71094
Subject_85,-258.40057,401.43845
