Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.6988584,0.6359594,1.5458051
Subject_2,1.0736614,1.4477004,0.3665793
Subject_3,0.14549279,0.3789617,-0.5437253
Subject_4,1.2723851,-2.3222349,-0.8342077
Subject_5,-1.3358331,-0.018691098,1.7374123
Subject_6,-0.35749283,0.038237236,0.8813682
Subject_7,-0.09304252,0.9107628,-0.2936264
Subject_8,-0.4750708,0.316909,1.7603221
Subject_9,-1.2213963,0.21214987,-1.1830962
Subject_10,1.534222,-0.18539822,0.2912046
Subject_11,-0.38573137,0.24664597,-0.035667494
Subject_12,1.5609144,0.3690187,0.69883704
Subject_13,-1.2296813,-0.0311956,2.6217525
Subject_14,1.0062834,1.0998106,-0.9756871
Subject_15,0.36868262,0.07243897,0.9049333
Subject_16,-0.19586523,-0.7914681,0.627553
Subject_17,-1.1106586,0.23668846,0.46363714
Subject_18,-0.3644442,-0.061853062,1.33946
Subject_19,0.4304839,-0.114730865,1.0248775
Subject_20,1.4722308,-2.7626927,-0.702402
Subject_21,-0.19883597,-0.94402206,0.14967363
Subject_22,-1.210723,0.28113124,2.2865138
Subject_23,1.2029938,-1.793888,1.7501785
Subject_24,0.57047683,0.40684745,-1.9130945
Subject_25,0.8815267,0.3056264,-0.33525306
Subject_26,1.3558483,0.9766775,0.989539
Subject_27,-1.2893697,-0.1953669,-1.1557264
Subject_28,1.4131165,0.082964286,-1.5521253
Subject_29,0.060324773,0.09166785,-0.59425557
Subject_30,-1.144679,-0.3419253,-0.72793955
Subject_31,-0.59651476,1.1353178,-0.4683824
Subject_32,0.74122214,-0.11147157,1.1653849
Subject_33,0.700612,0.8305376,-0.8239519
Subject_34,-0.8396655,-0.5122255,0.5434082
Subject_35,0.024910094,-0.5460953,-0.19432063
Subject_36,-0.22615494,-1.2571278,0.9791235
Subject_37,-1.5333333,0.35241222,-1.8433233
Subject_38,-0.5443612,0.06938074,0.0131766815
Subject_39,1.0330365,-0.19613853,0.6544684
Subject_40,0.00020962929,-1.0466093,-0.5052165
Subject_41,-0.42713615,1.3990105,-0.7316447
Subject_42,-0.17160471,0.051173627,-1.6602515
Subject_43,1.089148,-0.91843134,-0.3073225
Subject_44,0.24809106,-0.7634541,0.12515074
Subject_45,-0.20470272,-0.014872831,0.5903706
Subject_46,-1.5809797,-0.3213652,1.2568573
Subject_47,0.47835296,-1.4307898,0.054271832
Subject_48,-1.3586915,0.6558081,0.5737698
Subject_49,0.37689525,-3.2526174,0.57785374
Subject_50,-1.7804738,0.35535568,1.6998849
Subject_51,-0.8414739,-2.0133395,-0.14725588
Subject_52,0.61746633,-0.5007756,-0.38845423
Subject_53,-0.52337015,0.023332734,-1.3520472
Subject_54,1.3299499,1.9749758,-1.7237269
Subject_55,-1.041673,-0.0007089122,0.76232505
Subject_56,-0.3769,0.119101755,-0.85445416
Subject_57,-0.68422997,0.16390654,-0.82174265
Subject_58,-1.7124089,-0.554621,-0.25050345
Subject_59,1.189718,1.0884851,-0.075252816
Subject_60,-0.2545087,0.038736835,0.11531401
Subject_61,-0.55026597,-2.8107932,0.86390823
Subject_62,0.19573627,0.005551043,1.0929649
Subject_63,1.7997983,-0.16720241,-1.1963576
Subject_64,-0.70301753,-0.60153395,-0.8008967
Subject_65,-0.3548516,-0.67897075,0.7949192
Subject_66,-1.4519348,0.35080436,-0.31745976
Subject_67,0.4270755,-1.887714,0.59306985
Subject_68,0.077985615,-0.091597,-0.08996569
Subject_69,0.3097861,0.4195676,0.6683183
Subject_70,0.12213534,0.36538053,0.041076638
Subject_71,0.33075792,0.011657465,-0.8009344
Subject_72,-0.19587207,-1.6403422,-0.7115939
Subject_73,0.5941563,0.06855778,-0.2743369
Subject_74,0.95863515,-0.5966202,0.03262452
Subject_75,-0.8964667,-0.73693323,1.1723149
Subject_76,-0.8193549,-0.13740493,1.3489784
Subject_77,0.34336174,-1.9723727,1.7366399
Subject_78,-0.6286574,-1.0232221,-0.27611744
Subject_79,1.5915343,0.21318045,-1.4108561
Subject_80,0.63544333,-0.3467483,0.81374216
Subject_81,0.7448739,1.3475978,-0.44914562
Subject_82,0.38010013,0.38093087,-0.9211113
Subject_83,0.68346995,-2.6127791,-0.88786054
Subject_84,-0.3142647,1.3626349,1.1387508
Subject_85,0.36530682,0.04652686,-0.26714236
Subject_86,-1.260454,0.27246314,0.6877264
