Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.5728888,0.39356136,-0.06397742
Subject_2,-0.34568438,1.1112559,-0.81755084
Subject_3,0.7384739,0.6992864,-0.1279556
Subject_4,0.22297582,-0.22569832,2.008337
Subject_5,-0.73969436,-0.27752522,0.7426759
Subject_6,-0.13378245,0.43467236,-0.32279268
Subject_7,0.54362714,-0.5063177,-0.33987564
Subject_8,-0.45992386,0.5122347,-0.1835578
Subject_9,0.49497163,-1.2217894,0.008466797
Subject_10,-0.5916002,0.90595,0.13858396
Subject_11,0.1841111,0.15711953,-0.2961351
Subject_12,-0.5357903,0.9390505,0.2542502
Subject_13,-1.5818268,-1.770101,-0.23046234
Subject_14,1.4943668,0.75019675,-1.2094021
Subject_15,-0.1627245,1.0975051,0.94619054
Subject_16,-1.0835091,1.564309,0.32956058
Subject_17,-0.37935314,-1.4071876,-0.5304416
Subject_18,-1.6968346,-0.86756724,-0.018009678
Subject_19,-1.8807554,-0.97895104,2.5101793
Subject_20,-0.013484482,-1.365906,2.1716826
Subject_21,-0.51214767,-0.27974543,0.52141523
Subject_22,-1.468495,-0.6993324,-1.015097
Subject_23,-2.0853887,-1.2804732,0.29287687
Subject_24,0.16515051,0.9641847,-0.63480085
Subject_25,0.46696246,0.59053195,-0.71801656
Subject_26,-0.08716249,0.89957744,-0.60551035
Subject_27,0.72676253,-1.3571255,0.70694727
Subject_28,0.37865707,0.7117975,-0.45192754
Subject_29,0.81963116,0.46699783,-0.08544177
Subject_30,1.6218562,-2.0963094,0.81457907
Subject_31,0.36335033,0.098259926,-0.2542857
Subject_32,-1.6784014,-0.13548441,1.0611869
Subject_33,0.6605236,1.7881981,-1.6771047
Subject_34,-1.8131186,-1.4527771,0.81100345
Subject_35,0.43906388,-0.32468462,0.9148975
Subject_36,-2.1412191,-1.2817359,2.2506318
Subject_37,1.0061532,-0.5975712,-0.10151871
Subject_38,-0.93491733,-0.15482172,-0.64713377
Subject_39,-0.19940898,1.6016589,0.7820184
Subject_40,0.32650438,-0.7376829,0.5983521
Subject_41,0.48387,-1.8394173,-0.22258548
Subject_42,0.24747753,-0.644371,-0.1337372
Subject_43,0.10895349,0.35361335,0.12782858
Subject_44,-0.5503127,-1.1728181,0.5311065
Subject_45,-0.1367545,-0.19144565,-0.26574996
Subject_46,-0.47402924,-2.46312,-0.74793875
Subject_47,-0.1567834,1.4216187,1.415998
Subject_48,-0.7826636,-0.93503195,-0.35732916
Subject_49,-0.2721068,-0.6241163,3.823109
Subject_50,-0.61409336,-0.30743435,-0.40231797
Subject_51,0.2727671,-0.4532474,0.31808296
Subject_52,-0.11704425,-0.7474048,0.80367506
Subject_53,1.590084,0.2128223,0.5673305
Subject_54,1.0565974,1.1283126,-0.43286836
Subject_55,-1.214383,-2.0887966,-0.7793923
Subject_56,1.7120028,-1.562348,-1.038762
Subject_57,1.4199167,1.2180039,-0.97896934
Subject_58,0.29300076,-0.93210125,0.7012373
Subject_59,0.056296464,1.7701235,-1.0151503
Subject_60,-0.1642394,-0.49969345,-0.14060979
Subject_61,-0.9225348,-1.3383181,1.083971
Subject_62,-0.2659664,0.9626765,0.009527781
Subject_63,0.28075808,0.92742157,0.114677735
Subject_64,0.5914741,-0.55795074,0.18571274
Subject_65,-1.1432426,-0.5278396,1.0706406
Subject_66,0.19755907,-0.23028588,-0.48088872
Subject_67,-0.3883344,-0.11080222,1.1191427
Subject_68,1.5063056,-0.3587466,0.19956736
Subject_69,-0.69203,1.2718875,-0.64157104
Subject_70,0.023929644,0.15957099,-0.89975995
Subject_71,0.13318507,-1.7570175,-0.13479015
Subject_72,0.2520155,-0.6846437,-0.4804744
Subject_73,1.1854786,1.459399,-1.0759789
Subject_74,0.35742062,1.7495443,0.12609755
Subject_75,-0.7597926,-1.5200253,2.353554
Subject_76,-1.1403085,1.4976475,2.0596538
Subject_77,-1.1326854,-1.3207624,0.2606355
Subject_78,1.0223188,0.45242468,0.68669504
Subject_79,0.57851464,1.9536728,-0.98624027
Subject_80,-0.17260838,-1.293047,0.04246717
Subject_81,0.6240195,0.68663865,0.13665578
Subject_82,0.76237947,1.4129549,-3.173303
Subject_83,0.5139066,1.0687926,3.546313
Subject_84,-0.960093,-0.21423806,0.37185025
Subject_85,0.3560633,-0.7049934,-0.28046128
Subject_86,-1.9897126,0.5348673,-0.6015083
