Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Subject_0,0.92221165,1.7354647,-0.55115426,-0.7603267,-1.901779,-0.8232596,-0.5968669,0.76561874,1.1667867,0.5930797,-0.5830792,0.7131129,-0.4246544,-0.0013929709,-0.32376847,-1.3062007,0.85927385,0.22695109,0.89514387,0.8409741,-0.5269413,0.2171328,0.29218376,0.030385021,0.7948776,0.5872524,-0.59042656,0.7634091,1.5218759,0.71411484,0.02251837,1.0691578,1.4706981,-0.36268055,1.3193744,-1.3858153,0.26995438,-0.82785594,-0.89706105,-0.49159878,-0.43928522,-1.2887453,-0.5618825,-0.33382532,-1.1720804,-0.4675976,-0.6909967,-0.22149615,-0.72980905,-0.121846095
Subject_1,0.3396583,-0.9314985,0.56535447,0.2360219,-0.28264022,0.9634072,0.13589197,-0.06210349,-0.038901124,1.3468717,-0.6048048,-0.7524947,0.87095916,-1.5090322,0.28601092,-1.8390205,-0.74432135,0.16504298,-0.6787646,-1.1961012,-0.044765428,0.53806394,0.33433253,1.6063136,-0.059390258,-0.8167255,-0.4709364,-1.1293459,-0.7620485,1.2224368,0.3832873,-1.3585038,-0.6675888,-0.73326856,-1.9718052,1.1288205,1.0516368,0.16092628,2.1166894,-0.6214194,-0.3818352,0.48411256,1.6343627,0.8220626,-1.2495034,0.42837158,1.176798,0.4515407,-0.6411018,-1.0972071
Subject_2,-0.30403796,0.5150597,0.7754281,0.78498185,-0.30791664,0.9955331,-0.7857646,0.3186349,0.4977482,-0.3066838,0.853391,0.22157001,-0.94003046,0.018734299,-0.019796658,-0.5351561,0.12259477,0.10337371,0.88025534,0.44680074,0.9004469,0.74395686,-0.04020663,-0.6502225,-0.84744316,0.5573344,1.4759108,0.61370564,1.3866929,-0.19428085,-1.212387,0.1952078,0.7759612,-0.71823084,0.8342245,0.59538794,0.19255456,-0.6342883,-0.9468714,0.40364715,0.64980525,0.8486086,-0.009023712,0.27355087,0.37507316,-0.49434623,0.87778074,-1.0799322,0.35346174,-1.2134545
Subject_3,0.72073144,0.695959,0.17509681,-0.73685014,0.90481037,-0.9150435,-0.72996104,0.8646549,0.6537956,-1.1345762,-0.034730095,0.95193475,-0.11510158,1.0916138,0.043906726,0.31884596,1.0976985,0.7751934,1.2177914,1.3514665,-1.11388,-0.32939032,-0.38496813,1.1319586,0.060591456,-0.75471264,-0.86306083,0.0067568193,0.5975856,-0.91755253,-1.0475686,-0.5146248,0.5349341,1.0533409,0.77665234,-0.5656302,0.8257633,-0.24129641,-0.06041682,0.7899517,-0.09958063,0.39046383,0.387729,1.0109946,-0.038125116,-0.054750897,-0.82859856,-0.3679908,-1.2435982,-0.5618471
Subject_4,-1.2308455,-0.99342424,-1.2332659,0.037151147,-0.18338911,1.9127736,0.6489559,-0.5176242,-0.058515754,-1.0250521,-1.4073565,0.22045639,0.32760534,-0.3398992,-0.7085931,0.3433262,0.12125368,0.32191217,-0.34172484,0.38127223,-0.13713747,1.264164,-0.7690569,-0.8663994,0.6599151,0.23324284,0.7873972,0.9914266,-0.88340676,0.62307113,0.06723588,1.3527893,-2.1079333,-0.4660741,-0.36775544,0.20893486,1.032985,0.20418027,0.37947908,-0.2335753,-1.1086776,-0.16258398,1.0647235,-0.95960724,-0.15753971,-0.065278195,0.67604965,0.79844713,1.356446,0.41576338
Subject_5,0.31872323,0.60833704,1.3084844,-0.96955204,-0.5331203,0.807337,-0.51968974,-1.1598622,-0.11156263,0.5755359,1.2919425,-0.77266234,-0.77427083,1.0858779,0.2420361,-1.9968249,-0.6811572,-0.6636037,-1.0944155,0.14846468,-0.63620675,0.58640665,0.575935,0.09261548,-1.0635464,0.7676616,-1.1644218,-0.80115867,0.9686081,-0.6442185,1.480258,0.9157975,0.3496992,0.053488117,-2.0462112,0.020067545,-0.414846,0.88609016,0.6143214,-0.90493065,-0.014510783,-1.0375613,1.0341312,-0.82701594,0.4273977,0.320345,0.9877829,-1.2175037,1.0473758,0.8004105
Subject_6,-0.40887618,-0.026637925,0.43857494,-0.6935199,0.13880143,1.5241593,-0.68963414,-0.7139511,-1.4558654,1.3171897,0.61754227,-1.0876132,0.00024264841,0.6866384,0.4335556,-0.35452628,-0.78380984,-0.81755227,-0.41339034,0.90246433,-0.7512992,1.9984531,-0.949545,0.39422908,-0.23242387,-0.3530844,-0.3428262,-2.1229205,1.0877244,0.4892345,-0.88286495,-1.1458912,-1.0449862,-1.0425786,-1.1741694,-0.07124463,-0.039853115,1.4658623,1.1223792,0.85278684,0.65784633,-0.4763342,-0.22256851,1.0461029,1.7012385,1.7484024,-1.6539543,-1.0943224,1.2855692,-0.24436319
Subject_7,0.85981804,0.6192944,0.917119,-0.538443,0.100687176,0.4056891,-0.99850774,0.57327133,0.60575324,0.8751296,0.56033564,0.46302095,-0.909072,-0.1359087,1.638511,-0.1843145,-0.33052537,-0.553144,-0.58032745,-0.0867395,-0.7580713,0.44564575,-0.8763027,-0.2713945,-0.9372946,-1.0845481,0.44885546,-0.44972843,1.1901102,0.97864383,2.1516457,-0.6633656,0.35425365,0.6965141,0.9225976,-0.1101104,0.9452342,-0.22356819,-0.8762458,-0.43909845,-1.7423543,-0.23016755,0.0025716024,0.53909034,0.23436353,-0.8759082,-0.71560794,0.41890448,0.4096962,0.41654474
Subject_8,-0.881018,-0.06489923,-0.6283873,0.677883,0.7407611,-1.3954918,0.73235554,0.6681558,-0.7226773,0.47308007,-1.1063813,0.9197375,-0.19479418,0.6652112,-0.4002847,0.49537715,-0.30943212,1.2936242,-0.7958034,-0.74111176,-0.5568655,0.32021073,-0.25121185,-0.54222864,-0.36384282,-0.8023908,1.9454379,0.3681521,-1.2494369,-0.9224826,0.43230376,-1.3260334,0.7638079,-0.72240514,-0.25617933,-0.9581798,0.1675674,0.9918713,1.2770972,0.5479649,0.16006933,1.2458282,-0.091058984,0.6928622,-1.2110058,1.0475885,0.5809103,-0.15608834,-2.388254,-0.4533565
Subject_9,-0.9184211,-0.8575927,-1.1609802,1.0215822,-0.7532791,1.4358513,-0.11659468,-0.45592695,-1.4624853,-0.69456637,1.278212,-0.49282578,0.15185189,0.53934216,0.6470168,-0.10652053,-0.7125633,0.5254291,-0.8448411,0.879464,-0.74443394,0.75380963,-0.827209,-0.09255004,-0.33206922,-0.20628433,0.78918624,-0.16509797,0.7142263,0.7398858,1.0891639,-0.65655124,-1.4158632,0.5715938,0.9646247,-0.1751745,-0.07071199,0.5914543,-1.1286004,-1.472873,-0.8847023,-0.61745346,-0.45153618,0.44482768,0.8853428,1.66435,-1.1109151,1.1629376,-0.7767542,0.50078
Subject_10,0.9116826,-0.008475165,0.9848397,-1.2644582,0.7047542,1.3809083,0.0983213,-1.6371759,-0.65581137,1.2998625,-0.68573934,0.4744682,1.3076974,-0.68260574,-0.6815986,0.5129676,-0.6626667,-0.18796371,-0.6884678,-2.2188857,0.2814234,0.35671368,-0.16175619,-1.0270553,-1.1028459,0.77704334,-0.8098307,0.17234124,-1.640807,0.7956298,0.5440472,-0.3908355,0.24526267,-0.5389426,-1.0693905,1.2939163,0.859306,-0.30710083,0.67375046,-1.1373467,0.49230313,-1.0277951,1.0411228,0.79689795,-0.35721135,-0.55038106,0.49089473,-1.295728,0.9549505,0.81913865
