Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.4660111,-0.62231773,-0.30946228
Subject_2,-0.367036,1.4141423,2.3698123
Subject_3,-1.053718,-0.33809036,-0.08018792
Subject_4,-1.6544735,-0.27052996,-0.9817883
Subject_5,-1.2343297,1.5013417,0.26011908
Subject_6,-1.3948363,-0.5530515,0.32460237
Subject_7,-0.02296784,0.80105245,-1.7925735
Subject_8,0.87644166,0.43500152,-0.098209396
Subject_9,-0.0023812302,0.47218323,-2.1238
Subject_10,-0.31374186,-1.6196898,0.92987245
Subject_11,-0.39135134,0.19634743,-0.19235791
Subject_12,-1.3647473,-1.508614,1.9365819
Subject_13,0.99609315,0.31950364,-2.374406
Subject_14,1.5605791,-0.83925456,1.2528456
Subject_15,-0.5432085,-0.40896487,0.74879855
Subject_16,1.2267275,-1.9191986,0.93517905
Subject_17,1.2191936,-0.648774,1.8780142
Subject_18,-0.04681251,2.3966298,2.2376556
Subject_19,-0.3084237,1.3552356,1.2177771
Subject_20,-0.5092093,0.5995051,-1.0393169
Subject_21,0.66217667,1.2966509,0.9080335
Subject_22,-0.33521354,-1.8091916,-0.73600644
Subject_23,-0.27419156,1.049357,2.3369768
Subject_24,-1.3669039,0.003364862,0.6499497
Subject_25,0.47308087,0.22683899,-1.158747
Subject_26,-0.60964406,-0.13788594,0.9134632
Subject_27,-0.10478994,0.5716416,-1.4529605
Subject_28,-1.0605528,0.2568529,-0.7969966
Subject_29,-0.2228004,-0.6139424,-0.22404335
Subject_30,0.78854364,0.06920925,-1.1326559
Subject_31,1.3026954,-0.4852685,-1.3725566
Subject_32,-0.3055111,0.4517668,0.5204666
Subject_33,-0.5678537,1.2756118,1.4269499
Subject_34,1.4718852,-0.06421469,1.049693
Subject_35,-1.774009,-0.5762105,1.0194192
Subject_36,0.4637843,1.1139685,-0.587806
Subject_37,-1.8744881,1.6835258,-0.8281055
Subject_38,0.30391368,0.3633585,-1.203636
Subject_39,-0.7247123,0.4590533,-0.94552463
Subject_40,-0.73719174,0.024070794,-0.36059877
Subject_41,-1.2098651,0.320727,-1.1314771
Subject_42,0.68238246,0.04722541,0.10564259
Subject_43,0.8511151,0.13177226,1.4986418
Subject_44,-1.544072,0.28489068,-0.3311379
Subject_45,-0.7022576,0.5801849,-1.2140257
Subject_46,-1.2231969,1.6502978,-1.4507005
Subject_47,-0.29914403,0.008176329,2.78639
Subject_48,-0.9989187,0.9151061,0.7515918
Subject_49,-0.72958314,-0.0072267335,-1.6002145
Subject_50,0.58042544,0.19874598,1.7819043
Subject_51,-1.4715325,-1.4947219,6.871781
Subject_52,-0.44445944,1.0230349,-1.7955045
Subject_53,-0.072848246,-0.34795657,1.9613335
Subject_54,-0.2869212,-1.1266427,1.5775585
Subject_55,-2.2859273,0.77125835,-1.4863241
Subject_56,0.9026056,-1.2566329,0.51337945
Subject_57,-0.548403,-0.5725332,0.81581056
Subject_58,-1.033432,0.39593685,-1.7810096
Subject_59,0.50909734,-0.6488272,2.8010945
Subject_60,-2.0904176,1.1386335,0.10894831
Subject_61,0.067523286,0.34015128,-1.4614527
Subject_62,-0.45263714,1.950702,1.6787008
Subject_63,0.090516485,0.4803715,0.6354965
Subject_64,0.635629,-0.24901198,-0.9451325
Subject_65,-1.3259115,-0.35015747,1.5673335
Subject_66,-0.6764446,0.01936867,0.5528092
Subject_67,-0.30704176,-0.08080189,0.008418041
Subject_68,0.78903323,-0.32595658,1.7572384
Subject_69,-0.6651139,1.2538413,1.9205929
Subject_70,0.6446924,-0.30793345,-0.89764184
Subject_71,0.0052921847,-0.4968941,-1.0628157
Subject_72,0.227283,-0.25778055,-0.9238229
Subject_73,-0.102032445,-0.8130411,1.626241
Subject_74,-0.90709364,1.2604892,-1.1151887
Subject_75,0.68707305,-1.2977973,1.3831877
Subject_76,-0.6248539,0.33630648,-1.4161717
Subject_77,0.15703633,0.61078084,-3.179671
Subject_78,-1.9341277,1.2315003,0.55925536
Subject_79,-0.2961104,-0.45075175,1.510363
Subject_80,0.63700444,0.49305457,-1.8402088
Subject_81,0.93867177,1.2029982,1.2647074
Subject_82,0.7422877,-0.17185923,0.57585275
Subject_83,-0.64189935,-1.0409093,1.3190788
Subject_84,-1.3833499,-0.22232738,-1.1681427
Subject_85,0.8418211,-1.6732727,-2.0848024
Subject_86,-0.85675794,1.0426689,0.7580507
