Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,1.141197,-1.043873,0.18895772
Subject_2,-0.51367754,-2.3421059,0.5600384
Subject_3,0.6716454,1.6004014,0.92776084
Subject_4,0.9415186,1.8765918,-1.6900678
Subject_5,-1.3203803,2.2004685,-0.83316004
Subject_6,-1.6524594,-0.58340657,0.06626457
Subject_7,0.43916285,0.018370932,0.9305887
Subject_8,-0.52273804,0.50757164,0.20479606
Subject_9,0.12139083,-0.6298038,-0.076656364
Subject_10,-0.48810595,-1.7064701,-1.1951501
Subject_11,-0.29906783,-0.7572768,1.2123635
Subject_12,0.046208028,-1.4753978,0.9234505
Subject_13,-2.2028399,2.2664983,0.015657585
Subject_14,0.30520594,-2.2020388,0.6587623
Subject_15,-0.7317119,-2.8902962,0.035239883
Subject_16,-0.84702885,0.80271506,-0.6611197
Subject_17,-0.8773519,1.2132595,0.25589356
Subject_18,-0.893502,0.6016496,-0.009179468
Subject_19,-0.77322626,-0.054054618,-0.8852654
Subject_20,-0.11416372,-1.8484367,-1.910048
Subject_21,-0.13256146,2.9203293,-0.46056122
Subject_22,-1.682844,0.37710068,0.06657595
Subject_23,-1.1683483,-1.7554232,-0.3636166
Subject_24,0.48686108,-1.4826555,0.8195426
Subject_25,0.6844217,0.85365367,0.25064036
Subject_26,-0.30261937,-1.4637219,0.36512336
Subject_27,0.58446705,2.0132577,-0.14637277
Subject_28,0.4638979,-1.5937583,1.93936
Subject_29,0.7172899,-0.8183942,1.0088418
Subject_30,0.5825401,2.3206894,-1.3766721
Subject_31,0.03295132,1.3820013,0.1895648
Subject_32,-0.5736964,0.90717113,-1.0211562
Subject_33,0.48245907,-1.3705584,0.6820662
Subject_34,-2.2423499,0.29901662,-1.4857725
Subject_35,1.223364,-0.61111706,-1.5892601
Subject_36,-1.3487451,0.9743219,-0.848349
Subject_37,1.0680292,0.6387912,0.30871436
Subject_38,-0.053950444,0.79055756,0.36100438
Subject_39,-0.9460724,1.571065,-0.61695987
Subject_40,1.1174434,-0.22352296,-0.82188284
Subject_41,0.3264351,1.3179845,0.038496338
Subject_42,1.0506486,2.2019756,0.17008306
Subject_43,-0.08409093,1.5468923,-0.7603134
Subject_44,-0.11313868,-0.49489665,-1.1287675
Subject_45,-0.055196904,0.7247287,-0.1762468
Subject_46,-1.3808646,2.3985312,-0.56722337
Subject_47,-0.15405564,-2.1604924,-0.5728768
Subject_48,-1.1833874,2.352721,0.82231396
Subject_49,-0.10898518,-0.32404476,-2.6010296
Subject_50,-0.73984265,1.1895131,0.69501334
Subject_51,0.22251,1.4874256,-0.4577761
Subject_52,-0.42260596,-1.1400309,-0.7723113
Subject_53,1.0531944,-1.2888591,-0.3748721
Subject_54,1.4653302,-3.319065,1.5005153
Subject_55,-0.83185244,3.2129407,-0.02344377
Subject_56,-0.6398878,0.8761526,0.20049644
Subject_57,1.2910049,-2.2837887,0.40880698
Subject_58,-0.16868685,2.212236,-0.94725305
Subject_59,0.12823421,0.2555219,0.70308715
Subject_60,-0.80732393,0.3367593,0.28865877
Subject_61,-1.6656264,1.8279289,-0.5469356
Subject_62,-0.75208765,0.60837555,0.20837566
Subject_63,0.47567827,-1.5296034,-0.27667648
Subject_64,0.06549936,2.4545016,-0.9743046
Subject_65,-1.3807064,0.7561423,-1.1141112
Subject_66,0.4980822,0.7500442,0.031205194
Subject_67,0.006498141,-1.9527464,-0.86747074
Subject_68,0.83424103,-0.3212365,-0.72244936
Subject_69,-1.1764935,-0.88912,0.23453367
Subject_70,-0.07738148,-0.91299754,0.2043064
Subject_71,0.25051257,-0.8118863,0.18852693
Subject_72,0.37875038,2.615012,-0.56380016
Subject_73,0.52027065,-1.5350958,0.61441547
Subject_74,0.58108467,-1.4199498,-0.43347636
Subject_75,-0.558089,2.0876906,-0.4588916
Subject_76,-0.31149808,2.649966,-0.6280653
Subject_77,-0.7613581,0.83639103,-0.86293083
Subject_78,1.2568121,-1.661932,-0.79112417
Subject_79,1.51493,-4.818279,1.4022864
Subject_80,-0.31425467,-0.42138246,-0.44415814
Subject_81,1.0248635,-2.313408,0.045384686
Subject_82,0.7158993,-1.9590842,0.16051982
Subject_83,1.8232712,-3.7259383,-2.421446
Subject_84,-1.4248255,1.9315139,-0.050674528
Subject_85,0.12746097,2.8207455,0.6164679
Subject_86,-0.64230585,1.7008413,0.17468384
