Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.7982881,-0.04467347,0.074279204
Subject_2,0.20004553,-0.08793451,-0.5561711
Subject_3,-0.45883098,-0.2890015,0.08202132
Subject_4,0.67711335,-1.8933016,-1.1317927
Subject_5,-0.7309831,0.0988609,0.71777743
Subject_6,-0.69053036,-0.08282513,1.0996753
Subject_7,-0.63293964,-0.31861278,0.49356538
Subject_8,-0.80880773,-0.122073874,0.46169558
Subject_9,0.4687852,-0.5927435,-0.070824124
Subject_10,0.25964558,0.4240669,0.5152639
Subject_11,-0.7538919,-0.14537522,-1.2823383
Subject_12,0.5689773,-0.074067295,-1.4121147
Subject_13,-0.56598735,-0.008895327,-0.35984015
Subject_14,0.8746856,-0.37528068,0.36316732
Subject_15,-0.03123924,-0.030703522,-0.07725332
Subject_16,0.1047914,2.1865282,-0.07806202
Subject_17,0.45159394,2.6742387,0.4452054
Subject_18,1.3652818,0.010427549,0.19481008
Subject_19,0.107096076,-2.373959,-0.7157578
Subject_20,-0.35255796,4.5489287,0.36375052
Subject_21,0.57903004,-1.0041962,-0.66827106
Subject_22,0.51663274,-0.051421624,-0.53663504
Subject_23,-1.1331016,0.16033292,0.6457911
Subject_24,-0.33404985,-0.22511917,0.31201303
Subject_25,-0.0110754715,-0.16718298,0.5490279
Subject_26,0.09895198,-0.260863,0.31994534
Subject_27,-0.17260835,-0.668896,-1.132126
Subject_28,0.8751327,-0.3265703,-1.299967
Subject_29,0.5929001,-0.0610111,-0.08992602
Subject_30,0.8943572,0.3712154,-0.82811147
Subject_31,-0.2927406,1.1014756,-0.20988269
Subject_32,0.7344731,-1.305988,0.36613393
Subject_33,0.57292086,-0.42822644,-0.22256228
Subject_34,1.6975062,0.98331344,-1.5192219
Subject_35,-0.04835328,0.54622173,1.9571803
Subject_36,0.9594253,1.4234697,0.25766155
Subject_37,0.30118942,-1.7297565,0.0505582
Subject_38,0.7913035,-0.17248255,-1.1576003
Subject_39,-1.5416689,0.823106,0.25798407
Subject_40,-2.867764,1.4311631,0.24094763
Subject_41,-0.77152073,-0.4527472,-1.0811462
Subject_42,0.35594645,0.24597211,-0.9746567
Subject_43,0.2886775,0.1586728,-1.7530174
Subject_44,0.6625758,0.5995293,0.6579102
Subject_45,0.84082574,-1.213626,-0.5268046
Subject_46,-0.37195715,1.6913047,0.001628716
Subject_47,1.2123467,1.3231109,1.1340818
Subject_48,0.39345837,-0.16964477,-0.12620138
Subject_49,0.4180957,9.202411,-1.3778961
Subject_50,-1.4780494,-0.614249,0.4188288
Subject_51,-1.0216622,0.37539327,0.702642
Subject_52,0.10796338,0.87481123,0.22434169
Subject_53,0.26129162,0.017451745,-0.70133275
Subject_54,0.13889456,-0.13960043,-0.11722168
Subject_55,-1.9188157,0.0094200615,0.68965906
Subject_56,0.4793807,-1.3399583,-0.59699523
Subject_57,0.4326238,-0.3088689,0.42755088
Subject_58,-0.33870834,0.42485332,-0.04468592
Subject_59,0.60701764,-0.14225131,-0.07133038
Subject_60,0.54668623,-0.8143706,0.7594452
Subject_61,1.0349917,1.3791537,0.4065427
Subject_62,0.45039475,0.009431105,0.13359803
Subject_63,0.36979708,0.09684848,1.4604055
Subject_64,-0.7102678,0.1137068,-0.93150324
Subject_65,-1.1105186,0.5164501,-0.35091794
Subject_66,0.44816926,0.30531287,1.743975
Subject_67,-0.36747998,2.068573,1.0579765
Subject_68,-0.17588319,0.25542572,-0.49932492
Subject_69,-0.3398726,-0.19415273,0.607201
Subject_70,-0.24739552,-0.21431749,-0.064353414
Subject_71,0.5042384,-0.08323944,1.3185197
Subject_72,0.74227,0.16836607,0.3481186
Subject_73,-0.6800337,-0.336278,-0.08324468
Subject_74,0.5193616,0.17896931,-1.0375288
Subject_75,0.6487138,1.122566,0.27547634
Subject_76,2.1508293,0.7820905,0.50180745
Subject_77,0.32370928,0.12796858,-0.87985575
Subject_78,0.45364183,1.3540926,0.85031784
Subject_79,0.8233026,-0.31959444,1.649733
Subject_80,-1.1787684,0.71462375,0.8984229
Subject_81,-0.048286572,-0.07182242,-0.7879375
Subject_82,-0.51350605,0.15788707,1.8285536
Subject_83,0.50919914,6.7689075,-0.70498097
Subject_84,-0.15220802,0.09636761,0.07520943
Subject_85,1.194426,-0.120667435,0.07141224
Subject_86,0.1681653,-0.032631565,-0.24160999
