Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.87462854,0.5380167,0.5662604
Subject_2,-0.7258113,0.8716288,0.99101096
Subject_3,1.3806814,-0.11195478,-0.15862468
Subject_4,2.1750326,-0.5278598,-1.7438198
Subject_5,2.1201253,0.38876912,1.3886755
Subject_6,0.6885676,-0.9344625,-0.5167176
Subject_7,-0.17455499,0.45030642,0.67667824
Subject_8,0.86749494,-0.2060323,-0.11873754
Subject_9,0.41735688,0.10448886,1.2242663
Subject_10,0.3013901,-0.2756871,1.1255997
Subject_11,0.5968066,1.5809003,0.21825506
Subject_12,1.7806736,-0.08620003,-1.0553662
Subject_13,-0.9790623,0.6180042,1.8337603
Subject_14,-0.71355,-1.8846581,-0.8867143
Subject_15,1.0516726,0.05644997,2.0553043
Subject_16,0.69281405,1.0522809,1.9243602
Subject_17,-0.54166263,-0.6897461,0.029349227
Subject_18,-0.052482236,0.6786363,-3.8042254
Subject_19,-0.6695813,-1.0818498,-2.0389566
Subject_20,0.06185631,1.0863285,1.0389887
Subject_21,0.28843293,1.1259462,-0.5610952
Subject_22,0.42565233,0.70213705,0.18586391
Subject_23,-0.2852426,0.45075238,-2.065094
Subject_24,-1.0430213,1.0159146,0.03300707
Subject_25,-0.3313088,-1.573771,1.5594423
Subject_26,-1.25882,0.9565808,-0.71392125
Subject_27,0.96847314,-0.20279445,1.1797065
Subject_28,-0.89200664,-0.85884887,-0.82005525
Subject_29,-0.9994272,-0.19894472,0.03314934
Subject_30,-0.3067986,-1.4959394,2.4934936
Subject_31,1.3070258,1.4943223,-0.86632365
Subject_32,0.2630185,-0.757539,-1.9610002
Subject_33,0.8984064,-0.37263262,-2.5433593
Subject_34,0.81357384,-0.9793146,-1.5740671
Subject_35,-0.12075058,0.7991615,1.8843374
Subject_36,0.027386742,0.25872344,0.8327137
Subject_37,1.4567752,1.1061939,-1.7961446
Subject_38,0.11443857,-0.78788024,1.0753124
Subject_39,1.7010869,0.020398669,2.4701397
Subject_40,0.09072233,-1.0476656,0.1784321
Subject_41,0.061117645,1.3052142,-1.4202555
Subject_42,0.16195436,0.25888994,0.50368685
Subject_43,-0.33295628,-1.3670461,0.7485316
Subject_44,0.7332,0.120742545,0.010843983
Subject_45,-0.095000476,0.7102419,0.8854055
Subject_46,1.3853109,0.64714295,1.177977
Subject_47,1.296298,1.6702216,-0.26317263
Subject_48,-0.32710364,2.1770637,1.2252061
Subject_49,3.0971014,0.40263307,0.84995806
Subject_50,-0.20689978,0.47099754,-1.0611007
Subject_51,1.1902287,0.17846796,-1.4464728
Subject_52,0.040586308,-0.44994253,0.49493632
Subject_53,0.21174307,0.046264015,-1.1899961
Subject_54,-1.7647115,0.63444185,-0.7626631
Subject_55,-1.9219159,0.68256754,1.6104105
Subject_56,1.2663393,0.2490505,-0.26654485
Subject_57,-1.3795534,-0.5722614,-0.54539156
Subject_58,-0.75037724,-0.9920929,1.85601
Subject_59,1.3517566,0.38096026,-1.1128337
Subject_60,0.18068954,-0.63660526,-0.65927154
Subject_61,0.15889639,-0.018136758,0.03114181
Subject_62,-1.1114582,0.5554769,-1.1844147
Subject_63,-0.22709872,1.0878431,-1.2443161
Subject_64,-0.12145951,-1.2637562,1.8128738
Subject_65,0.8911895,0.2676164,-2.1034098
Subject_66,0.88881433,-1.1776872,-0.82167655
Subject_67,-1.43174,0.73978,0.6207382
Subject_68,-0.6712014,1.6082861,-1.5019011
Subject_69,0.60605013,1.212846,-2.0444415
Subject_70,-0.28885162,1.32584,0.83521646
Subject_71,1.3199557,1.6423241,0.047933925
Subject_72,1.1960769,-0.72927696,0.8753709
Subject_73,1.6313896,1.3036544,0.7336068
Subject_74,1.3193202,0.44891816,-0.5415604
Subject_75,-0.14840844,-0.10202981,0.12472232
Subject_76,1.505719,-0.0026590985,-1.128439
Subject_77,0.27231136,-0.1825482,1.1517653
Subject_78,0.04313054,0.34240988,-0.26911008
Subject_79,0.14919248,-1.5017985,-1.3604845
Subject_80,-0.124994256,-0.30895188,2.1738234
Subject_81,0.7808006,-0.4236789,-0.099983305
Subject_82,-0.3838524,1.5229887,-0.5497582
Subject_83,-0.26999563,-0.7429934,-1.0765303
Subject_84,-0.020386903,1.1532865,0.032567754
Subject_85,0.42817765,-0.1375655,1.9901425
Subject_86,-0.38910568,-0.013895029,-1.0336795
