Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.67593586,-1.388545,0.21369109
Subject_2,0.7170139,0.40770972,0.037723728
Subject_3,1.0986121,0.0034329193,1.3379002
Subject_4,1.2962862,1.2930969,-0.6213846
Subject_5,0.63735616,-0.22684716,-0.37041292
Subject_6,0.86079407,2.0793111,0.1376888
Subject_7,0.25555196,-0.17672639,0.07776444
Subject_8,0.09751084,-0.56709975,0.018507227
Subject_9,-0.9409236,-0.74855626,-0.01863863
Subject_10,0.6321821,1.5474665,-0.0040041963
Subject_11,-0.72707236,-0.67526674,0.70669895
Subject_12,0.7981971,0.9091939,0.042214975
Subject_13,-1.3763396,-0.6268813,-0.6304588
Subject_14,0.70258415,-0.6585039,0.10450987
Subject_15,0.98490256,0.61945033,0.02771198
Subject_16,-1.3088412,1.437167,-0.04695645
Subject_17,0.014682358,-0.26064986,0.041465625
Subject_18,-0.4230653,-0.040338248,-0.0069883666
Subject_19,-0.24513856,0.8584485,-0.045966666
Subject_20,-1.1176811,1.8379306,-1.6549555
Subject_21,-0.07775972,-0.046571758,-0.15946032
Subject_22,-0.9487745,-1.0052524,0.06583226
Subject_23,2.1248124,2.1033921,-0.16817686
Subject_24,-0.70100707,-1.503603,0.1890909
Subject_25,1.5242156,0.13455202,0.07470311
Subject_26,0.5675136,-1.5832868,0.4254537
Subject_27,-0.40133753,-0.1788349,-0.15994403
Subject_28,1.1882024,0.25793713,0.08627431
Subject_29,-0.10203031,0.07381162,0.02179651
Subject_30,-1.1201819,-0.8699024,-0.60201
Subject_31,-0.30674592,-0.3815458,0.14126256
Subject_32,-0.9654421,-0.31426603,-0.043367937
Subject_33,1.4519402,1.3657589,0.052462313
Subject_34,-2.0338469,1.1689438,-0.10865485
Subject_35,-0.7112841,-1.1791441,-0.12898697
Subject_36,1.0602014,1.2058781,-0.400346
Subject_37,-0.28724337,1.4180012,0.10608501
Subject_38,-0.83739454,-0.4821041,0.07542158
Subject_39,-0.8782174,1.6085219,-0.05176817
Subject_40,-0.638725,0.49828574,-0.532046
Subject_41,-1.3425895,-1.3301395,-0.016971407
Subject_42,-0.861815,-0.52387136,-0.008601601
Subject_43,0.76051813,0.11688774,-0.027095804
Subject_44,-1.7054262,0.052803304,-0.0975883
Subject_45,-1.1836392,-0.42951876,-0.015290683
Subject_46,-2.1857672,-1.9226258,-0.849487
Subject_47,0.44148,0.98018616,-0.40374407
Subject_48,0.21795428,-0.6544625,0.049879596
Subject_49,0.958148,0.9939795,-2.0773044
Subject_50,0.83317727,-0.926577,0.026986733
Subject_51,0.88795537,-0.5408525,-0.12222277
Subject_52,0.8376156,0.73962986,-0.13406864
Subject_53,0.7653381,-1.1215376,0.0003911637
Subject_54,1.0368236,1.2467372,0.050678577
Subject_55,-2.4125597,-1.4021982,-0.031378295
Subject_56,0.95067966,-0.17048973,0.007832684
Subject_57,1.327153,0.72689515,0.10489956
Subject_58,-2.6294837,-1.4475821,-0.4728685
Subject_59,1.3025682,0.1138265,0.029131839
Subject_60,-0.762869,2.4257765,0.048248336
Subject_61,-0.43337494,0.86853683,-0.2013772
Subject_62,-0.26313832,-0.3219508,0.0042454866
Subject_63,1.2091303,0.23280813,0.25711766
Subject_64,-2.8342655,-1.6091315,-0.06219958
Subject_65,-0.5648252,-0.1639873,-0.062166024
Subject_66,-0.37452486,-0.79591066,0.036500577
Subject_67,0.6924931,3.0089104,-0.6111771
Subject_68,0.32193422,0.095063485,-0.058852635
Subject_69,1.2751902,-0.65142125,0.2197976
Subject_70,0.1544574,-0.039402943,0.053143498
Subject_71,0.6547447,0.94203025,0.0652294
Subject_72,-0.58656996,-1.1658447,-0.038624533
Subject_73,0.91239697,0.49958244,0.06336064
Subject_74,0.47036052,0.6680045,-0.26083595
Subject_75,-1.7777007,-0.848416,-0.17366435
Subject_76,-2.0255432,1.3953569,-0.13969518
Subject_77,-1.4078486,1.3050544,-0.19115916
Subject_78,1.3099656,1.3802909,-0.23292685
Subject_79,1.684521,1.0626597,0.10943238
Subject_80,-0.5855917,0.23919727,-0.026874239
Subject_81,1.2098956,0.7060443,0.029642217
Subject_82,1.6851755,-0.20277937,0.08086627
Subject_83,1.4751495,2.5000265,-1.605495
Subject_84,-0.6655233,-0.09509021,-0.030578442
Subject_85,-1.3904994,1.4016387,-0.01960385
Subject_86,-1.1443944,-1.6169287,0.0033054133
