Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.37159675,0.23306915,-0.83851415
Subject_2,-0.17418298,0.28098726,-0.8546973
Subject_3,1.2992833,0.35258391,-0.42325366
Subject_4,0.6261492,-1.8285873,-2.3405116
Subject_5,-0.37861034,-0.94524235,0.42956096
Subject_6,-0.15249328,0.4360877,-0.6455149
Subject_7,-0.004568723,0.7120952,0.06652841
Subject_8,-0.28954843,0.05659813,0.7347252
Subject_9,0.110593185,-0.05730805,-3.239577
Subject_10,-0.9623695,-0.33760616,-0.38192156
Subject_11,0.953526,0.024123043,1.571048
Subject_12,-0.5591003,0.40221924,-0.08642164
Subject_13,-2.072519,0.30009076,1.6566706
Subject_14,1.3015249,0.38351995,-1.916402
Subject_15,-0.15727082,0.12971598,-1.4986267
Subject_16,0.5470821,-0.23532161,0.66317225
Subject_17,-0.38906476,0.41907024,-0.7614435
Subject_18,-1.1247941,-0.07877734,-0.86760074
Subject_19,-1.9808041,-0.5998897,0.42232946
Subject_20,0.12879889,-2.2975729,1.6242453
Subject_21,-0.9051642,-0.22849381,0.70872283
Subject_22,-1.4698538,0.07699289,0.96818715
Subject_23,-2.041486,-0.69784427,-1.8216103
Subject_24,0.18920878,1.050412,-1.3543048
Subject_25,0.8487972,0.1606753,-1.4541986
Subject_26,-0.4080074,0.56878424,-1.0950878
Subject_27,0.8262722,-1.0787356,1.0302765
Subject_28,0.24305065,1.1692628,-1.7653146
Subject_29,0.20725095,0.24991268,-0.1843087
Subject_30,0.124845766,-0.64451694,1.5000851
Subject_31,0.3997768,0.16300581,-0.21381524
Subject_32,-2.1063895,-0.38849354,0.769533
Subject_33,0.9514187,0.09790628,-3.0445502
Subject_34,-1.0156629,-0.6075522,1.0347483
Subject_35,0.673363,-1.139846,-0.11122854
Subject_36,-0.60771066,-0.7623623,1.4644203
Subject_37,0.41601455,0.44813854,0.31593558
Subject_38,-0.07603093,0.38785776,0.7680527
Subject_39,-0.30762616,-0.4620045,0.5767333
Subject_40,0.21682648,-0.8046928,0.5101379
Subject_41,0.39312443,-0.9244458,0.7012603
Subject_42,0.3131705,0.155517,1.5646937
Subject_43,0.10426235,-0.1111532,1.5953475
Subject_44,-0.2627877,-1.449158,1.6917198
Subject_45,0.10368777,0.08872779,0.28932938
Subject_46,-0.62007874,-1.8141592,2.833792
Subject_47,-0.28752097,-0.83765364,-0.4673274
Subject_48,-1.3132732,0.5747283,-1.452032
Subject_49,-0.11935799,-3.695485,-1.3652295
Subject_50,-0.3610618,0.20335153,0.8976118
Subject_51,0.8676029,-1.1467034,0.6454802
Subject_52,0.21897776,-0.8264803,-1.0929585
Subject_53,0.76381993,-0.050710063,-1.8000165
Subject_54,0.733758,0.499656,-1.3436849
Subject_55,-1.3959184,-0.08830079,2.6563737
Subject_56,-0.18652853,0.11713868,1.5097094
Subject_57,0.6606041,0.113556035,-2.3848238
Subject_58,0.13994102,-0.37712497,1.4795496
Subject_59,1.2618728,0.2001263,-1.7872734
Subject_60,-1.4102782,2.2269433,0.5831174
Subject_61,-1.1211601,-0.95070815,1.5335826
Subject_62,-1.0684294,-0.002812316,-0.55410206
Subject_63,0.6274558,-0.0548465,-1.616705
Subject_64,0.04506623,-0.27018666,-0.37304845
Subject_65,-0.56972045,-0.046933547,0.4154714
Subject_66,0.06106176,0.35930339,1.5625594
Subject_67,0.09364812,-1.7091024,-1.2386508
Subject_68,0.208382,-0.0923088,-0.1754444
Subject_69,-1.1959554,0.12449381,-0.3146725
Subject_70,0.033028662,0.18881078,1.1231712
Subject_71,0.6079748,0.25766486,-0.50286126
Subject_72,-0.18114692,-0.36497167,1.3813443
Subject_73,0.8923442,0.17728886,1.5930396
Subject_74,-1.34245,-0.073084615,-0.4339681
Subject_75,-0.14083277,-0.91259605,1.4113401
Subject_76,-0.37953168,-1.0371175,2.7600498
Subject_77,-1.3371356,-1.0215535,1.2330475
Subject_78,0.1677806,-0.9312213,1.6317621
Subject_79,0.76819503,0.32119435,-2.9631991
Subject_80,-0.5692431,-0.19873665,1.2909617
Subject_81,1.600091,0.052909873,-0.9300206
Subject_82,0.34345144,0.9273515,-1.9555597
Subject_83,1.3764107,-2.473547,-3.1579838
Subject_84,-0.71479404,-0.10624777,0.28097907
Subject_85,0.72425395,-0.81276774,0.980975
Subject_86,-1.1845124,0.44180238,1.382908
