Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Subject_0,0.07872175,-0.46322006,-1.0532305,0.02426102,-1.4178774,-0.9556171,1.5137198,-1.5727462,-0.25465196,0.6961399,-0.72025466,-0.5333507,-1.3612313,1.1437839,-0.22917604,-1.0887154,-1.430418,0.53541553,1.043339,0.423741
Subject_1,-0.96237326,1.5074594,0.6307942,0.3496311,2.380391,0.3568237,-0.15687999,0.752816,1.180043,-0.40469977,0.22749439,-0.13474135,-1.725361,0.074222386,-1.588525,0.74364865,-0.95574737,0.48649395,0.05553871,0.27304265
Subject_2,1.0177943,-0.12941593,-0.08715611,0.10845758,-1.1616229,-0.41977182,-0.5987604,-0.300251,0.90957034,-0.18372697,0.13593976,0.63273996,-0.552543,0.83519953,0.4863526,-1.1468722,-0.4359338,0.18716154,0.42290524,-0.53890336
Subject_3,-0.49718288,-0.65877193,-1.2453018,-0.1109358,-0.27820182,-0.30923378,-0.44663945,-0.47014013,0.7572929,1.1455725,0.066338055,-0.08471335,0.34324813,0.5178564,1.7159154,-0.11601821,0.9392908,0.923284,0.50093347,0.26082706
Subject_4,0.4062183,1.116095,0.31199002,-0.22545932,0.9630858,0.10243646,0.23220776,2.7836034,-0.38002002,-0.9257493,0.6455531,-0.98436093,0.7080591,-0.5613483,0.87960935,-0.3551902,-1.0127875,0.68874985,-0.86647755,-1.7266616
Subject_5,-1.3478805,-1.3832052,0.9416932,1.0345583,0.25466102,0.2142246,1.3210508,-0.32278892,-0.807226,-0.36288974,0.5673557,-0.7762208,-2.3345778,0.6196956,-0.8531096,1.003658,-0.14873561,-0.24567476,1.1335309,-0.8647568
Subject_6,-1.215574,0.17658666,0.038995508,0.30723086,0.6918965,1.9533348,0.67966384,0.88147306,0.678104,-0.28614157,2.0700982,0.7614391,-0.8129185,-0.8749488,-0.55699,1.4179254,-0.2343298,-0.7973786,1.9536805,-1.4332554
Subject_7,-0.0017680838,0.68933094,0.35340205,-1.1746155,-1.0757304,-0.58611584,0.52111477,-0.41308072,1.4333498,1.2641,0.4263182,-2.3264794,-0.3958672,0.8725286,-0.40985522,0.5653352,0.42570338,-0.9945509,0.24492581,0.9356656
Subject_8,0.92213684,-0.49469897,-1.084542,-0.1890352,1.5024003,0.9894918,-1.5912676,-0.22279194,-1.3124838,-0.3818901,0.47887647,0.51002073,0.89393985,-0.5978014,-0.55144924,1.423858,-0.485864,1.5121965,-0.20138317,0.7369235
Subject_9,0.5962596,0.9535211,0.36036918,-1.4339666,-1.093469,1.8010068,1.0118957,0.76600033,0.036129434,0.5170244,0.67511916,0.17387731,-0.22218008,-0.7236502,0.9884536,0.9628513,0.15571041,0.52045757,0.46116143,-0.33048943
Subject_10,0.2665163,-0.37312362,0.8434168,-0.67381585,0.98193467,-0.24633452,1.7855259,-0.019136457,1.266351,-1.0637554,0.23926717,0.14957647,0.6842236,-0.24771696,-1.9876409,-0.614746,0.40586817,-0.7981272,-1.0963584,-0.97393274
Subject_11,1.4245293,0.037493896,0.7377956,-1.6886678,0.40752253,0.13700902,-0.796735,0.9030647,-0.66368175,-0.78184265,-0.8497624,-1.2940196,1.007415,0.042440765,1.095903,-0.32099313,1.3919942,0.57290703,-0.5275148,-0.5472666
Subject_12,0.419577,0.016349256,0.9577331,0.095337436,0.93730134,1.1732372,-0.34297267,0.3656578,-2.9114177,1.5041577,1.4250094,-0.82560116,-1.2213229,0.41935137,-0.69197226,0.88486516,-1.7905858,-2.078717,-0.25941342,1.046047
Subject_13,-0.82363135,-0.82043743,-1.1963385,0.86879,-0.84857947,-1.7610395,-1.5067081,-0.87605643,-0.8035466,-0.45921507,-1.0316899,0.53405535,0.9110336,1.2355549,0.34299845,-1.5588328,1.5266274,1.5098301,0.42196122,-0.4153938
