Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.102552,0.5921416,-1.4209434
Subject_2,-0.4251415,-1.2196257,-2.1655052
Subject_3,0.064807594,-1.378465,-2.177063
Subject_4,-1.2164315,-1.1738902,-0.4544532
Subject_5,1.0229664,0.8465373,0.5970767
Subject_6,-1.4878485,0.0215173,1.109413
Subject_7,0.956024,0.71647006,0.4923446
Subject_8,-0.013584797,-0.37957963,-1.0189795
Subject_9,-0.21390821,-1.1355827,1.6312928
Subject_10,-0.978866,0.6528955,-0.64842147
Subject_11,1.0704403,0.79855657,0.16290674
Subject_12,0.9442808,1.0607791,1.502595
Subject_13,1.0244257,0.9500912,-0.9259841
Subject_14,0.41638547,0.9607531,-1.064051
Subject_15,-0.42569375,0.17913859,-0.6754405
Subject_16,-0.049114235,-1.7856051,-0.962114
Subject_17,0.40879798,0.45987937,0.5461257
Subject_18,-0.76973665,-0.76442885,1.0809021
Subject_19,0.011711971,-0.1586847,-0.08383615
Subject_20,-0.7461388,1.1414032,-1.018035
Subject_21,-0.70449424,-0.7524507,1.1899176
Subject_22,-0.9154313,-1.1527419,0.546951
Subject_23,-0.56144625,-0.6420002,-0.49466366
Subject_24,0.69910496,0.6768621,-0.777476
Subject_25,-2.5608826,0.9768447,-0.2119695
Subject_26,0.093138084,-1.045965,-1.1150614
Subject_27,1.239119,0.35909337,0.5461669
Subject_28,-1.0031247,-0.65403116,-1.4894918
Subject_29,1.4837049,-0.25001714,-1.4769917
Subject_30,-0.31087732,0.59128577,0.7226211
Subject_31,-0.110558376,-0.42994878,-0.8136806
Subject_32,-2.1850452,0.82061595,-0.90590733
Subject_33,0.19129983,-3.054217,0.053133152
Subject_34,-1.0341579,-1.2249484,0.41169098
Subject_35,0.2958514,-1.0549992,0.6818827
Subject_36,-1.8636711,-0.6518741,-0.3743111
Subject_37,-0.69508034,0.3202974,1.0338494
Subject_38,-1.3474792,1.1368753,-0.37590852
Subject_39,0.6502743,1.0530279,-0.07758225
Subject_40,-0.34968093,-0.061639763,0.37415588
Subject_41,0.62766075,0.41069293,-0.046116415
Subject_42,1.2447407,1.3743134,0.8033205
Subject_43,0.6206234,0.90011364,0.020293761
Subject_44,0.7427778,-2.228068,-1.1108512
Subject_45,0.027960181,0.7756234,-0.08592925
Subject_46,-0.47494218,1.4686645,0.69407046
Subject_47,0.14711009,-0.3236214,-1.306775
Subject_48,0.8703066,0.3122146,0.32060125
Subject_49,-2.0147066,0.19477919,-0.5064498
Subject_50,2.0402653,0.0185844,-0.45503175
Subject_51,-0.28658953,-0.25866684,-0.7159049
Subject_52,-1.1817188,-0.99214053,0.69119644
Subject_53,-0.50276035,-0.90592885,-0.5818018
Subject_54,-0.70547163,-0.23332587,-0.5912518
Subject_55,-0.41350964,1.6245068,1.6794369
Subject_56,-0.704163,-0.9242569,-0.75017124
Subject_57,-0.78325963,0.23542766,-0.4645274
Subject_58,0.7265602,2.580097,-0.55196065
Subject_59,-0.28480214,-0.027091281,-0.34276873
Subject_60,-0.43996808,-0.5192163,-2.038403
Subject_61,-2.2946122,-0.08506744,0.9999414
Subject_62,-1.5839273,0.562721,0.027791508
Subject_63,-0.10642136,0.45984885,-0.58073133
Subject_64,0.16481188,2.08096,-0.790295
Subject_65,1.7599679,1.5252259,-0.07129595
Subject_66,-0.6720738,0.41445494,1.5089198
Subject_67,-1.006818,0.75105846,-0.08293884
Subject_68,0.6136918,-1.6933299,0.38508785
Subject_69,0.2705806,-2.2700489,1.189547
Subject_70,1.0130315,-0.059587218,0.37505677
Subject_71,2.2549434,-0.037965134,-1.4950287
Subject_72,0.9032174,1.7373055,-0.98728496
Subject_73,-1.0217493,1.4002347,1.0712115
Subject_74,-1.0948019,1.0869426,-1.0474588
Subject_75,-0.3269045,1.5675572,-0.005582247
Subject_76,-0.50669444,0.98854065,-1.3603604
Subject_77,-0.9370998,1.6604738,0.70374024
Subject_78,1.5732514,-0.34900558,0.9562589
Subject_79,1.4013137,-1.9155883,0.8940028
Subject_80,-0.23291214,2.4646873,0.15014406
Subject_81,-1.6856716,0.20429759,-0.29587287
Subject_82,0.89624196,-1.0170217,-0.6190482
Subject_83,1.7320176,-1.3895606,-0.92482466
Subject_84,0.71642053,-0.2114268,-0.2486607
Subject_85,1.1071627,1.0428122,-1.4791803
Subject_86,0.57054275,-1.3767519,-0.5061274
