Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-1.2276267,-0.24556156,0.15660624
Subject_2,0.9127752,-2.6675098,-1.4497306
Subject_3,-0.07130759,1.6365197,-0.43586212
Subject_4,0.61570996,1.5780389,0.5170911
Subject_5,-0.29665995,-1.3003491,-0.37638816
Subject_6,0.45899558,-1.068434,-0.007474115
Subject_7,-2.1787758,-0.96509665,-1.4487594
Subject_8,0.95953166,-0.90985453,-0.16110797
Subject_9,-0.322671,0.16502981,1.8937362
Subject_10,0.95233697,-2.2567306,0.42465836
Subject_11,-0.60053307,-1.208447,-0.61803746
Subject_12,0.6269335,-1.3758843,-0.33571917
Subject_13,0.7378287,-1.0232387,1.0429105
Subject_14,0.23798478,1.5856006,0.24218932
Subject_15,0.3696384,-0.07106592,1.6218379
Subject_16,-0.78988695,-1.7919939,-0.8410536
Subject_17,-2.3856616,1.7710959,1.1305002
Subject_18,0.5398571,0.6371104,-0.10815023
Subject_19,0.47007197,-0.71107364,-0.6305331
Subject_20,-0.25587887,-1.5556065,1.9243938
Subject_21,0.3583564,-0.95998883,1.4921464
Subject_22,0.019974168,0.38901213,-1.5257478
Subject_23,-0.27848822,0.90496826,-0.5536896
Subject_24,-0.67383254,1.7185317,-0.55202407
Subject_25,-1.4943815,0.99577475,-0.1414662
Subject_26,-0.6494985,-0.82886976,0.5503842
Subject_27,-0.7160286,-0.47454798,0.45474723
Subject_28,1.2742931,-2.142153,2.0781622
Subject_29,0.032071188,1.5526931,-0.60788834
Subject_30,-2.568976,-1.7551359,1.6244483
Subject_31,0.10934342,0.87132967,-0.38393697
Subject_32,1.2646844,-1.6197333,0.9341676
Subject_33,-1.6357297,1.5477546,-0.12342372
Subject_34,-0.3772982,1.1239319,-0.5341435
Subject_35,0.42139396,-0.84234595,0.43458226
Subject_36,0.19773993,-1.0805938,-0.66779804
Subject_37,1.8143983,-1.2634747,0.43797827
Subject_38,-0.2400699,0.3855736,-3.0616412
Subject_39,-0.25358462,0.44434616,-1.0279135
Subject_40,-1.3138194,-1.2546153,0.65824467
Subject_41,0.12528268,0.52247405,0.4257188
Subject_42,-2.4093387,-0.8986139,-1.5685401
Subject_43,-0.43433568,-1.6799632,0.26039928
Subject_44,0.89865357,-0.41225657,0.6116962
Subject_45,-0.6739097,0.381714,-0.86197615
Subject_46,-0.09512878,-1.5187536,0.6751425
Subject_47,-0.6083833,0.7095995,-0.7552834
Subject_48,0.41391098,-0.07276524,-0.012893509
Subject_49,-1.2445295,-1.17461,0.9736372
Subject_50,0.60800755,-0.22187398,0.5097115
Subject_51,0.62880665,1.0560118,-0.8071254
Subject_52,0.5125964,0.9547896,-0.20020008
Subject_53,0.030607212,0.9988139,-0.40908164
Subject_54,0.057162724,0.65895784,-0.18963265
Subject_55,2.5157673,-1.4290751,0.66994745
Subject_56,1.2572556,-0.07037563,-0.6161461
Subject_57,0.48406515,0.30729225,0.80773264
Subject_58,1.5874358,-1.281924,0.82851374
Subject_59,0.20811948,-1.1480756,-0.02493223
Subject_60,-0.96659535,1.0328702,-0.049379453
Subject_61,0.4920862,0.49787283,-1.010131
Subject_62,1.3570856,0.84445906,0.6430247
Subject_63,-0.30240065,0.9757182,-0.98098063
Subject_64,0.18205038,-1.9759071,-0.4718894
Subject_65,-0.04997742,-0.5279946,1.2431763
Subject_66,0.1512914,0.6728708,1.642538
Subject_67,1.3108839,-0.7495987,-0.57722473
Subject_68,-0.8655532,2.5742955,0.19781917
Subject_69,-0.7501384,-1.2410985,-0.47132924
Subject_70,-0.2929927,-0.4572291,-1.1638235
Subject_71,1.3625344,-0.012033421,-1.2372998
Subject_72,-1.542683,-1.3750279,0.36082998
Subject_73,1.2574033,0.80020016,-0.9041086
Subject_74,0.4772446,0.63919425,1.1674219
Subject_75,0.18153074,-1.1681538,-2.365118
Subject_76,0.51160413,-1.2461746,-0.5707872
Subject_77,-0.8149899,-1.1817704,-0.5655371
Subject_78,1.4496393,0.4039752,0.6163861
Subject_79,1.8054363,2.2129102,-0.7345088
Subject_80,1.1429958,-1.8097962,-0.9167919
Subject_81,0.68235195,0.54629636,0.36957785
Subject_82,-0.9425399,-0.63200897,0.47035497
Subject_83,-2.1545045,2.977328,-0.34517422
Subject_84,0.21306339,0.7450045,-1.8105038
Subject_85,-0.15135096,-1.7532495,-0.102050364
Subject_86,-1.0105758,0.3986968,-1.2858834
