Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Subject_0,-0.2697803,-1.2463791,-0.2122462,0.5183466,-0.819581,0.6189306,-0.9448594,-0.7476247,1.9296885,0.35025275,-0.38133273,0.5107199,-1.4287179,-0.6579167,0.7245042,0.99344736,-0.6752977,1.2907872,0.10347069,-0.63475305,1.3678555,-1.0587993,0.9158994,-0.37990412,-0.80913836,-0.29783016,0.6957079,1.0207084,0.32095194,0.06251431,0.39886025,-0.98986614,-0.85011816,-1.0575116,1.1034219,0.8616925,0.0464077,0.8226174,0.5541638,0.5433497,0.1905436,0.90511614,-0.52442515,1.7879027,0.7725835,1.0799738,-0.25773984,-1.5405713,-0.6356588,-0.011119068
Subject_1,-0.30278492,0.44174185,-0.6162921,0.87874734,1.5630375,-0.37255847,2.344983,1.4769418,-0.8681962,-0.8367586,-0.14172389,0.65626127,0.60152,-0.1296529,1.660241,-1.2395124,1.5501604,-0.24366413,-0.8038585,1.2137799,1.693324,0.38580987,0.053103033,-0.9820488,-0.26354298,0.26689667,0.9731085,-0.66086555,0.6597159,-0.9295248,0.38378426,-0.59790236,0.56811404,-0.1081683,-0.8841375,-0.70687926,-1.2139182,-0.8933159,-1.3891907,0.7996496,0.3011517,1.2117875,-1.6730859,-0.6261645,-0.11784779,-1.1392969,0.12910323,1.6139964,1.1296049,1.5613503
Subject_2,-0.19196762,0.91776174,1.2421019,-0.12096336,1.1985655,-0.52645427,-0.9027759,0.60475427,0.18819411,-0.49183378,0.076067284,-0.6578009,-0.45830444,-0.6349113,-0.569375,1.0201216,1.6889857,0.5755225,-0.5265756,-0.38794303,0.5907991,-0.54593474,-1.0502437,0.766141,-0.5445144,-0.13933438,-0.59404045,-1.1217468,-0.9284437,1.2009933,0.30415392,0.16003557,-0.9257082,-0.29651454,1.1425173,0.97343147,0.41805565,0.6143348,0.42070323,-0.76675195,-0.94362265,0.41809776,0.25719032,0.53627336,0.6556975,0.79082537,0.22844017,-1.1054958,-0.16704407,0.69457304
Subject_3,-1.1547401,0.39152467,0.7916848,0.33710703,-0.22564743,-0.5334605,0.0643913,-1.2753512,-0.6186715,-0.25006258,0.97080547,0.41674408,-0.32299846,0.3507843,0.07204932,0.24940662,0.25812855,0.5852576,-0.91393626,-1.2515143,-0.44190043,-1.0845402,1.5884672,0.117290065,-0.6465196,0.7150211,-0.6432624,0.68191576,0.3027075,-0.20612311,-1.1175485,-1.8201183,0.19234648,-1.0074286,1.020056,-0.3192172,1.5035003,0.22884937,1.0227388,-0.5071204,1.2842453,-0.7259577,1.2942533,1.1912931,0.48721835,0.13698548,0.09437925,-0.15461622,-0.8487046,-0.65561205
Subject_4,0.06175385,0.315857,-0.49697378,0.34822252,-0.6789878,-0.71487594,0.012390047,0.08288918,0.6176609,1.8775809,-1.1981899,0.6231023,1.6205006,-0.54698396,0.4983289,0.6155271,1.8506238,-1.9677954,-1.1723157,-0.5597963,-0.2628582,1.2086817,-1.2887853,0.8718754,0.36974546,-0.22595742,0.97862977,0.41029102,1.557294,-0.7303712,-0.42899942,0.92863065,-0.043754723,0.36918294,-1.9513285,0.41713697,0.6496799,-0.9497243,-1.0534792,-0.54391056,-1.2591543,0.415289,1.6363125,-0.9720825,0.3184059,-1.1972082,1.0386281,-1.0100317,-0.7237848,0.16135862
Subject_5,0.20466462,-1.2530743,-1.2361318,0.4375114,-0.84657663,-1.1989323,0.92772394,2.1476898,-1.1680218,-1.0168201,-1.2053734,0.70115703,-0.6813683,-0.88312566,0.9883998,-0.6570712,0.109206274,-0.09013132,0.70237017,-0.13577595,1.7886295,0.64099026,-0.27285284,-1.296582,1.1895182,0.2161925,-0.3745443,-0.051193867,-1.0504136,1.334501,0.8513719,0.44493696,0.6996431,-0.48196593,0.37163818,-0.64062405,-1.3129416,0.24764131,1.1005716,0.81096995,0.24113286,0.38340482,-0.24095847,0.5243982,-0.3854616,-2.124326,0.19611567,-1.1396211,0.8338836,-0.92062306
Subject_6,0.84345263,-0.81689453,0.7639002,0.51246643,0.244357,0.42659396,1.088871,1.8660558,-0.7180837,-1.1987036,1.638308,-0.2582969,1.2229683,2.0923245,-0.7481729,-1.2865531,1.0392047,-1.2454196,0.41317794,-0.86686355,0.40068817,1.5199412,-0.34539902,-0.15623362,1.4610157,-0.47785902,0.3932142,0.43637237,-0.9477948,1.6278683,-0.064668305,-0.5907602,1.3841798,-0.29510576,1.5172911,-0.4716693,-1.2392982,-0.16019948,0.40937287,0.73237306,0.45364273,1.3314515,-0.269515,0.05929375,-1.7879874,-1.2700679,1.6398611,0.1107277,0.86007893,-0.912005
Subject_7,0.59590065,-0.16272523,-2.7075424,-1.2367343,0.83824426,-1.1649928,-0.87453145,-0.9927283,-0.19057292,-0.6824301,0.31135666,1.8972037,-0.21969175,0.49815404,0.15788184,-0.29835817,-0.012251081,-0.44545537,-0.94441426,0.0563119,0.16228996,0.6321237,0.3942556,0.1958123,-0.41206878,1.2018471,1.0997951,0.5674641,-0.6355912,-0.44489366,-0.115010746,-0.94041455,0.21311408,-0.16932444,1.302947,-1.0555044,-0.2867519,0.8007472,0.039527513,0.4309316,0.975067,-0.69101614,-0.44730845,0.97361916,0.8643932,0.898763,0.44905326,-0.18449679,1.2190831,0.56366414
Subject_8,-1.3064526,1.168721,0.012465622,-0.8255701,0.21770354,-0.13766548,1.1075422,-0.5145014,-0.25707504,0.96656454,0.87593937,-0.38690606,0.61552113,-0.54932666,1.2274624,0.6995715,-1.3052794,0.64151734,-0.6754008,0.69405717,-0.6300747,-2.143325,-2.2491665,0.5855513,0.8813229,-1.3681033,-0.8711741,-0.4943272,1.1673138,-0.43778077,-1.0904908,-1.244207,1.4480441,-0.11017553,-0.15693222,0.6137777,-0.011965369,0.26925585,0.8228786,0.013196075,-0.81587183,0.6663445,-0.79723936,-1.0391514,-1.0189284,-0.2385105,0.3417584,1.5205289,-0.4507271,0.9598257
Subject_9,-0.8615345,-0.8734493,-0.97881365,-0.7619325,1.5757378,-1.5613234,-1.1280086,-0.3290242,0.65470064,0.8334088,0.7684103,-0.42741495,1.3726449,1.1527885,0.71071446,-0.13326329,0.8081726,-1.3797872,0.058233254,-0.8598299,0.06682089,-1.0270885,0.2487895,1.194615,0.5938625,-0.6573288,0.78182614,0.14239511,-0.7252247,-1.1766055,1.6041732,-0.4953038,0.7288493,-0.6281934,0.31857497,-0.41095626,0.15375987,0.09385656,-0.051960755,-1.1939971,0.5726823,-0.83954793,1.1822045,-0.25192013,-1.6922809,0.5531577,0.63984036,-0.3837889,0.7270752,-0.6848232
