Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
Subject_1,-17.468619511600828,15.997785844995393,-4.69687720829407,5.07030447019536,3.258627529578854
Subject_2,37.2574176298822,20.319172345552932,3.8418794114458543,-8.825247285156586,3.0396023878513483
Subject_3,-14.165470005737319,4.907256660969821,-7.329917261129342,6.47528473062453,1.714538513061696
Subject_4,-18.258368946218702,-8.949050298687833,-9.440716475427468,-3.0672634848434672,-9.643903708219352
Subject_5,17.769317933325112,-19.80550734818744,-9.65401584517247,12.343253803292745,9.69336120439228
Subject_6,20.700490986613016,13.302221353005297,-3.5830171156462325,4.999964197282212,-9.066860033422849
Subject_7,39.32296111509263,-6.71380040869314,-15.398355260306955,-3.71823182285119,-13.998689256884195
Subject_8,11.114570023737818,-4.7595201516623025,5.159225768752208,10.944565485884914,2.991626650238977
Subject_9,2.273750470874569,-10.454727673897104,16.575086996761247,-22.92241671135787,-11.856291154354162
Subject_10,20.45593424622803,-18.665209281182147,-15.916692985676544,4.837245291166091,4.007246014440827
Subject_11,25.744461015079953,15.938339800822275,8.965049987503022,-7.996401901231237,29.61825466125799
Subject_12,-3.4403475893947406,-21.650842007061964,12.00664541528372,6.033874263142471,5.6343942435272885
Subject_13,26.75968573093666,1.0198916577646808,9.44088895341233,4.9389245020757295,-15.880909332033792
Subject_14,-47.73181538168105,-1.2032974652213342,6.252092325150907,-7.837923379557994,-4.804249587321656
Subject_15,-10.746946999669982,-1.1711385939325967,-9.582870572958278,-2.272936029571838,6.431538981887207
Subject_16,52.652010160271644,4.774151532272466,-3.9787396004158837,12.576624991843588,-4.18792800139113
Subject_17,-2.8929549409607316,1.6344890695735363,-7.1459958207270535,-11.626479194666935,10.836888821405347
Subject_18,-43.548332364113186,6.542554925737102,-9.580641108167345,-3.7506237097949944,7.4842851558116275
Subject_19,-0.5236050261197102,-1.4528310963958506,7.218840982401345,1.2694094216341738,1.6309717296292086
Subject_20,37.81656543175343,-18.53537800699178,19.927017061588657,-1.9072104211376188,-7.863135072257685
Subject_21,6.097982395602344,1.3026317528898304,3.940957863788637,-5.64290432705619,11.479011994717467
Subject_22,-35.091676914897135,-9.312713974267453,-5.694975125654893,-8.858505118021078,5.785369841747344
Subject_23,-10.308262469310385,-3.300420294093461,-0.38548920434010053,2.141175935926982,16.584225807351544
Subject_24,-5.028852595258551,6.495512962062034,7.847994857620792,-6.0320687964995825,-7.353460962550168
Subject_25,2.0612500690981683,1.5865479625809453,4.388602459357117,4.573446106978218,7.141862863254895
Subject_26,-30.21583107578757,-9.878179770165056,-0.8191596679561003,-6.093717759223708,3.2164698856835687
Subject_27,-16.782232214571522,5.480080669246634,-12.471473362164044,16.200364942907598,-10.995584071934003
Subject_28,9.32442110236496,7.625237899469615,-0.9474465969237185,3.8245849345936676,-6.677558292089197
Subject_29,-33.799413544089155,4.145876334080423,1.4781594098046411,0.3701211871854827,11.300037906171857
Subject_30,12.824376644257969,12.7342054288986,-8.748948762064504,-7.836270031972665,5.563531477175733
Subject_31,-18.60221384368006,-5.940358431800253,-6.51973832040905,-6.859276046983469,3.4071259541863435
Subject_32,38.98316072049576,-32.98272924059371,-12.859450993921,-7.03230979906312,0.6663457482355446
Subject_33,-35.149362822635744,0.4887597194755074,-8.572656337089748,5.08499879472783,-15.99517687613617
Subject_34,-49.18714411053101,17.96303038535558,-14.326436474777164,7.689633317457941,8.083376329765812
Subject_35,24.063002101322844,15.54335412810687,-16.544659169137116,1.8632584754244488,1.7689888124148112
Subject_36,13.962576859397451,-10.780987488824541,15.17404391780716,24.375572924718167,12.867104191342085
Subject_37,-2.5511327942157243,10.294186026443606,-5.278524237174205,7.911469198482783,-9.067496151609712
Subject_38,8.338592285083648,-0.08256686689964779,29.574437867873048,-2.796632752143545,6.440609782439178
Subject_39,27.21663676783426,-6.384977069385199,13.454284163740741,-16.973895603177834,-3.0251509719899703
Subject_40,-23.07703920215249,-12.299188926356976,0.2794680679768795,8.343353849507276,2.9700284671835124
Subject_41,-14.613646237163078,9.236397621926265,6.966554143370146,-1.2387541874425025,-11.327586971047376
Subject_42,19.41602878023203,-10.45105267195756,5.587345528855422,-16.113547788533342,-11.31391457362319
Subject_43,18.890395047874073,21.376575978107166,-13.997488026080303,7.291753730044383,-7.614974968951024
Subject_44,-5.123205079101375,-4.665212929774522,-16.05937627348704,2.5759610839193208,6.176368881396469
Subject_45,29.93864969156968,-2.0543480674687853,-0.6820669225141038,14.488784219326297,-21.774867690607273
Subject_46,-4.2084098351133195,-0.4512930220835185,11.6180750755551,-1.2893394241824716,-4.996828162274059
Subject_47,11.329536334717217,1.6522602686475985,14.364983410665248,23.1421863855647,-2.3812973525347694
Subject_48,-10.296115054395887,-4.174264688775127,10.062671500466442,3.9965751361820745,-8.287549373902607
Subject_49,0.0798939803034915,16.555135950531206,-1.3590770806539123,-2.3752520577169034,9.605399216580347
Subject_50,35.478095265743306,9.057814359881764,1.6223606805345407,-8.069675077428297,12.946890160572588
Subject_51,-41.528351270736145,-12.547409616163824,-5.539842325214348,2.2560921583442735,-0.7138221239087853
Subject_52,-19.660968343440885,-0.18473040172788668,-12.83153862204828,9.961609903578692,-7.202120555106051
Subject_53,-34.113040612443015,-3.7613897062957418,-13.113035602295016,-11.312218444925966,-0.6740111104763368
Subject_54,19.744545573125844,-6.295170852080246,-0.7803470683338819,1.4419447019374778,-11.318558156351424
Subject_55,15.384472338145375,18.9582371709721,32.79045604014937,-6.258314678767024,5.870891192548953
Subject_56,-11.731367471258586,-7.619558333392114,6.466327897434333,-7.277003982878482,1.6666718940246807
Subject_57,7.705497293406595,-30.547361780499923,-6.4526906338855605,-8.051886097638807,8.669801183393254
Subject_58,39.845075558994225,-12.467718718734622,6.72211450386341,-6.296913874534283,8.219221841921598
Subject_59,18.007596250681008,26.651238057791822,19.76725518350551,-6.477953133182753,-4.620523757423735
Subject_60,5.147981966121665,-9.006140535284084,7.896573084369702,-9.0831024435875,-0.04118815822423897
Subject_61,-33.239839407649306,5.025719741989927,15.448026599250186,-1.4527463116031385,-11.113815461850153
Subject_62,-35.34256015561511,16.05718463765375,-1.6788437341935962,-7.702301168047756,-7.198105476943568
Subject_63,-13.912574116794277,39.57524754063662,8.53226063816627,-2.558602075643006,-2.7026511524197834
Subject_64,76.08850358477609,20.066932104860243,-9.2815422725633,5.330810759518378,16.764166481280814
Subject_65,-4.60844308484491,11.018079284767168,-12.787247085825005,15.594793975339863,9.834855121165063
Subject_66,-0.653718661615216,10.400043089563809,-16.931932660958275,12.81751913490673,-18.749083634392314
Subject_67,34.26863488874178,-3.8236585852785665,-14.033624452374443,-0.2463523087170445,16.633535838733014
Subject_68,-54.95940921063062,3.7940289807417367,10.935239637358247,-5.029200578012567,-0.279350019674724
Subject_69,-48.5232960184279,-6.785634387012143,-7.241610924756881,-11.71812858153354,1.0846387573899239
Subject_70,25.190835909822535,-8.393501672805442,-7.664869660533202,-5.708163304603103,-1.6509109594583442
Subject_71,22.47863706216905,11.282584856747222,-17.374402889925186,10.773605050890007,3.9057066083697976
Subject_72,21.088081342964344,-2.464484140309671,-9.845673514724576,-12.961865625752528,19.80129457041592
Subject_73,-11.688099411665196,-1.449652380426395,2.67206037458642,-8.59580331354612,-3.20178230500607
