Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Subject_0,1.022876,0.1727435,-1.3025632,1.4227444,-1.388688,-0.64434665,-0.9188498,1.257324,-1.4595139,-0.47702247,0.82444435,-0.9823908,0.104714535,0.9618862,-0.6286583,0.7455888,0.90449435,0.6085014,1.227421,0.45491752,0.10093632,0.75314075,0.6864808,-0.7981272,0.71399856,-0.3662019,0.7676555,1.4212139,-0.42626232,1.5667722,-0.805348,-0.6037378,0.99493885,-0.71082497,-1.4493744,-1.2635148,-0.85461164,0.28941616,0.8870046,0.015568298,0.14834432,-0.42707554,-0.34082797,-0.76590294,0.31286556,0.8641734,1.0018983,-0.84277266,-0.93189454,0.59751934
Subject_1,-0.8352757,0.57972527,0.7998472,-0.09851389,0.1096177,1.4196723,-1.1404759,0.24670564,-1.5119729,-1.3284624,-0.20858274,-0.18125351,0.27087134,-1.0485032,0.5109975,-1.4494046,1.2261785,-1.4562926,-0.7664281,0.6655807,1.8528401,-0.37561774,0.23220488,0.6404746,0.33500472,0.6437075,-0.35215798,0.084751345,-0.5842567,-0.95543516,0.9165282,0.15214387,-1.4001101,0.34328565,0.90134424,0.5694888,0.7249622,-0.19265202,-1.2916749,1.0169854,-0.7094936,0.08474916,-0.23007356,0.14683644,0.68236923,-1.451006,-0.9387625,-0.3261528,2.2923515,0.7358447
Subject_2,-0.27100238,-0.22739293,0.67569613,0.7711878,-0.2352145,-0.55911756,-0.42727476,-0.6639447,-0.5307999,0.35718474,0.6978796,-0.13747364,-0.8614957,-0.9293436,0.40220726,0.23585264,-0.43910274,-1.6414803,-0.5046005,1.1063623,-0.5008901,-0.56048167,-0.49859574,-0.35247535,-0.42818815,1.0633991,-1.2916687,0.91112405,-0.5372556,1.4561101,-1.132132,1.8048463,-0.25741786,-0.53411824,-0.04056918,-0.3388145,-0.24739641,-0.19750285,1.3804874,0.35940367,0.5478277,1.0509228,0.25281754,-0.20738716,-1.0464085,0.5625012,0.22738491,-0.69659686,-0.87890583,-0.66608447
Subject_3,1.0585097,-0.8261629,-0.909801,0.66141886,-1.5692563,-0.23278189,0.98835087,-1.1771637,0.45746484,0.8546101,0.5128388,-1.1333895,-0.6839494,0.62041813,-0.22170444,-0.4188705,-0.46206725,-0.17591606,-0.22373365,-0.50379384,-1.6382991,-0.54421556,0.7621433,-0.6815597,0.82319856,-0.938959,0.026252363,0.6505207,-1.0998999,0.5368678,-0.00039248582,-1.3740437,-0.56203824,0.049402818,0.26259494,-0.27173674,-1.2854066,0.044282526,-0.18309096,0.6689676,-0.37765333,0.84570664,-0.8095215,-0.96709406,0.67717075,1.0947462,0.94529647,-0.6920437,-0.01626481,0.21388504
Subject_4,0.83230275,-0.9369832,1.57396,-2.054244,1.0105762,-0.22899055,-0.39744532,0.24161252,0.43511328,-1.0165305,0.59955204,1.5805678,0.065526456,1.0013481,-1.6265197,-1.3992829,-0.019313388,-1.7631787,-0.61931276,1.8451816,-1.2356831,-1.148291,-0.8873684,0.71997553,-1.5927163,-0.66914326,-0.17994787,-0.75308883,0.8738456,-0.5966884,0.45238364,1.0964422,1.4222922,0.26871365,-0.40080675,1.539027,-0.0592943,0.9930469,0.34083113,0.5576864,-1.0661103,0.6483876,0.4575999,0.34422538,1.1272709,-0.614988,0.49318814,0.315147,0.10706277,0.99276495
Subject_5,-1.0496148,0.7915956,-0.057694048,-0.2873539,0.3878951,1.2192737,-0.49352103,0.80058587,-1.8119968,0.6133065,-0.4457754,1.0408225,0.24459262,-1.3148097,1.073686,-1.5683423,0.79109174,-0.15744421,1.2079657,1.2245626,0.8998961,0.8774443,0.73793346,1.847298,0.0631818,-0.8797095,-1.1109078,1.0413115,0.6428649,1.2380488,-0.3830917,-0.724664,0.7396224,0.71345454,-0.69478977,-0.4351286,-0.38347474,-0.15983516,-0.81462306,0.39601132,0.9040607,-1.3315184,1.321897,-0.13294825,-0.75458133,1.2042505,-0.9750873,1.3644118,1.0302361,0.4750467
Subject_6,-0.01495146,-1.0864149,-1.8874778,-0.9375641,0.17321673,1.6172955,-0.78816414,-0.26493102,-0.3422845,-0.3273462,-1.7268295,1.0432742,0.68267834,-0.19502172,1.1640514,-0.114985995,-1.0912273,-0.77374077,0.45255077,1.8212166,0.53689027,0.70849144,1.1314307,0.6713244,-1.2048118,-0.9170485,0.12267751,-1.1081508,-0.90789217,0.9763629,-0.46790546,0.43052953,-1.4672672,2.3526988,1.4615453,1.1136293,-1.3017235,-0.57818186,-0.9052995,1.2135053,1.2355958,0.25105023,1.3702341,0.82314104,-0.8512884,0.60780686,-0.7895589,1.2202699,0.9015879,-0.9221628
Subject_7,-0.6783956,-0.7866973,-0.7319244,-0.32902813,-0.77834296,0.43426484,0.42104843,0.30052364,-0.37785113,-0.7579843,1.0399469,0.046118125,-0.87812346,0.32302898,1.1440028,-0.37168556,0.4661566,0.09447141,0.22417483,0.36645898,0.43151373,-1.3063402,0.14058445,-1.0544403,0.38872135,-0.28992712,-0.90912384,0.7002114,-0.6127718,1.0124917,-0.9807973,-0.16240649,-0.6489151,-0.008417383,-0.08340807,-0.20224111,-0.06019021,-1.1747023,-0.68470776,0.14246951,0.8885946,-2.3633935,-0.2687604,0.5898479,0.5955349,0.059104193,-1.0830988,-0.40860757,-0.9750076,1.5104412
Subject_8,-0.44195658,-0.34868947,-0.111927636,0.49628428,2.3795345,-0.58515644,-0.08504866,-1.1447215,0.54867625,0.85055095,-1.0964301,-2.0763202,0.765171,0.42018798,-1.0719388,-0.71163416,1.0768161,1.1981071,-1.1606,0.0955111,0.5803631,-0.22078313,0.734056,0.2870514,-0.9852296,0.8585078,0.3337303,0.14252914,-1.0635438,-0.864155,0.024295388,1.3174365,-1.3225051,0.6995773,0.6392138,0.49252003,0.8107352,0.6438476,-1.549167,-0.40311024,-1.2397512,0.57149637,-0.5820697,-1.0827568,-0.15142868,0.7521093,0.3985915,1.0212817,1.0888561,-0.4888103
Subject_9,-0.6105206,-0.8919716,0.96628386,-1.2420677,-1.0896852,-0.07883162,-0.20015079,1.2153534,-0.11488243,-0.8157304,-1.5592215,-0.8827755,0.90665734,-0.61550623,-0.73186314,0.025784591,0.0827542,-1.0328407,1.6575961,0.29519433,-1.1292237,-0.19899711,0.97109383,-0.97492224,-0.7057777,0.4361989,-0.9253142,-1.2582798,0.310901,0.5265064,-0.5394683,0.9180229,-0.36683792,0.6240864,-1.2309439,1.1481391,-0.5908966,-0.96614933,-0.7323894,0.28536296,0.745375,-0.88140595,1.0603875,-1.5161691,1.3695333,0.54104155,-0.5384725,0.6233152,-1.130958,-0.62308633
Subject_10,-0.04346134,-0.42338657,0.5272005,-0.62782544,1.1447423,0.6178129,0.44799995,-1.0382121,0.56043655,-0.9425147,-0.22720401,1.1161622,-0.7920488,0.75261766,0.2317273,-0.45526934,0.07774495,-0.9759382,1.5932481,0.87967235,2.1360264,0.029554553,-1.1985286,-0.8879974,0.3330371,-1.419354,-1.0928105,0.50816506,-0.6014596,-1.8519293,1.4749306,0.003581485,-0.3437599,-0.43343467,0.6945084,-0.6254797,1.7717965,-0.56178874,0.57497215,0.7734951,-0.5725965,0.7017349,1.1007732,0.79854524,-0.9834647,-1.0927721,-0.7050764,-0.23012766,0.23386782,-0.19286741
Subject_11,-1.2531748,0.10815154,0.11023158,-1.7495914,1.2688915,-1.5842125,1.406432,-0.9343415,0.5181712,0.3625421,-0.15975095,0.7972569,-0.98477703,-0.5776126,-2.1256628,0.32704365,-1.1773365,0.24322088,-0.661699,-0.35313308,-0.43469843,-0.6995258,-0.7747959,-0.20371228,-1.2641537,0.24153955,1.0679568,-0.121824354,0.76910144,-1.1214066,-0.44245777,0.34123778,-0.54107034,-1.0439693,-0.55128527,0.41816264,-0.25054103,-0.55888486,-0.13145645,0.85802776,-1.0954458,0.87393594,-0.1222734,0.079781614,-0.78244126,-0.79081005,-0.52654076,-0.9373365,-0.47951806,1.474459
Subject_12,1.395419,-0.9462206,-0.9734304,0.55264413,-0.2824523,0.75131476,-1.6893945,1.6823666,-0.9293417,-0.29616055,-0.9796295,-0.82741106,0.27845037,0.43616816,-0.42328638,0.80889606,-0.8458428,1.1463149,-0.078931555,1.3979586,0.90351415,-1.2867461,0.6103955,-0.28088173,-0.92974406,1.3795754,-0.06715508,0.021028213,0.64721465,-0.27588066,0.48827782,0.8942704,-1.7044519,0.8638968,-0.13635083,1.2830938,0.97497296,1.4841317,-0.8019706,-0.9507171,1.6551391,0.14939898,-0.43164843,1.4125583,-0.11464257,0.35626838,-1.0363715,3.1082416,0.9917893,0.78028536
Subject_13,-0.63835925,1.1380632,-0.5297939,1.0768981,-1.4377043,-0.31785062,1.8589021,-0.79969895,0.9701503,1.2782342,1.4772288,-1.2164096,-0.21073018,0.10500422,-0.9287726,0.62474227,-0.4664853,1.2533443,-1.1934849,-0.8828627,-0.24653189,-0.64356726,-0.19914992,0.3954821,-0.57596195,-0.6400334,0.33946526,1.2180206,-0.6257813,1.008735,-1.0907626,0.22482601,1.1513495,-0.7049084,-0.34736642,-1.3320053,0.34424388,0.6222796,1.7055877,0.6208721,-1.1795084,0.4814731,0.15767735,-1.3137618,-0.27997807,1.180896,1.7053562,-0.8396955,-0.42581788,-0.6064497
Subject_14,-0.90533996,0.881875,0.22058423,0.47417045,-0.40382725,-0.31981727,1.1239551,0.65554595,0.45578945,0.49929494,-1.1165681,0.06777394,-1.3028483,0.49215707,0.1681017,-0.55205476,0.008892331,0.2668003,1.1463214,-0.9699247,-0.3160231,0.8404882,0.54156595,0.9651884,0.6740249,-0.5235604,-0.6225383,0.740698,0.34372777,-0.21819663,-0.8655356,-0.61104894,0.71818966,-0.92687815,-0.13870975,-0.13215402,-0.12337202,1.0694956,-0.37279278,-0.47698775,0.27973396,-1.1335074,-0.47262812,0.6011208,0.21506655,0.7244958,-0.90096223,-0.8519497,-0.48306128,0.63541687
Subject_15,-0.12628978,-1.2265674,-1.2891153,-0.90192175,-1.7477654,1.852197,-2.202352,0.9060886,-1.6318417,-1.176927,-0.9369084,0.49116376,0.16955763,-1.7533203,-0.3514395,1.7671733,0.8071457,-0.830196,0.69203085,1.718384,1.3249655,-0.9791841,-0.40883595,1.2974792,0.9494441,0.048415635,0.7974877,0.09447542,0.48675728,0.38777378,-0.03149009,0.7490382,-0.90956074,1.1991745,0.13589035,1.1468065,-0.3118804,0.21794389,-1.2817416,0.41433945,1.4587344,-0.81605977,2.062238,1.0305346,-0.8095449,-0.41526523,-1.5958831,1.0416645,0.87497157,0.91585267
Subject_16,-0.011811923,0.7170255,0.83899534,0.79936814,-0.48382387,-0.48577714,0.7641204,0.3004813,1.1828104,-1.3045025,-0.7275559,1.1297625,1.138806,-0.53482366,1.0674704,0.31705832,-0.8247207,-0.30359614,0.7036099,-0.6355611,0.5720083,1.0145293,0.51471055,-0.87758553,0.9149919,0.41758007,-1.3406111,-0.41850936,1.0267272,-0.19614725,1.2089565,-0.8142242,1.1420364,-0.14078595,0.36813453,-0.44626996,1.7973917,0.5287416,-1.7021542,-0.80202335,-0.35658002,-1.2595574,-0.7645699,0.03329921,0.64765424,-1.4354153,0.70748246,-0.5379634,-0.9140833,-0.52395326
Subject_17,0.16498269,1.3989745,1.0233997,1.0415449,0.53089553,-2.1965358,1.2730287,-0.11544994,0.36487728,-1.2209389,0.9953876,-0.55992204,1.2608446,0.19393234,-1.1316957,-0.050683778,1.0486103,0.3923149,1.2485076,0.49718028,-1.4973491,1.1681294,0.87262577,-0.49431035,-0.24638171,-0.24718182,-0.25096568,0.9117877,-0.4262059,0.27464643,-0.022585498,0.68147373,1.1654559,-1.0516297,-1.2332958,-0.5161538,0.43822387,1.0299522,0.7304835,-1.880656,-0.8835422,0.45488468,-0.68736863,-0.88262147,-0.23882034,1.2312397,0.96901095,-0.5852144,-0.90169734,-0.85796183
Subject_18,-0.81041473,0.30767316,-0.01986133,-0.3614439,-0.13559707,-1.0527613,-0.014651203,1.0570141,0.23723054,-0.31549302,-0.8051647,1.5284425,-0.44790864,-0.73691916,0.635822,0.8766295,-0.42211246,0.5542651,-0.69923884,0.36504665,0.29159543,-1.0706462,-0.31480712,-0.03646949,-0.0774623,1.1560844,-0.5661993,-0.8905404,1.0796129,-0.9182962,-1.0027312,-0.6653481,-0.21289797,-0.2501982,0.93219465,0.26831102,1.0121809,-0.53859276,-0.4977189,-0.9535111,-0.36582,0.6480066,-0.66595364,0.28924498,-0.8367316,-0.72445554,-1.0631018,-0.44085532,-0.04959914,-0.8315956
Subject_19,-1.3010061,-1.3776625,0.3884941,-2.056186,-0.36130252,1.356186,0.768576,-0.8759743,-0.41235214,-0.64489055,-0.9297288,0.93849045,-0.6142896,-0.6401246,-0.24479045,1.0872602,0.9668362,-0.14476138,-0.51592577,-0.102109514,1.1712508,1.247517,0.5710877,0.8162595,0.21419562,0.99824363,0.9891673,0.17997847,0.21216162,-0.34315795,0.6152635,-1.080144,-1.0251633,1.1733547,0.5004672,0.7656338,-0.12115725,0.48083618,-0.9665172,-0.17269932,-0.941569,-0.7858801,0.8001818,0.5351235,-0.2405898,-0.8291583,0.45513976,1.9757832,0.937749,1.5852327
Subject_20,-0.9072123,-0.45342457,1.4291325,-0.14824007,0.1586644,-0.6626691,-0.6016684,-0.5985989,0.6050588,-1.0634646,-0.72859883,0.4450714,0.9255469,-0.010903505,-0.025115706,-0.5534831,-1.0093268,-0.71635944,-0.5546761,0.33767128,-0.002577235,1.0009986,-0.72075903,0.79964846,-0.47809663,0.30414996,-0.5801448,-0.78099895,0.51546675,-0.89280754,0.23966491,0.7841196,-0.89139366,-0.34616518,0.28707865,0.39424342,1.0704708,-1.0704117,0.69365853,0.59695584,-0.93221486,1.1439445,-0.8364294,-0.39842844,0.4582816,-1.7013472,-0.13177614,-0.34471872,-0.07101652,-0.6078048
Subject_21,-0.76422054,1.0134078,-0.490962,0.61449224,-0.26663524,-0.73688984,1.7949197,-0.90180945,0.9376202,0.7846988,-0.894405,-0.83231926,-0.040146414,0.81852204,0.49205488,-0.7892239,0.71381223,-0.56418806,-0.9753984,-1.3973513,-0.4987516,0.71786064,0.16058093,0.9520363,-0.8565243,0.2243362,1.0625743,0.356589,-1.0682937,1.0077422,-0.74202716,0.69783694,1.8076539,-1.2808781,0.29289412,-0.65786827,-1.0071979,1.1280903,1.1005176,0.08530197,-1.0618476,1.0770571,-0.24779932,-0.4996351,0.5805999,1.1297184,1.4538693,-1.2829261,-0.8560791,-0.52331024
Subject_22,0.27018467,-0.59873146,1.1978816,-0.06752695,-0.089536846,-1.1701326,0.25400585,0.67946327,0.83685964,0.5530813,-0.45402706,0.49165088,0.084716916,-1.1085062,0.31954423,0.052296557,0.89018553,-0.9188502,0.23735712,0.011927599,-1.0119686,-0.80663806,-0.6511726,-0.38077077,-0.7543174,0.76870877,0.6150539,0.3358463,-0.029346867,-0.46021792,-0.5572017,1.0227029,-0.82350165,-0.91715,0.92518926,-0.31099698,0.6045649,-0.8277164,0.53402454,0.13415575,-0.6413941,1.0015781,-0.38334522,0.008218779,-0.6149755,-0.027042126,-1.1761509,-1.1615857,-1.2963151,-1.0100636
Subject_23,-0.62264544,0.56149954,0.7786333,-0.30281973,-1.8439174,0.11890589,0.60056794,-1.0176915,-0.651424,-0.30480134,0.5742474,-1.0230333,0.81593853,-0.895065,-1.3393661,1.2760336,0.14389087,0.16773085,-0.47584432,-0.30343544,0.6318459,1.3401461,-0.9115457,0.51503927,0.25603566,-1.107896,-1.0405434,0.6182806,-0.30452648,-1.4997493,0.5143301,-0.602866,0.74051213,-0.33063373,-0.054912243,-0.3467103,0.65986586,1.2066396,0.08212539,1.0647514,0.19636583,-0.762948,-0.7609817,-0.09116638,-0.75919044,-0.8578301,0.30102658,-0.26387596,0.5632471,-0.18373495
Subject_24,-0.34086502,0.24298848,0.47838393,-1.1786737,0.9290019,-1.0444914,-0.5501247,0.5358153,0.25771007,-1.4862921,-0.41703886,-0.553631,0.51523566,0.4413473,-0.16383037,-0.38234827,0.9923499,0.5276824,-0.62013346,-0.9741309,-0.6235363,-0.33168337,-1.7359719,0.016405696,-0.8869594,-0.37017882,0.6326555,-1.2985418,0.66174835,-0.37966746,0.321655,-0.39510804,-0.6193114,-0.772715,0.8358555,0.23150967,-0.7607266,-1.004237,0.45773,-0.5630838,0.43582186,0.23243289,-1.2414042,0.20703445,-0.7888332,-1.0211802,-0.34017846,-0.6996394,0.01385876,-1.2552205
Subject_25,-0.477191,1.0526441,0.42151546,0.37975514,-0.8699121,-1.503374,1.2887505,-0.069769,0.74568635,1.330461,0.88182825,0.4372684,0.7041228,-0.43781132,-0.55761486,-0.07108943,1.2240264,0.9096496,-0.4128391,-0.5665911,-0.93019307,1.3524874,0.45350423,-0.624645,-0.6838896,1.534591,0.3397971,1.5351303,-0.84924376,0.44809818,0.7777922,0.8411033,-0.4055745,-0.50381213,-0.72259456,1.1997244,-1.855235,0.7384747,1.0940038,-1.4884526,-0.84994817,0.28808984,-0.11214564,-0.8977368,0.5277805,0.7597778,0.78497213,1.1862053,-1.1350062,-0.7522585
Subject_26,-0.6777113,0.7468921,-1.5414611,1.2078694,-0.7141484,-0.41564384,1.2219712,1.5980753,-1.0531281,0.77530634,0.72644246,-1.2177045,-0.90345657,1.7642193,1.6422614,-0.28984338,-0.015247259,0.12919337,0.807409,0.5259872,-1.4457277,-1.1405069,1.5108906,-0.44022098,0.17060526,0.26562628,0.18987916,-1.6762059,-0.17222357,0.68621683,-0.9745717,-1.0820191,-0.32302713,-0.49454594,-0.21199976,-0.42241362,-0.56568235,1.084575,0.04367378,-0.8221339,1.6980194,-1.0412357,-0.9129397,0.38929132,0.9177917,-0.011766665,-1.6755612,-1.0678021,-0.7939408,-0.21561292
Subject_27,0.23991333,0.3538799,0.26723066,-0.70955443,0.6861221,-0.2012638,-0.58594453,1.4491879,-0.6893752,-0.008024586,0.4620835,-0.6338187,-0.4613802,1.1956214,-1.1230295,-0.81666994,-1.0393215,0.5460488,0.22404848,-0.49921617,0.24374905,0.32478967,-0.09450708,1.1081944,0.3831739,-0.1320275,0.9493797,-0.64822733,-1.107312,-0.81607777,-0.039261144,-0.22530003,-0.7818263,0.024602454,0.8984795,-0.18204917,-0.5113827,-0.58182025,-0.6326279,0.75911635,1.0250214,0.5630018,1.6639698,1.1969923,0.7929786,0.7291793,0.75822306,0.24097444,1.1375475,-0.7475925
