Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Subject_0,-0.06477203,0.13413464,1.5138229,0.19017678,-0.31703117,-0.8663878,-1.1257414,-0.7468168,0.7654326,1.3048877,0.6727278,0.3124885,0.72641265,1.1515836,-0.8395213,-0.26784244,1.231921,1.0717388,1.2318826,1.4532554,1.1010851,-0.15729517,-0.94365996,-0.2853153,-0.98300076,0.11025395,-1.6605438,-1.3327887,0.50492674,-0.4595019,-0.3937727,-1.4485918,-1.2592648,0.12479442,-0.5153747,-0.8710099,-0.84538615,-0.062952764,0.1340017,0.3252906,-1.7982459,0.2106574,-0.6971907,-0.8012787,1.162168,1.1464475,-0.8623408,-1.4502478,-0.29049394,0.025348695
Subject_1,-1.7978393,-0.8413236,-0.15425277,-0.6221827,-0.24865337,-0.45643634,0.55966914,0.75284827,-1.0123504,-0.015388898,-1.2015839,0.9123465,0.09939699,-0.17438316,-0.058156896,-0.18990453,-0.02421357,0.022399189,-1.0519698,1.8396045,-0.73694396,-1.4662442,-1.2080398,-0.48804125,0.90783703,-1.6482381,1.0165904,-0.8745416,-0.3939969,0.8317541,1.1983833,0.39472738,-0.90426505,0.64496034,-1.4645146,0.85572845,0.2947435,0.6996438,-0.06586368,-1.4857163,0.49116686,-0.5492006,0.48925492,0.057095308,-0.6160346,-2.3374104,1.6716514,0.29256475,1.2089303,-1.4677345
Subject_2,0.6309518,0.45232826,1.01228,-0.8819811,0.83491045,-0.735582,0.7344498,-0.77888507,0.7963558,-0.4050009,-1.4610053,0.19276501,0.4024254,-1.0098647,-0.25954512,0.940229,-1.008125,0.17507578,-1.034671,0.49913228,-0.99409163,0.015895708,0.3514113,0.4447603,0.30630592,0.40040252,0.114239395,-0.9787966,-1.3012884,0.6725064,-0.3223763,-0.5636247,-0.94920623,-0.46164018,0.44227123,-1.1661886,-0.42671767,0.031981014,-0.023639947,-0.5946371,0.29850224,-1.2618308,-1.0924534,-0.21304858,0.5714977,1.0759453,-0.5861586,-0.6034401,0.5368791,-0.7618083
Subject_3,-0.6012759,1.2601284,0.5795846,0.53225595,0.5764762,-0.4122087,0.4280224,-0.4991114,-0.040699303,0.6892196,0.21778904,-0.41156173,0.60691386,0.110300034,-1.3508903,0.25171474,1.7650014,0.8207821,-0.07210696,-0.35387236,0.6408043,-0.45163214,-0.0203467,0.14173417,-1.1010351,1.489878,-1.21887,-0.4485379,1.0153905,0.9252796,-0.98541856,-0.57608235,-0.84518945,1.08751,0.62778693,-0.0135282315,0.50784963,-1.1789333,-0.84743214,1.1165065,0.49206427,-0.44328144,1.0328287,-1.0376136,0.24653369,0.004082945,-0.7311927,-0.30472943,0.8980457,0.6359865
Subject_4,-0.61049235,0.29652926,-1.2394086,0.67002696,0.89635134,-1.0114768,0.6170795,-0.34110948,0.25088602,-1.677757,-1.7073385,-0.9242035,-0.19313139,0.95162576,1.5082016,-1.2618335,-1.3575777,-0.17899917,0.10271356,-0.44547457,-0.17380556,-0.45132226,0.48106143,1.0803314,-0.76409394,0.9675721,2.000464,-0.11269075,0.40737185,-1.2553846,0.65583,-0.23537192,0.5835167,-0.14304572,-1.0988584,0.006322147,-0.2419627,0.61548454,-0.48691884,-0.4873088,-1.0967766,0.02030081,0.7576311,-0.283057,-1.2539914,-0.1429733,0.75104344,2.2859566,-2.0612893,0.17027709
Subject_5,-0.96269023,-1.357519,0.70805156,-0.1501764,-1.0450451,0.7456273,-1.0046276,0.8705165,-0.50819933,0.107227504,0.45059642,-1.0975608,-0.9571164,-0.81367004,1.2733731,-0.35788482,-0.059434474,0.2714261,0.5892478,2.3104136,1.1892866,-0.32060063,-0.8651212,0.79841185,1.1410195,-0.37082493,0.57217526,-1.1364518,0.3650953,1.0332766,-0.589835,0.39963564,-1.4673573,-0.43815655,0.34744146,0.8521212,-0.043787345,0.09377523,-0.074131906,1.3044978,0.6263223,-1.3737855,-0.8566671,0.15168563,0.45873693,-0.41638595,2.3613746,-0.24983394,-0.987796,-1.7307428
Subject_6,0.72718,-1.7656137,0.8816127,-1.2112445,0.033218604,-0.42283297,-0.904654,0.9864869,-1.6612794,-0.5608999,-1.0913554,-0.2750226,-1.3880575,-1.3996034,0.5178247,0.8480582,-0.28682876,0.93023205,-0.82318515,0.55565923,0.99256855,-1.4562598,1.0101446,1.664865,0.97668475,0.25997853,-1.6727693,1.1264342,0.23838882,1.176301,-0.83602405,1.7670258,-1.2261916,0.61821395,-0.3199762,0.99914885,2.3934135,0.44082275,0.750206,0.876623,-0.06979758,-0.14335306,0.2043442,1.0676501,-1.0038584,-0.51635265,1.2974511,0.45621958,1.5920461,-1.5797375
Subject_7,0.026638925,-0.06067466,0.6664515,0.40380502,-2.1650193,0.49424517,-0.18612479,1.2456759,-0.3700545,0.9212003,0.059526153,0.27950135,0.26224723,0.10036521,0.29436204,-2.2808933,0.5732177,-0.3886568,-0.92282724,0.29939637,0.5431252,0.0015773794,0.42590845,0.5926463,0.61543435,-1.0998734,-0.5256518,-0.4033706,0.05532447,0.748969,-0.8237907,-0.96457946,0.3682697,0.35820004,-1.0121087,0.30767575,-0.21922585,-0.84307724,-1.0016054,-0.073456794,-0.400697,-0.5845621,-0.3504128,0.5433585,0.23722465,1.036216,-0.8937416,0.6735087,1.2801309,0.76308674
Subject_8,-0.6549895,0.43013525,0.3578457,-0.47199887,1.0138348,-0.3302682,1.1042218,-0.18586805,0.39139748,-1.2640841,1.2912177,0.4676359,-0.93140644,0.3979171,-2.1509318,0.2890353,-2.0681288,0.8567535,0.8100212,-0.61366147,-0.4617669,-0.32942328,-1.1195916,0.29843476,-0.25249135,-0.71688426,0.267533,-0.2737422,-0.7680706,-0.66525364,0.8068925,1.0931749,0.8035197,0.9507041,0.8679614,1.6498424,0.6990221,0.61391354,1.0644993,0.6938482,0.5364743,0.46846232,1.3429655,-1.4169536,-0.6672243,-1.2267343,0.07500222,-0.3847854,1.0477403,0.32747635
Subject_9,0.17297123,-0.23004445,-0.23282434,1.1760266,-0.51304436,-0.004098562,-0.376573,0.7385037,-0.29813275,-0.19202207,-1.083318,-0.7260523,-0.6028982,-0.63696676,-0.90676844,-0.10410968,0.32719225,1.4252654,0.23728243,0.48684388,-1.0878757,0.92305154,0.3205813,0.69250834,0.86798567,1.051582,1.1468087,1.0224736,-0.30644044,-1.0310335,-0.2327313,1.612985,0.6921915,-0.5901123,-1.2111542,0.8129803,0.5039338,-0.24829526,1.1901776,0.6952302,-0.82988083,-1.250817,-1.3323911,-1.2428154,-1.0040039,1.1210055,-0.9455918,1.1065028,0.431386,0.72869354
Subject_10,-0.835807,-1.691742,-2.1374993,-1.2745985,0.3487759,0.2850292,-1.3254248,0.17859526,-0.47720152,0.75099826,-0.9679748,-1.1177653,1.0881186,0.98218876,1.3898765,0.27969983,-0.99415857,-1.0016276,-0.94292635,-0.5238639,1.2347164,-1.2122904,0.39528814,0.2712331,0.7699856,-1.9640303,0.8214869,-0.4572021,-0.10794209,-0.046669826,0.14499523,0.37709022,1.8642786,0.8686169,-0.8923168,-0.4519916,-0.95835763,0.08000151,-1.1042321,0.42373046,0.58317506,-1.3715173,0.66982526,0.4027854,0.6808395,-0.54855424,-0.22000544,0.5897186,-0.31136167,-0.46363148
Subject_11,0.9026426,-0.14867513,-0.72346675,-0.025562512,1.2919542,-0.9076844,0.6673958,0.016653616,1.4876417,-1.5425723,0.20037422,0.41963324,0.729791,-0.81924695,0.78963435,-1.7961233,-1.0614163,-0.4705783,1.13026,-0.8115737,0.48496753,-0.8775921,1.2398387,-0.4002211,0.59739786,0.42517218,0.22884873,0.4021156,-0.5694849,-1.3322202,0.87908816,0.15818757,1.1694275,0.54291105,0.58624524,0.14342624,-0.96367383,-0.91086423,-1.0094979,-0.76904345,0.6011794,-0.58623224,1.0643345,-0.45166442,-0.32674882,-0.2293097,-0.9690731,1.6672941,0.17347687,1.4958936
Subject_12,0.7847893,0.36351362,0.2516061,-0.32432902,1.0998398,-0.27254325,-0.042625364,0.9574986,-0.10800742,-0.63739604,0.5339043,0.8598076,-2.2526731,1.3473315,-0.23304524,-0.717517,0.49576694,0.37039328,1.6320616,1.210187,-1.6543715,-0.021211432,0.72368765,1.3131206,-1.4763187,-1.0744021,-1.2100545,0.082514584,-0.96229815,-0.17177315,-1.3287778,0.8968472,-0.3387056,-1.0254564,-0.04930691,1.1302541,-0.32650965,1.3812662,1.1393906,0.37290967,-0.9637739,0.6699892,-2.2533286,1.920041,-1.2609334,-0.8129256,0.50476617,-0.17995982,1.5689533,-0.521039
Subject_13,0.11910288,0.73569924,1.1861533,0.13660178,0.80357647,-0.13053682,1.2140799,-1.6995703,0.2453009,-0.76792055,1.123464,-1.1845247,0.5629801,0.7204907,-1.3326274,0.7109971,0.918176,0.5325149,0.99080145,-1.1183074,0.18456183,0.2909554,0.07173612,-1.0696979,1.0617111,0.1893426,-1.0058824,-1.1382504,0.20663008,0.05883809,1.1395478,-1.5732089,-1.130127,0.9878534,1.2457241,-1.6248713,-0.7827757,-1.7501973,-0.4047793,0.6469469,0.81143004,0.05359381,0.83209217,-1.477957,1.2581233,0.5712371,-0.036361717,-0.69307953,-0.66299874,-0.7882423
Subject_14,0.47540498,0.6872162,0.78652114,0.24611257,-1.336242,-0.23307452,-1.1716571,0.8091992,0.4747611,0.5379883,-0.014094544,-0.53650427,0.72766745,1.0012217,-0.09811917,-0.43003222,0.6265856,0.49615526,-0.50246775,-0.6068287,0.853575,0.19534583,0.8005835,-1.1859179,1.0936954,0.19604954,0.29571217,0.043286394,-1.2381513,-0.65945715,-0.1783068,1.1323941,0.5137741,-0.0479574,0.35340655,-0.26358214,-0.6273533,-0.8540958,-0.7157405,0.059028443,0.05121973,0.098277375,-0.936728,0.6029154,0.31159198,0.44070664,0.61456096,-0.41459942,-0.69137746,0.055493932
Subject_15,1.1533135,-2.0163407,0.44910386,-0.70469075,-0.19306055,-0.9755694,-0.78596264,1.5195531,-1.2199584,1.2630355,-1.0095458,-0.71472645,-0.8968492,-1.4244024,0.59944636,-1.2198111,1.4385011,-0.59382415,0.7142755,2.233197,-0.24628943,1.1249348,-1.1371378,1.70664,0.44097832,-0.7472655,-1.6817138,-0.2743044,-0.62693477,-0.17809138,0.39713493,1.1959321,-0.85015637,-1.0128542,-1.1177243,1.5330634,0.71399665,1.405562,0.49557233,-0.671442,0.75879717,-0.7336157,-1.3923403,1.3687757,-0.9669488,-0.5071975,1.6861027,0.745365,0.8984441,-0.9927128
Subject_16,-0.006600822,0.77407914,-2.3453374,0.4862414,-1.7461598,0.48633912,-0.3667957,-0.09631119,0.29181904,0.7064058,-0.6394712,-0.36971194,0.42266273,0.91405505,0.91979766,0.10390832,0.6856618,0.5505946,-1.2324694,-0.9673548,-0.7509656,0.82325363,0.8142637,-0.6850158,0.8380058,-0.7946929,1.0926125,0.44875097,1.1883174,-0.35571364,0.37580472,0.5673884,0.6709317,-1.0176306,-1.2592674,1.4641415,0.4828924,-0.3838423,0.7827094,-0.87914973,0.82006025,-0.78302854,-0.7119174,-0.009022434,0.24291958,0.7678859,-1.0546969,-0.70699114,-1.0836433,-0.641974
Subject_17,1.4650186,1.4273595,0.017676355,-0.93224317,0.49695987,0.86156446,-1.3259737,-0.83393496,2.6883655,-0.8323883,0.5218376,-0.99371785,0.63056785,0.9126027,-0.8879838,0.7164774,-0.83909744,1.0303526,0.7042292,-0.73923546,-0.11566439,0.7700234,-0.99545544,-0.975695,0.07270048,0.83735245,0.65780604,-0.84083205,0.07645522,-1.3102669,-0.24085483,-1.161933,0.4185727,0.4877,-1.3097165,-0.63249564,-0.93854773,-0.74641997,1.409178,1.0020543,0.21745615,1.2251666,-0.21143484,-0.73161745,0.39150533,0.81840837,-1.4021269,-1.2227256,-1.101023,-0.58005327
Subject_18,1.1461687,0.5821316,0.053419013,-0.83496565,0.29130763,0.589351,0.6976152,0.85264844,1.163808,-0.47523785,0.28942055,0.3818482,0.2692367,-0.5981329,1.134885,0.67481434,0.3999581,-0.657992,-1.0262461,-0.2830684,-0.9158507,-0.5170346,0.3769177,-0.41230333,0.6819525,-0.59902525,0.20405689,0.81657696,0.1756194,-0.40643674,0.8401126,0.6618796,1.179732,-0.9441106,0.07489549,0.12794922,0.28322172,0.31623107,-0.49192822,-0.9582537,-0.24385484,-0.08764647,-0.6629652,0.35032684,-0.44580805,-0.14507656,-0.76238436,0.72301996,-0.3578034,0.35566673
Subject_19,1.1809831,-1.8753074,-0.9482788,-0.49800685,0.2295252,1.0871431,0.5621395,0.2874654,-1.5588619,0.45086807,-0.22652778,1.0960448,-1.6343303,0.9900325,0.8016743,-1.9469413,1.1756519,0.49657437,0.71002537,0.46744484,-0.96730936,-0.51779795,-0.5130558,1.0665728,1.4550039,-0.60019076,1.1610348,0.05328266,0.5705606,-0.063174754,0.70654935,0.99706936,-0.01866466,0.8359995,-0.1499414,1.1925486,0.8204188,-0.79861736,-0.45261315,-0.10972041,1.451854,1.1364589,1.200081,-0.13073972,-0.80315715,-0.7382044,1.3506587,1.5374568,0.9551958,1.5247502
Subject_20,-0.7842876,0.7096863,-1.6241323,0.97344834,1.0263572,0.3768615,0.93877697,-0.16908437,0.67283964,-0.5758218,-0.7410747,-0.10561229,0.27577463,-0.63726646,0.27486423,0.8202539,-0.09304483,-0.5814201,-0.64428145,-0.5459724,-0.384765,-1.2522751,1.11107,0.071498744,0.78954387,-0.38330194,1.6976905,1.21136,-0.403501,0.22651638,0.57465374,0.5432186,0.9108783,-0.5798543,-0.43113336,-0.64085996,-0.16648467,0.6575466,1.1127846,-1.4830647,-0.5086682,-0.9851596,0.5201057,-0.39667535,-0.48238072,-0.14177155,0.10885857,0.04094162,0.18000543,0.8569338
Subject_21,-0.49449205,0.33518794,1.3458487,0.17104949,0.8001062,-0.79180753,0.89143836,-1.321626,0.68252295,-1.010306,-0.16525608,0.2511521,1.029046,0.11656853,-1.0661008,0.9703698,-0.64278865,0.49717358,-0.39731464,-1.2748978,0.41217154,0.76432633,-0.41267213,-1.2551131,-0.13258636,0.6131926,-0.8212262,-0.022159096,0.5907236,1.0271679,0.57068306,0.7032229,-0.71230775,0.7642821,0.624797,-1.1902323,-1.1996677,-1.3455797,-0.22739987,0.6515814,0.34238964,1.2627308,0.967721,-0.6565146,0.6474592,0.98807,0.13806547,-0.8080569,-1.7367809,0.50679857
