Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Subject_0,0.022373943,1.2767029,0.696484,-1.6089432,0.19259332,0.9650033,1.3288586,1.3563116,-0.5616597,-0.2734586,-0.92668694,1.0951918,0.69803035,-1.2191399,-0.7577736,1.0520172,0.0660624,0.50731605,-1.1600302,-1.5379552
Subject_1,-1.026694,1.485706,-0.4448672,2.4225085,-1.6222326,-0.3150499,-0.20887913,-0.75779593,0.33316272,-0.70583475,0.09261214,-0.44530538,0.666293,-0.36482355,1.3179634,0.5121337,0.7076331,-1.5022751,-0.34805098,-0.94702
Subject_2,1.0188069,0.5965236,-0.5059282,-1.1751459,0.70575386,0.4297639,-0.57383835,0.10034936,0.42639816,-0.43752915,-0.9209872,-0.44667774,0.3463376,-0.7182523,-0.7430084,-0.14957795,0.765162,0.44449103,1.0820159,-0.5688919
Subject_3,-0.476835,-0.5453502,0.42711964,-0.31103194,1.582772,0.29138124,-0.4634231,0.3411547,0.26218665,0.62221617,-0.32410523,1.2697973,0.86154974,-0.68829143,0.42517084,0.15672791,0.32255512,0.8672681,0.25031963,1.2564917
Subject_4,0.46633297,-0.6109694,-0.74892986,0.33911234,0.9443542,-0.10149941,0.16424806,-2.4411151,0.5434233,-0.32323718,0.27848798,-0.5393522,0.62560695,0.6687399,-0.87921774,-1.5785717,-0.012906232,-1.2719265,-1.0990183,-0.9950268
Subject_5,-1.4256887,2.0749846,-0.39775467,0.18473172,-0.47745714,-0.14309989,1.2961104,0.85329485,0.099627525,-1.5361341,1.0460794,-0.8672672,-0.41807726,-0.76304823,0.20483096,-0.44810197,0.7648082,1.58659,-0.8436322,-0.28695065
Subject_6,-1.1934968,0.97577316,-0.33458614,0.55939734,0.29730582,-1.9926641,0.54247934,-0.9371878,2.0896416,-2.380611,1.6562182,0.27735353,-0.6663652,0.8427422,0.43337208,-0.40047947,0.77870935,0.49342933,0.68144387,0.018142216
Subject_7,0.07994327,0.31078583,1.2698437,-1.1398633,-0.37005216,0.7923734,0.5279897,0.16223344,0.60852504,0.17883043,-0.32874975,-0.86452013,-0.863001,-0.92037356,1.2958546,0.9238792,-0.87480146,-0.7262737,-2.1721044,0.82413733
Subject_8,0.75833917,-0.86594427,-0.32273436,1.5348598,-0.6489194,-1.027216,-1.4050064,0.3985363,0.13960701,0.4744398,1.4433392,1.2052683,1.3766127,0.38145477,0.3263247,0.6487357,-0.33544642,0.4926325,-0.24179621,-0.8021537
Subject_9,0.67886573,0.22877637,0.5866841,-0.974976,1.2049505,-1.8830527,0.77758086,-0.60744095,0.6660392,-0.25290874,0.751901,-0.19628717,0.77823895,0.73225725,0.659102,-0.29304776,-1.2356995,-0.8982587,0.050492883,0.15921873
Subject_10,0.4516808,-0.63168365,-1.369855,1.1330893,-2.3006258,0.17238249,1.562024,-0.17609407,0.3914534,-0.42620087,-0.6996199,-0.96033496,-0.23748736,0.630201,0.5922663,-0.8386507,-0.42589888,0.3834415,0.656396,0.6198707
Subject_11,1.3683935,-0.9816793,-0.9323122,0.536216,0.31946403,-0.14161044,-0.90296286,-0.90483963,-0.905932,0.3581854,-0.5238291,-0.37326685,0.8019507,0.085231975,0.2642073,-0.6511284,-1.6553488,-0.031169333,-1.473824,0.84381884
Subject_12,-0.046850912,1.1099516,1.7478431,0.94878757,-0.94880354,-1.3620001,-0.610344,0.02059509,1.0074992,0.302801,2.193253,-0.81889963,-1.8788579,-0.38161162,-2.0281348,0.74631625,-0.5051784,-0.24968262,-0.9671587,-1.7043029
Subject_13,-0.7975152,-1.1532271,-0.06538949,-0.9252289,0.44099882,1.7916348,-1.4372542,1.0381356,-1.0411417,-0.3054433,-1.1762598,1.151424,1.4468596,-1.1147546,-1.5649725,-0.4397629,0.77027816,0.8378051,0.663111,1.2658143
Subject_14,-0.35081878,-0.37151262,0.0948049,-0.46158043,0.3483446,-1.1780537,0.90224665,1.0864983,-1.0633576,0.5311818,-0.76305073,-0.37405184,-0.65587324,-0.22018199,1.0164245,-0.48062897,-0.48426998,0.98550314,-0.619675,0.86738044
Subject_15,-1.0880117,2.3021343,0.5987995,0.7372076,-0.8656377,-1.322465,1.0645427,-0.57119244,1.5959573,-1.685673,1.1670887,-1.0558852,-1.1742545,-0.80788475,0.98863447,-0.048792735,-0.7300193,-0.7797378,-1.0461886,-0.97275966
Subject_16,0.66913027,-0.7962561,-0.54517776,-0.6873145,-0.966746,-0.23745367,0.7702465,0.5634157,-0.55607855,1.0309144,0.49804926,-0.60103387,-0.32333896,-0.59897023,2.0217822,-1.1104996,0.6735176,-1.3884901,-0.39779165,0.69540054
Subject_17,1.986209,-1.257116,1.1425722,-0.86568546,1.0135548,1.001433,1.1144812,0.54916704,-1.706405,1.0219681,-0.5416229,1.2182117,0.78678834,-1.0891088,-1.0159372,-0.3021032,1.0307642,-0.8950305,0.4230332,-0.38960755
Subject_18,1.0608371,-0.28304288,-0.42707554,0.57008,-0.68047976,-0.7021506,-0.6365096,0.15881412,-0.46433526,0.8812592,-0.21217825,-0.9397471,-0.42376986,0.6907596,0.56039715,0.105040625,-0.80866444,-0.5584575,0.72448236,-0.018639257
