Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.8754376,0.13896659,0.011155032
Subject_2,-0.3289062,0.34197664,0.46443453
Subject_3,-0.69289696,0.11987258,0.19249395
Subject_4,1.3357066,1.4911084,0.6354481
Subject_5,0.17148563,-0.43850464,-0.6410456
Subject_6,-0.84160954,0.22516908,0.05834146
Subject_7,-0.48582363,-0.07035802,0.5687487
Subject_8,-0.6557952,-0.062468875,0.13807356
Subject_9,0.0702201,-1.1332955,-0.3305369
Subject_10,0.07548984,0.07200011,1.8214517
Subject_11,-0.15812694,-0.51946574,0.06516472
Subject_12,-1.3658624,0.5993109,0.9402163
Subject_13,0.5408882,1.3337966,0.4705986
Subject_14,-1.2286962,2.3743653,-0.17609923
Subject_15,-0.040527828,0.64398694,0.54925793
Subject_16,0.38182867,-1.0989795,-0.38193908
Subject_17,2.2088125,-0.6806123,0.37875006
Subject_18,0.02888965,-0.06714102,-0.98831934
Subject_19,0.8156793,0.17641824,0.31238684
Subject_20,3.070958,-0.59347004,-0.72636896
Subject_21,0.5103649,0.44295573,-0.3806269
Subject_22,-0.6532042,-0.4170725,0.8179185
Subject_23,0.037939593,1.5775932,1.1932477
Subject_24,-0.33262888,0.99985373,0.5535425
Subject_25,-0.2740513,0.57206625,0.51358473
Subject_26,-0.50739235,0.34543052,1.1294736
Subject_27,0.10353016,-1.0217942,0.57437307
Subject_28,-0.49222124,-0.5467448,0.50346905
Subject_29,-0.4528587,-1.6364313,-1.0957986
Subject_30,0.79856145,-0.82816446,-0.72340935
Subject_31,-0.8843453,-0.9214831,-0.508604
Subject_32,0.089682505,-0.2055699,1.4320128
Subject_33,-0.7775456,1.1330707,-0.3198671
Subject_34,0.348118,0.016622942,0.30154014
Subject_35,0.9152479,0.50684613,-1.3281319
Subject_36,1.2025769,-0.4406684,-0.5803886
Subject_37,-0.014837397,1.0019537,1.4625146
Subject_38,-0.9937374,-1.0035268,0.42197663
Subject_39,0.44074595,-0.5049351,-0.15209031
Subject_40,1.6146749,-0.13368937,0.024146175
Subject_41,0.10046417,-0.4611206,0.37658295
Subject_42,0.14647128,-0.43689597,0.04886707
Subject_43,0.43332902,-0.60880727,0.10847174
Subject_44,0.77322555,-0.5024584,0.393666
Subject_45,1.0676401,-1.1502053,-0.7163081
Subject_46,3.1434689,-1.1290362,1.0608318
Subject_47,1.1868289,0.534526,1.2410548
Subject_48,-0.45100263,-0.6381434,0.14409234
Subject_49,4.871423,1.9873564,-0.45932162
Subject_50,-0.6290127,0.57588613,0.42418274
Subject_51,1.2149365,0.13421008,-1.001992
Subject_52,0.8705184,0.24435586,-2.9308672
Subject_53,-0.1689051,0.5139431,0.7200001
Subject_54,-0.597121,1.7740703,1.1549461
Subject_55,0.07089783,-1.5748955,-1.2016033
Subject_56,-0.019763993,-0.556189,-0.27673534
Subject_57,-1.4110167,0.7897184,1.2845638
Subject_58,0.23452802,-1.3309736,-1.6110938
Subject_59,-0.34239733,0.82064253,0.71210647
Subject_60,-0.011730734,-0.66492605,-1.4578344
Subject_61,0.57235307,-1.5549937,-0.13269491
Subject_62,-0.087940305,-2.271196,3.3310077
Subject_63,-0.024709899,0.3646629,0.07343202
Subject_64,0.30588475,-1.2806684,-0.850801
Subject_65,0.08841904,-0.4890969,0.47347292
Subject_66,-0.7497905,-0.7731508,1.6769291
Subject_67,1.5886664,1.5841855,1.6110469
Subject_68,0.15803495,0.74826545,-0.1946698
Subject_69,-1.0631056,1.538452,0.68798095
Subject_70,-0.46551427,-0.25965777,1.1396009
Subject_71,-0.07893287,0.45421973,-0.6469083
Subject_72,0.4256313,-1.6404581,0.035402346
Subject_73,-0.06728179,0.89021856,-1.2431891
Subject_74,0.13647272,0.065851994,-1.3149846
Subject_75,0.71954244,-1.5142701,0.119611375
Subject_76,0.96928126,-1.7742949,-1.6892897
Subject_77,0.7322124,-0.9376105,1.1707501
Subject_78,0.5430655,0.5069404,-0.32096618
Subject_79,-1.1986601,1.3938202,-0.2972545
Subject_80,0.062247016,-0.9573839,-0.25926587
Subject_81,0.80055285,3.578047,1.3719745
Subject_82,-0.5336926,1.542132,-0.7205293
Subject_83,3.9374537,1.3233701,0.6450931
Subject_84,0.073830895,-0.2201493,0.7029066
Subject_85,2.3831568,-1.4331673,0.03680961
Subject_86,-0.013000233,-0.14390287,1.0813389
