Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.011981969,-0.3466054,-0.8297606
Subject_2,-0.83363193,0.31730327,-1.108184
Subject_3,-0.03524888,-0.6563567,-1.4340239
Subject_4,-0.40406492,-0.37480214,1.9303818
Subject_5,-0.1695657,0.9759996,-0.5372227
Subject_6,-1.7429601,-0.7104949,1.5568848
Subject_7,0.05501721,-1.3822098,-1.816692
Subject_8,-0.89607036,1.4692057,-1.368008
Subject_9,-1.4571325,1.437499,0.27543083
Subject_10,-0.5184315,0.12357182,-2.1823483
Subject_11,-0.26953173,1.0466113,0.17673711
Subject_12,0.85653824,-0.83181494,1.1855716
Subject_13,-1.4375297,1.4617329,-0.6583921
Subject_14,1.140571,-0.38088858,-0.05649212
Subject_15,1.0078642,-2.3225448,-0.8841026
Subject_16,0.3268567,0.50638187,0.41824108
Subject_17,-2.0804398,1.4111941,-2.2435145
Subject_18,-0.7500872,5.8550315,-0.36564392
Subject_19,-2.7016213,2.3256001,1.3731956
Subject_20,-1.1154497,0.4187372,-0.07941695
Subject_21,1.4078336,0.10389987,0.75634784
Subject_22,-0.7975947,0.20445053,-0.46482086
Subject_23,1.183136,1.5862811,0.49374193
Subject_24,-0.71877235,0.8235601,1.2376745
Subject_25,-2.6044867,-0.0027585095,0.72791487
Subject_26,0.48055524,0.33166724,2.0124857
Subject_27,-1.0275911,-0.097254485,-0.5945108
Subject_28,0.99131715,0.9516501,0.67547804
Subject_29,-0.24442647,-0.55972314,-0.30552757
Subject_30,0.20657979,1.4233079,-1.1722058
Subject_31,-0.48579037,-0.18207698,0.705796
Subject_32,-0.48065442,-0.82403314,-1.0095387
Subject_33,-1.6632832,-0.39030698,1.0966309
Subject_34,0.6120455,0.662681,1.8915727
Subject_35,0.6269308,-1.1557899,-0.2724369
Subject_36,-1.4792025,0.3039382,1.8097465
Subject_37,-2.5027707,-0.18851572,0.53663296
Subject_38,-1.030517,1.1115402,0.41325104
Subject_39,-0.57982934,0.16513069,-0.35682225
Subject_40,-1.441902,0.040242124,1.4465967
Subject_41,-0.7414709,-0.21215692,-0.38630098
Subject_42,-0.81637156,-0.18045717,-0.40097183
Subject_43,-1.317567,0.15057674,-0.2749479
Subject_44,-0.54448926,0.29450902,0.8624591
Subject_45,-0.4740499,0.10455685,1.1679305
Subject_46,-1.3047057,1.8840361,-0.038717646
Subject_47,0.17123452,-0.24905507,0.13019472
Subject_48,-0.90718853,0.2768926,-1.6650648
Subject_49,-0.9025518,0.057682637,-0.98169386
Subject_50,1.02378,0.34108078,-1.0838614
Subject_51,0.9634316,-0.45863894,1.8894695
Subject_52,-0.60016537,0.34190053,-0.80158556
Subject_53,-0.7860428,-0.26867822,1.6960458
Subject_54,1.090703,-1.0849341,0.6476849
Subject_55,-1.509043,1.7646409,-0.0002860042
Subject_56,1.5227884,0.017129704,0.64758444
Subject_57,-1.2163587,0.6425342,2.0310783
Subject_58,-1.1527251,0.0837936,1.0018932
Subject_59,0.45511746,-0.30205107,0.6289256
Subject_60,1.4804538,0.06760826,-0.9406775
Subject_61,-0.21627979,0.8747168,0.7244255
Subject_62,1.2723215,1.2315705,1.0708734
Subject_63,-0.50076795,-0.1926295,-0.3510679
Subject_64,-0.87675256,-0.45026344,0.77796143
Subject_65,1.4680992,2.0665479,1.3835157
Subject_66,0.2622494,-0.6046445,2.9109566
Subject_67,0.09276293,-0.3931129,0.9647549
Subject_68,1.0124836,1.5688577,-1.0255933
Subject_69,1.3127096,3.01391,0.19673397
Subject_70,0.5213237,-0.68530846,0.6110021
Subject_71,0.15447141,-0.29555458,-1.1233581
Subject_72,-0.7377564,-0.3301691,2.0284357
Subject_73,0.24820161,-1.2906466,-0.7272747
Subject_74,-0.7485969,1.0661502,0.10659587
Subject_75,-1.2140855,-0.11976445,0.57997555
Subject_76,-0.87013614,0.5551782,-0.8135535
Subject_77,0.8301396,0.25788078,-0.7477694
Subject_78,0.7431298,1.2042868,-0.3937632
Subject_79,1.8140166,-1.7722404,0.6129119
Subject_80,-1.2857839,-1.0241327,0.74865144
Subject_81,1.0079774,-0.5078318,0.04308481
Subject_82,0.70060134,-0.54378104,1.2783124
Subject_83,0.656397,-0.9998222,0.45813885
Subject_84,0.6678328,0.30811116,0.28365463
Subject_85,-2.2821844,0.38628143,-1.5035955
Subject_86,-1.1859611,-0.28316563,0.051703095
