Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
Subject_16,-1.0301119,0.89947736,-1.0836985,1.2428248,-0.49634394,0.46884048,-0.1912686,1.6992531,-0.6555501,0.42340702,0.40580487,-0.39942908,-0.28822038,0.65310746,0.39841968,-1.3286281,-1.0059261,-1.01175,-1.3121957,1.7327682,1.1026711,-0.65863585,0.110645264,-0.29666603,-0.71088904,-0.38633245,0.86643934,-0.47196963,0.22430068,-0.8667326
Subject_17,-0.9900584,1.7049958,-0.9155362,-0.82317644,0.14317575,-0.8266676,-0.2817542,0.34839115,-0.27402294,0.5593803,-1.456903,-0.64362603,-1.5068129,0.6787234,0.8921426,1.3152725,0.8552711,-1.2400278,-1.1621708,-0.34017763,-0.94524294,-1.1752155,0.4834853,-0.8796586,-1.0247151,-2.5682304,0.66201675,-1.5017017,0.61894524,-0.7300962
Subject_18,-0.11373125,-0.22741577,0.28346044,0.7906582,-1.2627097,0.15639426,0.16082591,-0.31613383,-1.0295162,-0.7660505,0.5782301,0.7456543,-0.35885847,0.43190825,0.36421308,-0.14373691,-1.3843873,0.46223873,-0.17117807,0.62012243,0.3272998,-0.2440196,-0.5471638,-0.61329657,0.61431366,-1.2247411,0.020176115,0.71195227,-0.15770394,-0.99024004
Subject_19,0.7864992,0.19210215,0.7699865,0.4361353,-0.60441285,0.69228566,0.7374287,0.9618056,-0.604897,0.25607616,1.039632,1.4945992,1.7027398,-0.75083596,-2.0432203,-0.46523115,0.3132905,1.3845044,0.61319685,0.5793869,1.0093155,1.2018452,1.050429,-0.44394013,0.7049629,1.4808481,0.37070245,0.18077159,1.1789088,2.1571343
Subject_20,-0.32746157,-0.43533915,0.30859864,0.7146553,-0.037265655,-0.114472695,0.48010314,-1.0687901,-0.9745528,0.47440317,0.56738365,1.2425437,-0.39165092,0.75515,0.40036678,0.1620242,-0.94067305,-0.3370836,0.17973472,1.7284467,-0.33170992,0.07555554,0.69622684,0.35243326,0.39767662,-0.56459713,0.2654198,0.8620393,-1.0129722,-0.85893875
Subject_21,-0.89924973,-0.46389863,0.44350854,-0.87167615,0.276743,-0.69571775,-0.519933,-1.187421,0.88696915,1.7427483,0.8415237,-0.008857425,-0.39245397,1.2957269,1.3295691,0.27578616,0.919967,-1.0073131,-1.3146455,-0.98447317,-1.3199726,-1.609897,0.78359014,0.39442733,0.87218034,-0.31441885,1.4139622,0.34551793,1.0869823,-0.6806194
Subject_22,-1.3251929,-0.85031927,-1.1090382,-0.49035844,-0.10356108,-0.20122796,-0.36589274,-0.79113233,-0.9310769,-0.8139851,0.34683856,1.3043824,-1.0440583,0.88767296,1.308904,0.3971246,-0.6038697,0.3551584,0.8733882,0.77051574,-0.6528242,-0.3008659,0.14229727,-0.82927257,-0.39407188,-1.0994815,0.6918008,1.268894,-0.46480528,-1.2022098
Subject_23,0.6609084,-0.2973901,0.36448994,0.61734056,-0.26227295,0.06217594,-0.38109693,1.0640311,-1.4658298,0.34392875,-0.5551428,0.27782887,0.32851747,-0.83176005,0.89567745,1.0145944,0.6050818,-0.13866599,-0.5875129,0.67722857,-0.6040098,-0.43064907,0.31599253,1.226044,0.20509441,0.24752188,-0.1312533,-0.16308925,1.3085938,0.3545962
Subject_24,-0.01757554,1.1615015,0.9665585,-0.88001555,-0.83093417,-0.15089081,0.17282496,-0.04764995,-0.5072722,0.67828846,0.19074905,1.3301287,-0.7732513,0.6875111,0.9155411,0.9269339,-0.4594958,1.1027173,0.5469191,1.3505986,-0.6134943,-0.6496741,-0.45820615,0.0447515,0.47924674,-0.77530295,-0.23345247,1.2972931,-1.2748235,-1.1686906
Subject_25,-1.403786,-1.0187614,-1.5307434,-1.6661344,-1.1393112,-0.6693646,1.4699211,-0.6476879,-0.1313558,0.37327924,-0.7665395,-0.05391792,-0.48063433,0.8792108,-1.0334251,0.8380627,0.41844058,-0.88103724,0.8595535,-0.97065324,-0.7448006,-0.94679767,0.77891713,-1.4141043,0.70833594,-1.4548193,0.8660795,-1.1262392,1.3277608,-0.82067347
Subject_26,-0.62325335,0.07087739,2.4745214,-0.9976411,0.14042194,-0.53992814,-0.56781805,0.16915825,0.38704738,-2.6183796,-0.54056853,-0.89736056,-1.5034975,-0.4090884,1.1265305,-1.4616969,0.8248415,-0.6736867,0.7401984,-0.38442034,-0.3879217,-0.5347167,-2.1158242,-0.5183548,-0.8400007,-0.39738575,-0.62043726,-1.0840541,1.7932869,-0.4455886
Subject_27,1.2790405,0.39134723,1.0039868,-0.26575434,1.3992288,0.66017395,-0.14989562,0.44392905,-0.19391987,0.58277106,-0.42544243,0.36762106,0.93013465,-0.17603664,-0.31819373,1.2167119,0.93926203,0.5866655,0.76867986,-0.8820366,0.1697417,-0.2955534,-1.353361,-0.3522351,-0.4345909,-0.11763186,-0.9733543,-0.5472351,-0.6104725,-0.42553475
Subject_28,-1.2600962,0.08513429,-1.2418714,-0.5902764,0.7187444,1.2394614,-1.3535475,-0.86256087,1.9311478,0.87021565,-0.6471877,0.6486041,-0.3093464,1.0089161,1.7027713,0.3922537,-1.1271724,-1.1879889,1.3762228,0.9990195,-1.317425,-1.4692543,0.47389078,-0.4222283,0.94711125,-0.70941997,0.87992686,0.44568706,-0.53699476,-0.49954477
Subject_29,1.6900295,1.9018279,-0.2552512,0.4565666,1.5828077,-1.1917208,0.05885489,-1.008338,0.19608736,0.8642829,0.6502003,-0.2966736,0.99646467,0.7194277,0.3676582,-0.5973545,0.15583569,-0.76566917,0.7540117,0.4230222,0.019375464,0.45730478,-0.49651092,0.7300565,-0.97628593,1.0798753,-0.635741,-0.018270329,-2.374143,-1.2786208
Subject_30,-0.9724248,-0.22064438,-0.54439837,-0.7712273,-0.770567,-0.49658227,0.38274047,1.6335512,-0.9528636,-0.9305951,0.54535633,-0.15386136,-1.0722721,0.80132705,0.46781024,0.48300493,0.13149334,-0.8387849,-0.27774426,0.70787644,0.551242,-0.31311518,0.7672291,-1.8772336,-0.9175872,-1.6299282,0.8228168,-1.3580178,0.42853898,-0.19640063
Subject_31,0.5856126,1.307894,1.146866,-0.42333722,0.3851773,-0.8153457,2.2298892,0.52923906,0.66727537,0.03440156,2.4657137,0.0743053,0.7481378,0.615954,-1.3113426,0.06328545,1.0909649,1.7009752,-0.8452185,0.25060195,1.7003574,0.96585476,1.0491443,0.39024282,-0.24123947,1.3285352,0.94124657,-0.32878566,-0.024208162,2.160537
Subject_32,-0.18184003,-1.5786684,-0.80350876,-0.7263749,-0.14872205,-1.085378,0.22953407,-1.3048968,0.6299981,1.1684301,-0.6051181,-1.271335,-1.0566107,-1.2376919,0.489858,-0.45142412,0.82426095,-0.68531585,-1.1699777,-0.90413904,-0.97372705,-1.0539839,0.52125335,-0.7165951,0.80433226,-1.4157064,-0.6514366,-0.99381435,0.53264946,-0.34690925
Subject_33,-1.1085843,0.49766314,-0.80731225,-0.9526748,0.20174329,0.8451053,-1.4592891,-1.0386003,0.87819815,-2.1007588,-1.3307625,-1.2831919,-1.1393896,0.39899734,1.9385662,-1.2806439,0.7878713,-1.8143632,-0.82357657,-0.43974727,-1.7709143,-2.0530205,-1.2195772,-1.9209627,-0.8850061,-1.5461109,0.77022445,-1.4665124,0.40480548,-0.9307531
Subject_34,0.91230285,1.9364182,1.4307705,0.4556604,0.40062672,-0.22210205,0.7388444,-0.6433034,0.5739547,0.50164706,-0.5127414,-1.0871962,-0.3054631,-0.9864707,-0.6741619,-0.7420554,-0.28359848,-0.18304251,-0.73432195,1.2489108,1.0148028,0.28813618,-0.32683578,1.376677,-0.9902553,0.51156354,-0.5536306,-0.742858,-1.9836506,-0.6186803
Subject_35,-0.39454353,-1.027128,-1.2064207,-0.7887243,-0.38826403,-1.1084381,-0.61087495,0.63946843,-0.88163555,0.34535432,-0.41478193,1.8935035,-0.26098073,-0.015382143,0.6629996,1.0189961,-0.42033327,2.059613,-0.23740073,0.32608062,-0.7914484,-0.25237122,-1.1926459,0.10541617,-1.1565168,0.2303847,0.17566575,1.1285168,-0.5575052,0.63841236
Subject_36,-0.03151212,0.22005083,0.7587513,-0.67974174,-0.38918597,0.4143113,-0.30742395,-1.050844,-0.8014571,0.50787044,-0.48790956,-0.87775266,-0.49968258,-0.8410184,0.71777976,-1.0963447,0.631778,-0.022899887,-0.6072713,0.1841862,-0.5390173,0.76431483,-1.5928493,-0.113826126,-0.88328284,0.8773135,-0.23989284,-0.7734354,0.6572456,-0.22608669
Subject_37,0.09402569,0.5540059,-2.0283818,1.177293,-2.7005227,0.10462527,-0.23459516,0.31755897,0.44560635,-0.9257254,-0.7409559,1.5358882,1.047246,-0.06518695,-1.830109,0.6400846,-0.8981869,0.26091605,1.479329,-1.8907942,0.33824667,-0.44356695,-0.67734456,0.38994524,-1.0608314,0.30083668,1.0850415,0.49540776,0.5576958,-1.138575
Subject_38,1.8342496,-0.58701277,-0.94714963,2.4562178,0.20272268,-1.3590455,1.3842196,-0.28343487,-0.44100714,0.4535817,0.7648458,-0.4905927,1.3791885,-0.22433315,-0.85599494,1.2293081,0.87228274,1.0097202,1.623546,0.46820503,1.6507428,1.7443728,0.8201256,-0.029331302,0.37505546,-0.6352447,0.32540023,-1.2451677,0.67242825,0.16687785
Subject_39,-1.1237401,-1.1972152,-0.8347826,-0.79962987,1.3713564,-1.0945472,-0.39119822,-0.4480147,1.2763811,1.011268,-0.9404398,0.8908763,-0.432074,0.88198674,1.0872632,0.3861514,-0.80558205,-0.39961216,-0.23993558,-0.12835689,-0.884951,-1.198031,-0.8812886,-0.905266,0.88121533,0.28928939,0.44528198,0.6582378,0.91646856,-0.44803315
Subject_40,0.64161116,-0.7635123,0.25599852,0.17057991,-1.2514241,2.1290047,-0.9046146,0.49552476,-0.3151549,-0.5747213,-0.3613502,-1.00777,-0.6044147,0.7396962,-0.2929031,-0.7213998,0.48653427,-0.6984986,0.80001694,-1.0709682,-0.5475423,-0.4934788,-0.7150381,0.5978994,-0.6320032,-0.18110271,-0.49260122,0.751001,0.5105068,-0.67502856
Subject_41,0.5594766,0.73966473,0.535652,0.5389903,-1.2152876,-0.47589684,-0.20221324,1.8046994,-0.2083043,-0.98648703,1.4872978,-0.52009183,0.33354512,-0.4101014,-1.7861848,0.056528557,-1.1345013,-0.53184605,0.3192473,0.44628346,2.210806,0.86511874,1.719844,0.560096,0.65320504,1.1460379,0.30999804,2.3372815,0.41918722,1.2543547
Subject_42,0.73255384,0.17680308,1.0016552,-0.03077793,1.245391,0.6032416,0.34594905,0.15799394,0.7291295,-1.4391971,0.33234718,-1.1148939,0.32457447,-1.9109131,-0.8855098,-0.78664404,-0.7043413,-0.9306001,0.7563235,1.1296698,0.4368326,0.9824577,-1.2287757,0.051441893,-0.78233904,-0.7367778,-1.7238907,-0.3329824,-0.9726281,-0.078481756
Subject_43,-0.68673897,0.03766165,0.22918479,-0.42295367,0.98684114,1.5011591,1.6290283,0.52569604,0.03447032,-1.1292074,0.80323225,-0.6821743,0.48918423,0.13753206,0.70672387,-0.93080604,-0.3284648,-0.35355344,-1.2129809,-0.8709746,-0.53937334,-1.1954943,-0.029578011,-0.19428252,0.5166414,0.07596134,0.32422197,0.9610004,0.3874243,-0.26361692
Subject_44,1.3499948,0.69806117,0.95047796,-0.5083893,-1.1865125,0.6183621,1.359305,0.58379054,0.4593778,-1.1757967,0.14652163,-0.6704171,0.45902753,-0.8575709,-1.5083331,-0.20372505,0.9025039,1.4835762,0.12489168,-0.3604516,0.3275308,1.586635,-1.1240611,-0.01471753,0.40877512,1.1365116,-2.5525165,-0.53691274,-1.838451,1.7189428
Subject_45,-0.10440299,0.7206361,-0.16449204,0.905014,-1.0388867,0.64914626,-0.3426936,0.5584494,-1.0399429,0.39555502,-0.5774976,-0.5698882,-0.23714957,0.8608478,0.010500521,-0.50628024,-0.8147812,-0.45093805,1.1672165,0.22257456,-0.17856845,-0.6975626,-0.65387595,1.2698967,0.817988,1.1671742,0.9437568,-0.9757363,-1.5970821,0.9597018
Subject_46,0.42443267,0.705109,0.76998544,-0.9134566,0.7469508,1.6445092,-0.7814744,-0.30936626,0.7188009,1.0071226,-1.2718215,1.7968658,0.2225141,-0.22323601,0.8899089,1.2398732,0.8214118,1.6587278,0.05295694,-1.0211004,-1.2653439,1.1702169,-2.075615,-0.6451729,0.046782453,0.49099293,-0.74912417,0.84264326,-0.5522132,-0.2406625
Subject_47,0.3129002,-0.46657076,-0.36915606,-0.5977847,-0.48984662,0.6609925,-0.70734537,-0.55684215,-0.21848889,1.0141151,-1.551385,0.024434997,-0.12812626,0.6063155,-1.2380993,0.2628865,-0.6472982,-0.99149024,-0.29995808,-0.55018115,0.4278032,-0.39908972,0.1924328,-1.0767771,0.7693408,0.46735045,0.6427976,-0.46033862,0.32396832,0.6125139
Subject_48,0.39110795,0.48566845,-1.0958494,0.6104921,-0.20635903,0.6648042,0.44982228,-0.7091803,-1.7271416,0.2173053,-0.43890357,-0.066068076,-0.31015596,0.13922442,-0.31395024,1.1277828,-0.63396496,-0.5953579,0.79653746,0.3232319,-0.50166523,0.52232134,-0.28953877,-0.76239794,-0.62437385,-1.5858061,-0.60318947,0.81277543,-0.9261675,-1.243884
Subject_49,0.25574335,1.4615954,0.9613701,2.3470862,0.7585159,0.23929681,0.8731163,0.09906032,-0.30303186,0.5556393,0.93543386,0.9733991,1.8302252,0.34411407,-0.9380553,0.27266943,-0.532818,-0.25675222,0.104031555,0.46668607,0.39677963,1.118025,-0.71050024,1.0724763,-0.72010326,0.7071786,-0.51273596,-0.16372725,-1.405516,-0.5007074
Subject_50,-1.0778693,-0.64130706,0.33592972,-1.5180523,1.0908691,-0.79988754,-0.35573134,-0.91960675,1.3059545,1.1112188,-1.2162477,-1.0089022,-1.2851629,0.9975609,0.77669436,0.24637082,1.0188986,0.3181384,-0.11967979,-1.2496529,-0.8279898,-1.2833915,1.5147644,-1.251376,0.582147,-1.0032773,0.89639735,0.099210784,1.4808153,-1.2859597
Subject_51,-0.6432706,-1.0134107,-0.84136736,-0.86278,0.8717364,1.3089181,0.34300762,-0.41792843,2.0740178,-0.2814012,-0.5204587,-1.3218995,-0.15554084,-1.5829573,1.1077862,-1.3274689,-0.12323712,-0.1551147,-0.6991039,-1.0638857,-1.3173463,-0.906777,0.6332783,0.39306387,1.0017198,-0.06101972,-0.2709102,-0.59217995,0.7052163,1.2067102
Subject_52,-0.57786506,-1.0574629,-1.0520412,0.42167935,0.3386061,-1.0636948,0.6081225,0.5029722,-0.018158011,-1.1253473,0.3076126,-0.87475085,-1.3619041,0.8126957,1.0180906,-0.94101024,-0.10252262,-0.98886555,-1.2700139,-0.1360467,-0.29762208,-1.5424815,0.40361378,-0.14005914,1.0343477,-1.1801897,1.056882,-0.89031994,0.9743374,-1.7210422
Subject_53,0.8560086,-0.5695629,0.08563866,-0.5244293,-0.17696407,-1.1204957,0.8861959,0.36546463,-0.30335194,0.45929727,1.199508,1.1521864,-0.7550116,-0.15301055,-0.10374686,0.0545941,0.2552934,1.1198534,-0.7216855,1.455032,0.76931876,-0.05843777,-0.7977464,1.3635203,0.95052373,1.602172,-1.8245604,0.17978679,-0.3724261,-0.92402333
Subject_54,0.7589655,-0.81761676,0.90093845,2.0974927,-1.1327795,1.4851828,-1.830355,-0.26493776,-0.8584364,-0.21917517,-0.74265647,2.491658,0.95667344,0.46701866,-0.51040184,-1.0364012,-1.3046392,-1.1450791,1.9295707,0.83428293,-0.24274302,-0.10965365,0.5933282,1.2198893,-0.5465557,1.1733104,0.2314413,0.8606413,0.47503164,-0.50010663
Subject_55,-0.25735995,-0.2428228,0.53495055,-1.0076487,0.5905574,-1.0643879,-0.5456729,-0.3385626,0.41473877,1.2069305,-0.49528912,0.37627256,0.5866674,0.8967833,-0.43359205,1.8118939,0.794597,0.5182117,-0.48272496,1.753108,-0.3108318,0.15538874,1.627795,-0.09014825,1.3735008,-0.41935736,0.5352857,-0.016390935,0.5377204,-0.37401533
Subject_56,-1.544746,-0.6181572,-1.3150241,-1.1682062,-1.2796439,-0.35054648,1.358956,1.9470031,0.7422882,-0.17536822,1.2961901,0.729091,0.5525473,1.607756,-0.89994425,-0.70943177,0.7252863,0.7281215,0.5362503,-0.83642286,1.9363179,-0.4563617,-0.29087207,-0.40026549,-0.7113103,-0.18293299,1.4916514,0.9120997,0.68570256,0.7494857
Subject_57,-0.23962751,-0.89793634,0.47402984,1.3491657,-0.07753751,0.9319842,1.1317116,1.4081557,0.66656834,-0.89230937,1.3343625,1.7826405,1.392201,0.62539256,-0.9176086,1.3200573,0.8511296,1.0895005,0.09050251,0.52147967,1.5318718,1.290487,-0.21992503,0.6555223,-0.882934,1.1636246,0.4482272,-0.31891972,0.2946804,1.4320134
Subject_58,2.8728187,0.23853323,0.73458755,2.2916577,-0.82693857,1.1727443,-1.3835814,-0.81852394,-0.17860764,1.2798028,-0.38603523,0.11636945,1.5956078,-0.91750634,-1.1226357,-0.052657813,-0.6145328,-0.8760798,0.45504212,-0.16992189,-0.14629403,-0.06806685,0.7698087,1.0915049,0.5524723,1.041986,-1.21074,0.69890136,0.7166683,-0.84885216
Subject_59,-1.2369246,-0.72164714,-1.1548893,0.27352002,-0.6610361,-0.049050312,-0.78250635,-0.63510805,0.9040455,0.98886067,-0.045443635,0.44899008,-0.11375564,0.7887322,-0.46089935,-0.68168545,0.48455772,-0.03758374,-0.22525804,-0.47307563,0.9450644,0.53121877,0.29373378,1.2935159,0.8943353,1.7026004,0.8488538,0.80885494,0.33225855,0.40003037
Subject_60,0.4284011,-1.5715965,-2.150407,-0.47203267,-0.9254208,1.5154054,-1.7709033,-0.7655691,1.4323341,1.1557405,-1.6317426,-1.1816797,0.32248756,-0.4030281,0.6918969,-0.6269384,0.81325626,-0.83792764,1.0904571,-1.6115358,-1.1426483,0.010932355,0.86980915,-0.9676821,1.331298,1.0818971,0.93250525,0.6188184,0.8772164,-0.3477753
Subject_61,-0.30315673,-0.6031935,0.6336327,0.0086343875,0.25247988,-0.49917465,-1.4302003,-0.5120503,-1.4313915,1.3155559,-1.7934961,-1.3341621,-1.3756875,0.38209358,0.90387833,1.0086919,1.1330215,-1.1299845,-0.66950655,0.23661517,-0.5805259,-0.82029444,0.7896949,0.50212944,0.8997332,-0.6359908,0.27486837,-1.4317565,-0.74429995,-1.0659494
Subject_62,1.2611043,-0.45633644,1.7023745,1.8536979,0.6442606,1.1372361,-1.9182725,-1.1833607,-1.2894489,1.103717,-1.1331515,-0.5426277,0.24503799,-2.0185564,1.2140799,0.8614259,0.83860636,-1.0526592,-0.5298893,-0.042494223,-1.0656804,-0.87815577,0.33765396,-0.27274796,-0.3702693,-0.94286776,-0.69927233,0.035584237,1.0674866,-1.4382304
Subject_63,1.6952106,1.1981018,0.48942408,1.7252237,0.7917504,1.0478278,1.2349628,-2.027055,-0.018998116,0.588345,2.397034,1.7430023,1.3009149,-2.0190792,-1.0804911,-1.8367512,-1.0586032,-0.28887784,-1.822892,1.5141681,1.6498953,3.0436954,-0.6898642,1.4878385,-0.76562464,0.49440464,-2.4777462,2.8861296,-0.06324163,0.9186345
Subject_64,0.78567606,-0.6015666,-0.97041005,-0.75687236,0.340549,0.07256163,0.7226375,-0.4340831,-0.17695753,0.6250721,-0.38298956,0.27903652,-1.0910165,-1.2869663,1.1847245,0.5797371,0.5704606,-0.18044998,-0.9977977,-0.17435826,-1.513658,-0.56935483,0.8413963,-0.38157704,-1.1859133,-1.2247447,-1.3354694,-0.6615448,-0.5071631,0.041236978
Subject_65,-0.61125267,0.3101583,2.0876727,-1.8579061,0.8931837,1.8747647,-0.7001336,0.360149,1.1186423,1.0824881,-1.1689488,-1.3358154,-0.8499661,-0.44097757,-0.24245642,-0.017789286,1.0904859,0.7776587,-0.9107773,-1.2875797,0.25548255,0.537461,-1.3544784,-0.63595074,-0.63914734,0.22639558,-1.5637121,-0.7922314,-1.9995395,0.37348944
Subject_66,-0.6400428,0.9668209,-0.025696311,-0.4101158,1.5709366,-0.9825759,2.3265424,-0.35354134,0.7071263,-1.7349435,0.59176826,-0.56270295,2.520034,0.08134705,-0.62019795,0.51382565,0.028635193,0.98642224,-0.8378013,-0.43122694,0.7420708,1.493125,-0.283203,0.67236656,-0.6878396,0.5908452,-0.4939198,-0.76369303,-1.3483377,-1.0452473
Subject_67,-1.1319176,-1.9342959,-0.120790616,-1.1493208,-1.4517906,1.271725,-1.5014392,-0.22992112,-0.2094003,0.7047615,-0.9995862,0.9343857,-1.7638115,1.7857926,1.7798638,-0.47515884,-0.7036677,-1.5156516,0.48234102,0.66879773,-1.0933241,-1.915468,0.67608356,-1.9555098,1.3182898,-2.1738353,0.833486,0.37397647,-1.4049245,-1.3393159
