Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.73538774,0.08975326,-0.5329679
Subject_2,0.6267347,1.113206,1.2967992
Subject_3,-0.19731604,-1.3381354,-0.45415998
Subject_4,-0.7155296,0.7770174,0.027563693
Subject_5,-0.42002398,0.4750091,-0.8841109
Subject_6,-1.9639391,-1.5713903,-0.16542132
Subject_7,0.10271939,0.07950115,0.10790464
Subject_8,1.5599469,0.057005644,0.38574418
Subject_9,0.3462165,3.5126812,0.022718808
Subject_10,0.5158185,0.51994,-0.10518322
Subject_11,-0.8052472,0.10325991,-0.35615623
Subject_12,0.4612659,-2.7869308,0.93479466
Subject_13,-1.119678,4.0720067,-0.8584292
Subject_14,-0.12572452,-1.463095,0.76433164
Subject_15,-1.7495421,-0.6008182,-0.6626895
Subject_16,-0.5669912,-0.53377897,0.67706174
Subject_17,-0.86136866,-0.76531905,-0.29755667
Subject_18,-2.3119414,-7.675752,-0.18434446
Subject_19,-1.0353638,-2.553526,-0.5979201
Subject_20,0.470004,1.3105155,-1.4926101
Subject_21,-0.51592904,-1.4203649,-0.061526682
Subject_22,-0.29368353,0.8932312,0.25860447
Subject_23,-0.4639381,-2.9680228,0.3868124
Subject_24,1.3105141,0.60371745,-0.69881505
Subject_25,-1.3556927,2.8715763,-0.9216438
Subject_26,-2.8124244,-0.87452036,-0.9125886
Subject_27,-2.599345,1.5722272,-1.5366848
Subject_28,0.37438554,-1.5827863,1.2793386
Subject_29,-0.9598681,0.29441783,2.354073
Subject_30,0.18075183,2.6767192,-0.291593
Subject_31,-1.457013,1.9297942,-0.4368153
Subject_32,-0.29136446,-0.6281453,0.20262522
Subject_33,-1.8747584,-1.0975586,0.066528015
Subject_34,0.22603175,-2.6209052,-0.76637864
Subject_35,-1.17231,-1.0592461,0.23809014
Subject_36,-0.718656,1.1748397,0.73206747
Subject_37,-1.3781476,0.9903458,-0.8282395
Subject_38,0.57977355,2.1206172,-2.1123915
Subject_39,1.4389102,1.082819,-0.7942494
Subject_40,-0.11887871,1.4649718,0.35233152
Subject_41,0.08560613,-0.9363056,-0.2057621
Subject_42,-0.8218619,0.75009596,0.39857447
Subject_43,-2.1686718,1.1069452,-0.37297565
Subject_44,-1.6239575,0.14715452,1.1947526
Subject_45,-2.2336724,1.4926137,-1.6026555
Subject_46,-1.6276339,1.9764761,-0.033822495
Subject_47,-0.7633018,-0.74125683,1.0402472
Subject_48,-0.7550943,2.0164185,-1.1685122
Subject_49,1.6980631,0.93773633,-1.0151649
Subject_50,0.09005094,0.6877143,0.3117577
Subject_51,-1.0842348,-2.0892174,-0.91024864
Subject_52,-0.1944195,-1.1606175,0.18421157
Subject_53,1.3131987,-0.9636257,0.21075165
Subject_54,1.2024986,-1.7525073,-0.6976439
Subject_55,0.8542554,2.7604473,0.121864766
Subject_56,-0.42192084,-1.3197055,-2.0990725
Subject_57,0.11083662,1.1671178,1.3051692
Subject_58,-0.20402408,3.246431,-0.21262163
Subject_59,0.46677598,-0.7905987,-0.99518895
Subject_60,-0.87156475,-0.5057434,-0.41847003
Subject_61,-1.4305106,-0.6335861,-0.7902679
Subject_62,0.6860955,-3.708696,-1.1439592
Subject_63,1.03745,-0.026399406,-1.5593615
Subject_64,-0.11613264,1.6494027,-0.47554648
Subject_65,-0.23410994,0.8336015,-1.5520555
Subject_66,-0.93319094,-2.173923,-2.2441955
Subject_67,-0.17884934,0.14355952,-0.4697919
Subject_68,-0.18352081,-2.0371594,-0.15479974
Subject_69,1.7338705,-4.821389,0.13830729
Subject_70,0.69044054,0.74798065,-1.2010161
Subject_71,-0.62668884,0.043137234,-1.0665603
Subject_72,-0.80533427,-0.5885751,0.049422912
Subject_73,0.09305552,-1.3096141,0.08756848
Subject_74,0.14839962,-0.9790835,1.1518995
Subject_75,-0.672885,0.49014935,-1.0051566
Subject_76,-1.4353852,1.7655209,0.9068858
Subject_77,-1.3174363,3.1295445,-1.185936
Subject_78,0.16248867,-0.40142852,0.39661744
Subject_79,-2.2707434,-2.821358,0.4453995
Subject_80,-0.49885607,3.1881714,0.35720408
Subject_81,0.97119254,-1.0078616,0.5829926
Subject_82,-0.21809311,-0.77933574,0.755613
Subject_83,-1.2206188,-1.3705436,-0.61636615
Subject_84,1.345385,0.6364016,-0.5462146
Subject_85,-0.27267742,2.6294332,-0.16803396
Subject_86,-0.14782865,-0.88245934,-0.5100964
