Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.16051699,-0.964021,-0.5511395
Subject_2,1.237032,0.65011024,1.4738116
Subject_3,-0.03231086,-0.38237116,-2.3168166
Subject_4,-1.1117784,0.69874394,-2.5699003
Subject_5,0.6344963,-2.7920911,-2.4032624
Subject_6,-0.65226674,0.6263376,0.33431473
Subject_7,0.10807557,0.37403503,2.260742
Subject_8,-0.0422586,1.7914262,-0.34352258
Subject_9,1.274837,0.41136047,0.7661292
Subject_10,0.45449984,-0.20368229,-1.4340001
Subject_11,0.5486957,0.536119,0.20929196
Subject_12,-0.79728776,-0.7046676,1.6512517
Subject_13,7.476613,0.784805,-0.69583833
Subject_14,-0.52982485,0.57619363,0.09421556
Subject_15,-1.4159629,-0.34417415,1.3329753
Subject_16,-0.06897972,0.7584599,0.36138842
Subject_17,1.935293,0.9308353,-0.103445046
Subject_18,-2.3048813,0.23675767,-0.5542451
Subject_19,-1.2450997,-1.3369085,-0.54704654
Subject_20,4.240559,-1.2955984,1.4313607
Subject_21,-0.48908046,-2.252837,-1.4888268
Subject_22,0.27199218,-0.35475624,-0.8373814
Subject_23,-0.97476137,0.81806153,-1.701116
Subject_24,0.14001274,-0.87454134,0.44253847
Subject_25,1.8543942,-1.0138999,1.9699727
Subject_26,-0.79120666,-0.041913345,-0.0002528275
Subject_27,1.0397545,-1.4238749,-0.6214426
Subject_28,-0.8081214,-1.0298512,0.8475938
Subject_29,0.4570624,1.1771773,-0.5706704
Subject_30,1.5437545,-0.36178258,1.4458551
Subject_31,-0.3993113,0.39527354,0.16812533
Subject_32,-0.10445269,1.0480111,0.14588466
Subject_33,-0.8236323,1.3136276,-1.2324811
Subject_34,-2.093925,-2.1478782,0.058386944
Subject_35,-1.2287993,0.5962468,1.2077327
Subject_36,1.0503894,-1.3006619,1.678435
Subject_37,0.8075938,-0.22034933,-0.7095655
Subject_38,1.6492035,0.31248882,1.4016864
Subject_39,0.85423,1.5427203,-1.6876695
Subject_40,0.24819683,0.8260233,1.9298841
Subject_41,0.48997915,-0.027053485,-0.21166427
Subject_42,0.3268624,-0.62326527,0.6532365
Subject_43,1.8606322,0.229124,-1.5658145
Subject_44,0.31396893,0.46013907,-0.90764487
Subject_45,0.80292046,-2.0819092,-0.30753225
Subject_46,0.83645403,-0.6821875,0.9831068
Subject_47,-0.7701823,-0.97707117,0.83926004
Subject_48,0.5360621,0.46189764,1.0349196
Subject_49,0.37301275,0.57233036,1.7485815
Subject_50,0.60540175,-0.37561622,0.014231956
Subject_51,-0.5687383,-0.47701296,0.2397301
Subject_52,0.283566,0.6128606,1.0728064
Subject_53,-0.8291161,0.5243477,0.63718337
Subject_54,-1.7151765,-0.4904241,0.6318956
Subject_55,1.795501,1.3145548,1.9045761
Subject_56,-1.4249786,-0.8401579,0.53953475
Subject_57,-0.26289928,0.40398723,-1.3818616
Subject_58,2.2783449,1.3490318,-0.16825011
Subject_59,-0.29746878,1.2015426,-0.36343282
Subject_60,1.4524233,-0.6127062,0.25678977
Subject_61,0.97363836,-0.14088264,0.9308525
Subject_62,-1.7905941,0.42154014,0.5893432
Subject_63,-0.08009925,-0.26049006,-0.51894444
Subject_64,2.579976,-1.8362075,-0.65945303
Subject_65,-0.9363085,0.67649215,-0.86201215
Subject_66,-0.17103124,0.7884546,-0.25939527
Subject_67,0.7532035,-0.58895415,0.26859167
Subject_68,-2.0198028,-0.6717735,-1.1915255
Subject_69,-1.8797872,-0.16847092,-0.8855124
Subject_70,0.6153862,1.6854511,-0.32148606
Subject_71,0.25389335,0.13627905,-0.6809744
Subject_72,1.4771965,0.103202224,1.2856903
Subject_73,-0.7957981,0.78366697,0.8781895
Subject_74,-1.0758747,0.48681033,-0.11778583
Subject_75,0.07355557,-0.49141827,0.25205755
Subject_76,0.8239916,0.20067318,0.02431892
Subject_77,1.3300158,0.065405846,-1.635189
Subject_78,-0.54984003,-0.16659449,-0.21229683
Subject_79,-2.096599,-2.0123315,2.2434995
Subject_80,2.1438017,1.5601207,0.100333296
Subject_81,0.3952676,0.84506714,0.6914198
Subject_82,-2.4835086,0.86227286,-0.59089375
Subject_83,-1.3693755,-1.253849,1.8138747
Subject_84,-1.3899397,0.01101903,0.38053834
Subject_85,1.3265163,-0.8437524,1.077506
Subject_86,-0.71001875,-0.050907902,0.24552745
