Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.07313662,0.6984756,-1.442348
Subject_2,-0.8834169,-0.25244334,-0.45841128
Subject_3,-0.19022502,-0.05013173,0.4443776
Subject_4,2.0130367,0.489689,1.464126
Subject_5,2.0967822,-0.7702354,0.659198
Subject_6,-0.39818504,2.1693103,0.22515051
Subject_7,-1.4859518,-0.023815213,-1.1929511
Subject_8,-0.16195923,0.30022883,-0.37852907
Subject_9,-2.0367944,-1.8966956,2.7626088
Subject_10,0.30466336,0.8752887,-0.7772202
Subject_11,-0.25674942,-1.1030906,0.8644504
Subject_12,-0.104155935,3.2046273,-2.7869382
Subject_13,0.06775162,-0.82822806,2.918483
Subject_14,-0.7592179,1.3659731,-2.695059
Subject_15,-0.9045085,1.0072203,-1.4884701
Subject_16,0.7160873,0.91523707,0.4912444
Subject_17,-0.45125508,-0.6688983,0.32762626
Subject_18,-0.49091452,0.55700326,0.7215788
Subject_19,0.22419856,0.12652415,-0.22978857
Subject_20,2.673229,1.104065,0.3112645
Subject_21,0.24338375,-0.154587,-0.31565455
Subject_22,-0.22859576,-1.5730824,0.48843506
Subject_23,0.30309293,2.6252031,-2.6954634
Subject_24,-0.72719306,-0.1458712,0.8123634
Subject_25,-0.9412731,-0.6276975,-0.626637
Subject_26,-0.58434355,0.9791552,-0.9650747
Subject_27,1.1487366,-0.16449502,-0.09741921
Subject_28,-0.18458755,0.80653965,1.0886515
Subject_29,-0.16780554,0.06326317,-0.0394587
Subject_30,0.3771232,-1.3459998,2.056095
Subject_31,-0.11404732,-0.73951936,0.42938375
Subject_32,1.1114714,0.14712076,-1.024539
Subject_33,-0.20696358,2.6151195,-0.9361591
Subject_34,1.4576062,-1.5635747,1.6859119
Subject_35,0.76553774,-0.041142803,0.5284823
Subject_36,1.2606144,-0.21160991,-1.4944075
Subject_37,-1.3110371,-0.42133984,0.12970635
Subject_38,-1.0174843,-0.16410883,-1.4481186
Subject_39,0.36412296,-0.96259564,0.52736974
Subject_40,1.3466496,0.058402203,-1.4168751
Subject_41,0.011440333,-1.6438204,1.5214097
Subject_42,0.050575368,-0.9976789,1.0870408
Subject_43,0.25961202,1.0346674,2.2372842
Subject_44,0.32619625,-1.2713963,1.0495363
Subject_45,-0.2119203,-0.29732966,0.9585197
Subject_46,0.63935566,-1.5998927,1.5901318
Subject_47,0.46315563,0.62869406,0.71879935
Subject_48,-1.2991327,-1.5506444,1.67977
Subject_49,4.4528303,0.035319608,-1.0905643
Subject_50,-0.6269987,-0.64279896,0.5571621
Subject_51,0.99517316,-0.78796965,0.48605776
Subject_52,0.6244531,-0.13025653,1.0150018
Subject_53,-0.068527296,1.4276714,-1.0059296
Subject_54,-0.80652165,2.8525145,-3.1203985
Subject_55,0.018374097,-1.1196691,2.017991
Subject_56,0.21217015,-1.9208224,0.773286
Subject_57,-0.23723145,1.7009703,-1.7756997
Subject_58,0.5842347,-2.8557808,2.96021
Subject_59,-0.4356775,-0.55889213,-0.47729605
Subject_60,-0.32937288,1.4221289,0.388157
Subject_61,0.45669734,-1.3448977,2.3324976
Subject_62,-0.084051125,-0.09002048,1.0153365
Subject_63,-0.029222347,0.0027702793,1.7118775
Subject_64,0.23539144,-0.2164711,-0.8812374
Subject_65,0.31351224,-1.2396437,0.75494516
Subject_66,-0.37404546,-0.53307915,-0.63107896
Subject_67,1.457077,1.1240838,-1.2465032
Subject_68,0.1952324,-0.42821363,-0.2303521
Subject_69,-0.8544552,0.59519863,-1.6557367
Subject_70,-0.7574632,0.5468553,-0.07133954
Subject_71,-0.32787067,0.5159978,-0.8245748
Subject_72,0.16635142,-1.7636715,1.0078242
Subject_73,-0.4543985,1.2788937,-0.9478762
Subject_74,0.026483295,0.8258067,-0.7920525
Subject_75,1.7287269,-2.2014627,4.784792
Subject_76,0.62912494,-1.4397188,1.0070186
Subject_77,0.111785635,-1.3528504,1.3606342
Subject_78,1.2533536,0.75355417,-0.8628408
Subject_79,-1.2752843,0.07456362,1.895088
Subject_80,0.06597908,-1.0417947,1.8194853
Subject_81,-0.52441216,1.2653614,-2.1427023
Subject_82,-0.98494786,2.1981044,-1.0431691
Subject_83,3.8566945,1.7889234,-2.4756787
Subject_84,0.72400725,-0.78369427,0.2370185
Subject_85,-0.44235903,-2.0900538,0.49318156
Subject_86,-0.10441071,-1.0565517,1.1678132
