Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.15878902,-0.030206192,-0.31744668
Subject_2,-0.23354685,-1.2086451,-0.88595665
Subject_3,-0.10856095,0.15082964,-0.29322812
Subject_4,1.2475845,1.050386,1.0533634
Subject_5,-1.2335879,0.37504318,0.15487322
Subject_6,-0.7384486,-0.48424628,-0.48530823
Subject_7,-0.6676931,0.3308334,-0.4271338
Subject_8,0.082763836,-0.5550072,-1.0299225
Subject_9,1.01033,0.76521814,0.05101963
Subject_10,0.22168534,-0.35118827,0.12191193
Subject_11,-0.45570365,1.241099,-1.0937477
Subject_12,0.34618303,-1.1874622,-0.063794106
Subject_13,-0.5738855,-2.2429311,0.18429153
Subject_14,1.2933974,1.0052066,-0.11001612
Subject_15,0.9080655,-0.13084476,-0.016740695
Subject_16,-1.7510297,-1.0331765,0.48659933
Subject_17,-0.79151845,0.10602379,-0.21221888
Subject_18,0.0030995263,-2.1375682,0.19629544
Subject_19,-0.3010024,-2.6804545,0.8666502
Subject_20,0.011506503,0.3372827,1.7643034
Subject_21,-0.096652225,-0.37250912,1.04244
Subject_22,-0.7387007,-0.94208235,-0.2660456
Subject_23,-0.8100232,-2.963383,0.7057298
Subject_24,0.15295868,0.18176122,-0.5322299
Subject_25,-0.08566113,0.5345289,-0.69860333
Subject_26,-0.25974977,-0.29498115,-0.07931361
Subject_27,-0.071432084,0.8695261,-1.0789716
Subject_28,0.97991073,0.5212275,0.9409479
Subject_29,0.43975496,-1.1594934,-0.4627001
Subject_30,-1.2213992,0.35516876,0.78287095
Subject_31,1.5758078,0.5302262,-0.09293243
Subject_32,-0.64773035,-1.606941,0.26439387
Subject_33,0.6974826,0.29975384,-0.40983856
Subject_34,-0.29258463,-0.7119332,1.4055847
Subject_35,-0.41951174,0.26284578,1.0922427
Subject_36,-0.96101826,-0.3953647,0.94075423
Subject_37,0.03088495,0.80112153,-1.232923
Subject_38,-0.48003638,-0.13389099,-0.17598742
Subject_39,0.41316637,-0.32447115,0.14364876
Subject_40,1.9409862,0.83678395,-0.6270979
Subject_41,-0.43401164,0.32521987,-1.5808815
Subject_42,-0.9494011,0.540529,1.9737041
Subject_43,-1.0460323,0.7475601,0.3591222
Subject_44,-1.3950653,-0.33623123,-1.4996343
Subject_45,-0.15727898,0.043356217,-0.9163483
Subject_46,-1.4211463,-1.3802454,1.9190642
Subject_47,-0.5894205,-0.10177272,0.3352857
Subject_48,-1.1446282,-0.7017628,-0.096824154
Subject_49,0.0044662743,-0.99813825,3.5327342
Subject_50,-2.3212857,-0.8529251,-0.53802544
Subject_51,-1.243424,0.6433732,0.8032598
Subject_52,0.24577215,-1.011081,1.5618122
Subject_53,0.57618415,0.8198026,0.21262643
Subject_54,0.36699456,1.2486699,-0.15376277
Subject_55,-0.52075464,-0.8490583,0.030658303
Subject_56,-0.22221366,-1.5713133,-0.048668195
Subject_57,1.3010124,0.49101514,-0.7428672
Subject_58,-0.6440867,0.49709332,0.20959239
Subject_59,0.25695866,0.45256257,-0.23775142
Subject_60,-0.8150941,0.5433678,-0.06395297
Subject_61,-1.0161225,-0.49454215,1.3800737
Subject_62,0.07279499,-0.32453954,1.0832098
Subject_63,-0.49702314,0.7619792,0.3901339
Subject_64,-1.1277025,0.9347066,1.2076283
Subject_65,-0.46806234,-1.1447412,0.36340564
Subject_66,-0.58801264,0.46809196,-0.37635717
Subject_67,0.3817002,-2.517603,1.6436707
Subject_68,-0.3612647,0.3240108,1.0261202
Subject_69,-0.08007504,-1.3763276,-0.5067827
Subject_70,0.72879845,0.81235754,2.8055892
Subject_71,-0.35460597,0.19604756,-0.077822395
Subject_72,-0.38466445,-0.117109835,0.41707307
Subject_73,0.21959235,0.7188446,-0.43247703
Subject_74,0.09032626,0.12897597,0.10581587
Subject_75,-0.824141,-0.7597708,1.0892588
Subject_76,-0.40975505,-1.5155567,1.0705894
Subject_77,1.2426962,-1.1273245,0.27091923
Subject_78,0.34826615,0.05903957,2.4062216
Subject_79,1.39374,1.4330693,-0.3190509
Subject_80,-0.45258415,-1.1539283,0.40796295
Subject_81,0.6418641,0.5769266,-0.40633953
Subject_82,0.4553114,-0.51920724,-0.33276626
Subject_83,2.1965036,0.105425246,2.4353704
Subject_84,-0.563745,-1.3353179,0.4593924
Subject_85,-0.6807195,0.8800331,-0.2666948
Subject_86,-0.1183935,-0.45459035,-0.42820495
