Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
Subject_1,-18.181279461900843,17.28221643994749,-3.728020963331374,3.302165713931367,8.009323135198178
Subject_2,41.30120230344862,16.285597663567156,-12.389064012839576,-10.604981050156495,-2.2947453383897214
Subject_3,-9.455673722678045,6.185211843437254,1.0109277199048088,5.408004999274485,1.3723174840882262
Subject_4,-17.104458237382417,-5.599065271912604,8.71951075087907,1.2852457626997111,-9.061781367993158
Subject_5,18.447220187473732,-13.257643394571032,16.89890854551625,9.924947031682724,10.181033832019681
Subject_6,25.278523995265544,12.770163419910874,-3.882640198228898,5.746757705393383,-7.55221341073729
Subject_7,36.99300154111476,1.700165283796987,18.036689509300206,1.863008831517174,-14.862273175909223
Subject_8,14.403669884139227,-8.41482057139756,-3.726092128070747,8.20152175915233,7.798150768830671
Subject_9,2.9543365638743904,-18.30611900350395,-13.479743715160081,-15.762545402751984,-17.83913215850372
Subject_10,26.03974071579291,-11.66849801407501,20.506536027974988,3.910847015959543,3.3372912952291878
Subject_11,26.024073583847603,11.453651507906002,-10.029615715598771,-19.157053649018014,27.663021541062346
Subject_12,-0.14567278077267484,-26.227744943671592,-2.9879713928553606,6.079865749747581,8.789296219198768
Subject_13,31.155836457171016,-4.021272153788416,-11.58610222337838,9.15525279408704,-17.147273886627598
Subject_14,-44.667676635549505,-6.328580351520138,-9.710665013634104,-6.06629306047664,-3.860030151264903
Subject_15,-9.64313919306211,2.2275813073878297,9.932533434407576,-4.66406813271324,4.139176477318418
Subject_16,47.20749101747202,9.085813861062555,7.571719306821687,13.420563474348628,-1.550455327419632
Subject_17,-3.522529409046591,4.559423636864352,7.869064636127687,-17.256762103999893,2.5113226225186214
Subject_18,-56.698378468713834,13.85783229655143,11.308798774665279,-3.6943958641251218,7.168994080080043
Subject_19,-7.028020637075519,-2.3313633557560527,-0.6074040580509472,1.7614875387165778,0.9013882850508333
Subject_20,35.662691846568784,-25.19594280857466,-8.387622570983847,2.234263375571745,-3.8984010299457754
Subject_21,3.8904948443369762,0.9179806651728745,-0.9651592783428298,-8.451980799100523,9.413277589772704
Subject_22,-37.208640890830715,-6.575991140255514,7.577273677075584,-8.969581593704078,4.4201139008658386
Subject_23,-8.66076370859799,-2.93777495436545,2.5444005043329536,-2.0624970903478537,14.98383311531524
Subject_24,-7.621342923569331,3.3912606000181884,-8.891587525650866,-3.032420693327504,-6.942949300640661
Subject_25,7.943565357568993,-1.8008784537791749,-8.070037156735555,2.841052311423099,7.382679617163606
Subject_26,-33.199488766747436,-8.830860316244106,5.2628892568950265,-4.319735904163992,2.4088859392657924
Subject_27,-21.13829230193231,10.87166798154797,8.872073754764644,19.698224206810416,-4.923627745035105
Subject_28,13.421207870832514,6.669786430727157,-5.8044196832632435,6.552151946698344,-4.488916912482094
Subject_29,-32.67127294857699,2.9428756965788363,-4.312781322393774,-5.733722694393653,8.310077205861944
Subject_30,14.696705685320312,15.5569858834765,0.7043445093698254,-11.034383964502421,0.6493147834369107
Subject_31,-10.431467841623475,-6.333306787070743,2.390027645475999,-8.098212592985984,-4.046718653819452
Subject_32,38.909345636508775,-25.4198152795885,27.016113792534004,-5.7079991479401375,-1.3885431280874072
Subject_33,-38.44431010988976,4.462327257327034,5.299976755931853,11.764516758361284,-14.288655900790562
Subject_34,-46.86468235216545,20.516331103444262,4.613059075643581,1.685258884526685,7.347731276392723
Subject_35,26.810430845676603,21.69464170611532,8.704501314370809,-0.8256869626974128,0.5140496252386423
Subject_36,8.76193659266148,-13.737191078453032,-3.3036972342637667,22.380887488371638,28.065247578425982
Subject_37,2.219715295969046,10.368043728704563,-4.27449165830503,9.89007342024231,-6.433563170739382
Subject_38,9.345551019947845,-13.680912103192693,-23.647793994954256,-5.238563968085412,9.33031144152145
Subject_39,35.56519652664642,-14.697144329404967,-14.33493374355998,-14.412200598735211,-7.3618115650468665
Subject_40,-27.763874243439265,-10.312639029903288,6.471440825200925,7.583675703190841,9.562008878809992
Subject_41,-13.612483708095413,4.491257496555477,-11.408220362541176,1.9384489601762296,-11.075689211965386
Subject_42,19.920082325548098,-12.845924183092405,-0.06881554276662938,-13.656601916143984,-20.629560350854053
Subject_43,21.325219669190506,26.35347502942006,2.569762690078628,7.930589917985933,-9.122492139888925
Subject_44,3.0990887946481527,-0.5826845733951643,13.915881261562065,-2.3731981296031845,-0.6626941135851792
Subject_45,31.95421913104389,-1.9760849155175608,-3.255166922412603,21.241252172248135,-19.241743611463647
Subject_46,-17.649741353931848,-1.8324780263554852,-2.347043971847315,-0.22529856285755825,-2.529978568265537
Subject_47,11.930636168302938,-3.7202961972344184,-15.18607684056184,26.08973571563273,13.477649031435371
