Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.8368156,0.29054967,2.1716664
Subject_2,1.5018808,1.36895,-0.31012726
Subject_3,0.22031248,-1.2382054,0.41455564
Subject_4,-1.1479006,0.48536336,0.02488435
Subject_5,0.50907916,0.39753583,0.059690718
Subject_6,0.0014984981,-0.66530246,-0.109769695
Subject_7,1.034073,-1.172,-0.3994132
Subject_8,0.4306359,0.11137538,0.7195905
Subject_9,1.066126,4.0388308,-0.5650922
Subject_10,0.1596057,0.54073644,-1.5853813
Subject_11,-0.5573067,0.20174968,-0.7261502
Subject_12,0.69402313,-1.9478238,1.0621845
Subject_13,-0.2595341,4.490943,1.161437
Subject_14,-0.18881954,-1.5970824,0.19144282
Subject_15,-0.5447032,2.2499056,1.8312835
Subject_16,0.74498045,-0.5175788,2.264141
Subject_17,-0.70585644,-0.92229736,0.17520644
Subject_18,-0.08354138,-7.31546,0.4637525
Subject_19,0.7740599,-2.8696036,-1.1742615
Subject_20,0.37776282,1.7457919,0.18161587
Subject_21,0.6192141,-1.650581,-0.69172
Subject_22,0.18053137,1.1540046,-0.45084748
Subject_23,-0.49812415,-2.3722842,0.31041455
Subject_24,1.3527622,0.354056,1.0732961
Subject_25,0.14685014,2.2736328,-1.2790672
Subject_26,-0.9605938,-1.1329541,-0.2092503
Subject_27,-0.68606806,1.5647658,0.85826904
Subject_28,-0.509936,-1.9761202,0.7777583
Subject_29,0.033402137,0.3304749,2.8132973
Subject_30,1.2012392,2.350359,-0.3924665
Subject_31,-1.655291,1.4283185,-1.1868607
Subject_32,0.014276623,-0.70300496,-1.3376372
Subject_33,-1.6587553,-1.236625,-1.4203743
Subject_34,1.4585757,-2.3721504,-0.66807127
Subject_35,2.735945,-1.1716547,0.20646632
Subject_36,-0.30143067,1.4684612,1.8364416
Subject_37,1.1830652,1.312719,-0.033500273
Subject_38,-1.1811552,2.6754143,1.3474662
Subject_39,0.04537032,0.87317455,-1.6565586
Subject_40,1.1185523,0.5654101,-0.8305185
Subject_41,-1.8515743,1.7313169,0.6092855
Subject_42,0.865263,0.63921493,0.9582113
Subject_43,-1.4087204,1.2996866,0.15321448
Subject_44,1.5700821,0.22225419,0.00027662143
Subject_45,-0.4884606,1.3122725,-0.28433996
Subject_46,0.5515114,2.5100951,0.4249689
Subject_47,1.059512,-0.50641996,-1.7191663
Subject_48,0.56294626,1.9905542,1.009882
Subject_49,1.6813518,0.9293103,0.27990663
Subject_50,-0.0076701795,-3.7304478,-0.52600336
Subject_51,1.962867,-2.0706992,-0.37911978
Subject_52,0.12947792,-0.8507956,0.9134341
Subject_53,-0.9504525,-1.3090497,-0.9183994
Subject_54,0.74799025,-2.2307272,0.41881922
Subject_55,-1.416311,3.5959833,1.6626102
Subject_56,-0.74953705,-1.1096606,1.4322385
Subject_57,0.93850344,-1.2133815,0.13392103
Subject_58,0.74091613,3.9730453,1.1800749
Subject_59,-0.69312793,-1.0069813,0.23757945
Subject_60,-0.544503,-1.5174794,1.1478951
Subject_61,-0.18715139,-2.5632598,0.05124838
Subject_62,-0.8104126,-3.2716575,0.4511828
Subject_63,0.6130405,-0.09124378,-0.30942765
Subject_64,-0.5678547,2.2155745,0.766494
Subject_65,1.8354163,-1.8019694,-0.85917157
Subject_66,0.8000623,0.85291934,-0.8835813
Subject_67,-1.8489612,0.16900973,-1.5017084
Subject_68,-0.06576871,-2.6467228,-1.1730874
Subject_69,0.9375633,-4.791079,-0.35498053
Subject_70,-0.6324991,0.936451,0.44362667
Subject_71,0.598337,-0.017774006,-0.9587843
Subject_72,0.7098163,1.2237014,0.18368264
Subject_73,-0.4617031,-0.65297496,-0.9171794
Subject_74,-0.38651484,-1.2069995,1.2669861
Subject_75,-1.8178414,1.2436222,-0.185512
Subject_76,0.72532827,2.2095206,-0.36684775
Subject_77,0.14713319,2.5266557,0.12265773
Subject_78,-0.84428275,-0.59230304,-0.1429994
Subject_79,0.21754304,-3.689776,-1.9312272
Subject_80,0.76736605,4.2127104,0.5738508
Subject_81,0.5600713,1.0681437,-0.20018347
Subject_82,0.19772375,-0.8268117,-0.047750715
Subject_83,0.39486325,-1.7271135,-0.483843
Subject_84,0.25032333,-1.3680074,0.15612465
Subject_85,-0.53957886,3.3746474,0.2572103
Subject_86,2.6879215,-0.8247079,0.72327536
