Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-1.0184671,0.7885346,0.4636197
Subject_2,0.20412022,-1.0298015,0.1689706
Subject_3,-0.9182337,-1.0786624,0.29848155
Subject_4,-1.1032066,1.1659245,-2.040971
Subject_5,1.5889481,-0.91862243,-0.61411554
Subject_6,1.3545797,0.36139607,0.15705323
Subject_7,-1.143794,-1.023726,0.13154382
Subject_8,1.3963032,-0.5851527,1.0547435
Subject_9,-0.9699985,-0.95055664,-0.2407901
Subject_10,1.1626854,1.2818422,-0.0060757766
Subject_11,0.9867326,-0.26683614,0.48233232
Subject_12,0.2349026,1.4905808,1.4617875
Subject_13,2.143482,-1.8486097,0.08598299
Subject_14,-1.2478333,1.6239557,2.569989
Subject_15,1.6300894,1.1887091,0.43165976
Subject_16,0.51061267,1.2560384,-0.18068755
Subject_17,0.7239976,-0.2629588,0.24833512
Subject_18,2.992488,1.618469,0.18459982
Subject_19,1.43242,-0.8900617,-0.3255066
Subject_20,0.38128278,-0.9961725,-2.9435797
Subject_21,0.29257262,-0.05642629,-0.4447786
Subject_22,0.81922424,-0.67896754,0.26509604
Subject_23,1.9602857,1.4694092,-0.29111052
Subject_24,-0.037583962,0.4545127,0.9791415
Subject_25,-0.56643873,0.5225519,0.2345988
Subject_26,1.1412373,-1.4255304,0.2143746
Subject_27,-0.5250529,-0.55628544,-0.36483258
Subject_28,-0.3121723,1.3563851,0.18236697
Subject_29,-0.5528435,0.44532466,0.06384379
Subject_30,-1.1135911,-2.4112577,-0.5849577
Subject_31,-0.17612366,-0.54277444,0.3903293
Subject_32,0.9196342,-2.31326,-0.9477274
Subject_33,-0.46596718,-0.24881363,0.25797197
Subject_34,0.3907493,-1.8748367,-0.41812357
Subject_35,-0.66194326,1.6585716,-0.5042275
Subject_36,1.1548185,-0.3121119,-1.0252106
Subject_37,-0.61884046,-1.087983,0.7083498
Subject_38,1.7269605,-0.29062432,0.18374218
Subject_39,1.2040143,-0.5305124,-0.61039937
Subject_40,-1.1339484,-0.32574773,-1.0071594
Subject_41,-0.8454375,-0.76546127,-0.029874355
Subject_42,-0.30716047,-0.8134222,-0.5172325
Subject_43,-0.5918037,-2.2795944,-2.226206
Subject_44,0.116979145,-2.3821054,-0.230243
Subject_45,0.035766292,-0.6959656,0.0051545277
Subject_46,1.0394055,-1.9515743,-0.72719586
Subject_47,0.8893386,1.1972219,-1.4790099
Subject_48,0.72810984,-1.7020761,0.7794831
Subject_49,0.38381892,0.9378912,-3.8756878
Subject_50,1.0660663,-0.37768745,0.23736243
Subject_51,-0.8329303,-0.8698261,-0.608272
Subject_52,0.12985261,1.2043406,-1.7840616
Subject_53,-0.25267735,1.8629538,-0.41021308
Subject_54,-1.3764302,1.8514818,0.390996
Subject_55,1.6010612,-2.5659807,0.13422969
Subject_56,0.8201699,-0.8784788,0.20951568
Subject_57,-0.18550003,0.6581881,0.56380314
Subject_58,-0.19386405,-1.9772795,-2.370485
Subject_59,-0.44757172,-0.6685656,0.2118392
Subject_60,0.09814609,-0.2104038,0.35372284
Subject_61,0.40863195,-1.1508167,-1.1864357
Subject_62,0.93978304,-0.23621753,-0.041834284
Subject_63,-0.27003384,1.2124208,0.40414098
Subject_64,-0.354734,-2.3284526,-1.2670774
Subject_65,0.8100343,1.7157613,-0.5871481
Subject_66,-0.18014377,-1.2569541,0.047983162
Subject_67,0.058775228,1.6052973,-1.669499
Subject_68,-0.13653603,0.0018459328,-0.9204598
Subject_69,0.65000165,0.9425623,0.09828219
Subject_70,-0.7865895,0.23515128,0.41844392
Subject_71,-2.1802497,-0.5683259,0.069080435
Subject_72,-0.16646552,-0.95043564,-0.2544135
Subject_73,-0.39116386,1.1925048,0.8726475
Subject_74,0.014345557,0.70602024,-0.82297724
Subject_75,0.35628536,-1.9010063,-1.3207837
Subject_76,-0.76557,-1.1599786,-0.584534
Subject_77,1.7737288,-1.4151132,-1.15014
Subject_78,-0.92215383,0.4345389,-0.88678855
Subject_79,-0.8692792,2.4446936,0.90518045
Subject_80,0.96777874,-0.81613153,-0.11065084
Subject_81,-0.6023545,1.525192,0.538752
Subject_82,-1.1932517,2.0567331,0.15811867
Subject_83,-0.34282467,1.2236463,-3.5492253
Subject_84,1.2411042,-0.7800175,-0.18307866
Subject_85,1.2259097,-1.9226229,0.1510904
Subject_86,0.45213166,-0.8626884,0.099406615
