Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
Subject_0,-1.6847512,0.7632929,-0.73322356,-0.11231207,-1.0450858,0.43181813,1.3777869,-0.461081,-1.2939708,1.5060892,1.3256317,-1.0109302,-1.1253752,-0.715778,1.1358949,1.0281742,-0.5486954,-1.384083,0.038758237,0.9394057,-0.57498693,-0.87844133,0.4969344,-1.5217612,0.07272993,-0.12381987,-1.2040985,0.3881735,0.61692905,-0.3475899
Subject_1,-1.7582188,-1.9771973,-0.045776814,0.5467982,0.7683863,0.6226476,-0.8491861,0.82228655,0.6626583,-0.9532934,-0.38736007,-0.18168488,0.24644294,-0.64817566,-0.5715106,-2.5073488,0.29632917,0.56205994,1.5985959,1.1414851,1.2174777,0.91198117,0.6197941,0.33726662,0.8176321,-0.44877255,0.059637763,0.66391903,-0.7642805,0.49398857
Subject_2,-0.6890665,-0.08092919,-0.5089892,-0.2873737,-1.0356503,-0.74135864,0.25395238,-0.67931503,-0.38805848,0.13220583,-0.6464737,-1.1583585,0.6836726,0.0536891,-0.60352457,1.0084461,0.9171814,-1.1973234,-0.5418888,-0.5614032,0.17827542,0.15543562,0.11956223,-0.5740614,0.4357986,-1.0577394,-0.8344529,-0.73559123,0.1523635,0.6503743
Subject_3,0.48011562,0.20666845,-0.33620957,-1.2649282,0.2785744,0.40784547,0.663569,0.5220041,-0.36554205,1.0106055,1.2591786,-0.5411457,0.22373599,0.13608839,-0.6089352,0.16120943,0.7382468,-0.2294216,-1.4949344,-0.5886508,-1.2015005,-0.7994399,0.89296055,-0.25628,-0.26906425,-0.71547014,0.13619168,0.05646275,-0.67356,0.18626799
Subject_4,0.2751604,1.3861082,-0.5250829,0.7280712,-0.013680336,0.9829727,-0.19860175,-0.54969436,1.6823107,-1.8998151,-0.9983169,0.33646163,-1.604071,1.3093985,0.17774913,-0.13917817,-0.7080893,0.1265911,-1.2712432,0.5835249,0.5887774,-0.5384859,-1.0095001,2.062045,-1.0066882,-0.74290997,-0.08150747,0.7530892,-0.5904207,1.0605451
Subject_5,-1.9880337,-0.47375712,0.48973277,-0.23147005,0.7166903,1.2639265,-0.8211632,0.70132947,-0.395753,1.2346827,0.081007585,1.350254,1.3758022,1.0736457,1.2803748,-1.2521732,0.63727367,-1.49105,0.66943777,-0.65080875,1.238607,0.76885414,-0.6496631,-0.4579995,0.85839725,1.074299,-0.52657294,0.90224403,-0.26356977,0.029944723
Subject_6,-0.61589205,-0.97543603,1.8684204,0.30930972,1.5270495,1.0851996,-0.5466212,1.5897456,1.1967076,0.8886639,0.15184014,1.6839012,0.6273931,0.6157545,0.8079417,-0.8378094,1.5856593,-1.0149559,-0.102359235,0.15308459,1.778535,0.7131404,0.64352614,0.38306975,0.25347185,-0.56900847,1.4535352,-0.7218667,0.88526064,2.3442667
Subject_7,-0.37498456,-0.33099923,-0.8641618,-0.79710305,0.05565654,-0.031193405,-0.5725742,0.4313131,-0.4060066,0.8234614,0.83813846,-0.32255253,0.5322702,-0.41375184,0.25815493,1.1838804,0.17861651,-0.30494925,0.39153713,1.2209567,-0.1047138,1.1506555,0.56759745,0.67211145,-0.8221861,1.8772141,-0.09591403,2.4477837,0.6199862,0.49350893
Subject_8,0.78303903,-1.1183805,1.0750712,0.9064571,1.450094,-0.76082057,0.5804873,-0.7127438,0.59115964,0.67725486,0.06995683,1.1362581,-0.4557976,-0.61326355,-1.1948214,-1.0336331,-2.000897,1.2395843,0.83898693,-0.9260206,-0.77537674,-0.30973867,1.2116965,-0.30312127,-0.42386934,-0.550662,0.5863336,-0.3607582,-1.4337357,0.4714894
Subject_9,-0.16369793,0.32716507,1.8158178,0.25877756,0.7752081,-0.7665699,1.7467053,0.32105947,1.2498248,-0.5872465,0.10124032,0.7338686,0.5611641,0.87539357,0.9070465,1.4435239,-0.71790487,0.38475323,-1.1829634,0.9657158,0.7305548,0.55786383,0.6369182,1.1015526,-1.1598434,0.73934305,0.76621,-0.3411927,0.5523605,0.48627374
Subject_10,0.44421366,0.4735401,0.26364964,0.29506367,-0.664396,0.9894376,-1.6278663,0.25455284,-0.7520102,-1.3768107,-0.98068565,-0.31274506,0.27309275,1.1695354,1.373718,-0.17639808,0.57147366,1.6503066,2.112019,0.4908962,1.4845135,0.6192344,0.15426792,0.62792873,0.050552133,0.41365045,-0.769125,-0.1882887,-0.7703627,0.5047732
Subject_11,0.91283387,-0.0533686,0.08319048,-0.9614475,-0.26166883,0.043401945,-0.3536476,-1.8083022,0.23729424,-1.0495629,-0.54552484,-0.81647664,-0.5599523,0.15674523,-0.75474787,-0.24000297,-1.7772479,0.65894747,-0.5249909,-0.8061091,0.43683857,0.20638572,-0.42425126,1.8322713,-1.109035,-0.96730334,-0.20539792,1.2916403,-0.9087489,-0.80846196
Subject_12,-1.0711715,-1.337571,0.9302688,1.2738961,0.77862394,-1.45438,0.5819329,0.26566413,1.2143574,0.5861282,0.35366333,2.4477172,-0.7158663,-0.94209504,0.0020639542,-1.1967963,-1.8517859,-0.07527898,1.1085464,0.37658307,-0.61141574,0.8578585,-1.011601,-0.13826616,-0.69013363,0.42388916,-0.04570191,0.57299197,2.5758393,1.2475793
Subject_13,1.0443664,0.5745209,-1.5028144,-1.8582709,-1.537812,-0.19471003,0.80033386,0.07522877,-1.354433,1.197042,0.95158494,-0.83839816,-0.8186184,0.55326813,-1.3475777,0.38893864,-0.7002177,-1.2210233,0.09127904,-1.035565,-1.0710334,-1.750017,1.021998,-0.49263453,1.0968754,-0.9928998,-0.72965515,-0.7112455,-1.4271435,-1.1189293
Subject_14,0.5378138,0.54023045,1.3556663,-0.95521593,-0.35762665,0.8358671,-0.47297373,-0.21225932,-0.3164342,0.4290314,0.03215544,-0.9845278,-0.3187251,0.49383408,1.2400823,0.36140606,-0.6761103,-0.084176466,-0.23961316,-0.4540645,-0.6629338,0.9613241,-0.612802,-0.46922168,0.64730114,1.2492115,0.11818484,0.6932859,0.5610097,-1.1793646
Subject_15,-2.0942142,-1.1263396,1.0918938,0.7446864,1.3002889,0.24264687,-0.6662439,1.4279345,1.0171641,0.69092816,-0.9503032,1.0267873,1.4766477,0.8427855,0.9423462,-1.0413998,-0.853854,-0.776409,1.0633235,1.3497385,1.6775807,1.6232923,-1.1267233,0.74084175,-0.8196249,0.86477363,0.3134778,1.2146194,1.2767262,1.7569085
Subject_16,0.79751414,0.88490295,0.47779688,-0.58729976,1.3106667,-0.71542215,-0.40885606,-0.29816,-0.14330398,-1.8057742,0.46885845,-0.3092398,0.35191086,0.31883392,0.7523381,1.0472151,0.6943282,0.082501724,0.6222764,1.1140188,-0.7205902,-0.4374266,-0.99886453,-1.0646219,0.66917086,1.8127115,-0.90735966,0.4612058,-0.1804958,-0.56451195
Subject_17,0.689503,1.3448793,-1.2102007,-0.75172406,-0.79012066,-0.8919649,0.65941685,-2.447858,-0.2783242,0.27383733,1.1539282,-0.82153946,-0.21923763,0.29325327,1.0382049,0.8849749,-1.1688796,0.07697613,-1.0243887,1.351041,-1.3963177,-1.0752696,0.78752786,-1.4967034,0.791866,0.18783903,-1.0180544,-0.942409,-0.6400298,-1.1524571
Subject_18,0.3276056,-0.15666232,0.63746965,0.15367432,0.32188383,-0.91579074,0.2170648,-1.1727058,0.20428531,-0.7947749,-0.65403706,-0.2492122,-0.2950531,-0.7953453,-0.7356695,-0.09054809,0.8257489,0.89733684,0.466979,-0.23717523,-0.6659945,0.8964394,-1.0641571,0.64641446,-0.4842549,0.33642408,0.53478295,-0.8946521,0.47501084,-0.38115734
Subject_19,-0.51938826,-0.89061064,1.0191342,-1.1431298,1.0901878,-0.29810455,-0.95726955,1.4305098,0.80662835,-0.38430142,-0.19576408,1.994337,0.5326211,-0.89767736,-0.757252,-0.8954947,-0.7730145,0.46628207,0.7486471,0.29803538,1.6794578,-0.20162444,0.19458604,1.183743,-1.9105028,-0.3035529,0.613421,1.7084484,-1.064019,0.77456975
Subject_20,0.5835509,-0.69319457,0.56113845,0.7841362,-0.60356873,0.3108007,0.25933772,-0.5932536,0.5341824,-2.0083816,-1.0782279,-0.43881693,-0.8172566,0.528245,-0.41185585,0.02462861,0.8097038,0.78522044,0.25786734,0.21403554,-0.629936,-0.058560517,-0.6549087,-0.47028834,-0.8314211,-0.66816634,0.4593857,-0.9394831,-0.624842,-0.10935574
Subject_21,1.2869171,0.865108,0.9298154,-1.417232,-1.267473,0.6635335,0.58037245,-0.5163619,-0.50688505,0.91832715,-0.80712837,-1.35703,-0.81720275,-0.17212106,-1.0124148,0.7059371,0.16225918,-1.1970103,-0.602804,-0.6069526,-0.19862315,-1.463419,0.9071118,-0.8504285,0.8924125,-0.9404771,0.43613857,-0.7029102,-0.8256305,-1.5110091
Subject_22,0.8678965,-0.7491813,0.4311447,0.08756244,-0.80956304,-0.8527485,0.30467764,-1.0516337,-0.351324,-0.8202256,-1.296336,-1.3410319,-0.2157873,0.18660462,0.53892696,1.4084114,0.45495814,1.0094082,-0.7469101,-0.7975233,-0.8273909,1.2711775,-0.46364093,0.2847892,-0.7530498,0.13779108,-0.87341845,-1.2431747,0.056509633,-0.31874725
Subject_23,-0.67195976,0.79768836,-0.60381496,-1.1105047,-0.28323516,1.2278379,-0.42290738,0.03805114,-0.4896234,-0.8664949,-0.10219788,-0.6394602,0.6910888,-0.2648596,-0.4794124,-0.83588475,-1.3161325,1.0843016,0.5630254,-0.2591892,0.22864853,-0.35255465,0.22211075,0.0913741,-0.44569916,0.8429111,-0.28011975,0.34064782,-0.46121776,-0.6086291
Subject_24,0.4730214,-0.7143558,0.24719788,1.002371,-0.6534271,0.4186383,0.23777483,-0.93972766,0.12546231,-0.9290195,-1.3599418,-0.870486,-0.6310933,-1.0923765,-0.54139245,0.19128656,-0.57656413,0.564194,-0.817199,1.5080044,-0.6004597,-0.2824081,-0.44574577,1.0905179,-0.7521988,0.7996106,1.1545423,-1.1455692,0.4672561,-0.7257203
Subject_25,0.903866,-0.21724683,-0.9214046,-1.3211657,-0.8117493,-1.1072422,0.8706391,-1.4483101,1.2982123,0.969939,0.6586458,0.8472683,-0.7359911,-1.58352,-0.45702645,1.2494732,-0.7410326,0.4582652,-1.2937505,-1.2608117,0.16981399,-0.7604289,0.34644577,-0.872384,0.5038365,-0.2124584,-1.4838498,-0.8108214,-0.6302181,-0.9947048
Subject_26,-0.7691268,0.075433634,-0.5609763,-1.2928581,-0.40330756,-0.59463847,1.0890013,-0.3066219,-0.57908016,0.6070253,1.7594602,-1.0899769,-0.53193134,0.03309787,0.81211525,0.844673,0.8206284,-0.08191278,-1.1109555,-0.10356184,-1.360186,2.240976,0.9128163,-0.566921,1.0761248,1.167668,2.1628757,0.5108745,2.0950112,-0.4636976
Subject_27,-0.58499163,-0.6303361,-0.2324155,0.9461622,0.35600397,0.4370957,-0.26137558,-0.31101963,-0.08904641,0.6739308,0.36014968,0.3282876,-0.7218884,1.2101868,0.35726744,-1.3334798,-1.0801497,0.47877806,0.08742037,0.1828622,1.1359202,-0.67926526,0.70658165,0.53528017,0.020812275,-0.50624853,0.9159549,-0.5213655,1.314253,-0.28221813
Subject_28,1.0899915,-1.8258674,-0.5189729,0.0388202,-1.3796468,-0.28136307,-1.3153379,-0.7979865,-1.2999251,-0.32548365,-0.3431562,-1.6394835,-0.45352852,0.6340238,-0.67437404,1.366983,-0.11252865,-1.6062944,-0.53245986,0.6764979,0.044267047,-0.6708397,-1.1755573,-1.1657923,0.84718007,-0.5943043,-0.6627495,-0.55335796,-0.44530556,-1.3179318
Subject_29,0.7631326,-0.8551758,0.6740633,2.4232075,-0.29675597,0.8672554,1.4618028,1.0256265,0.011315205,0.26602426,-0.31245428,-0.4870005,-0.84829724,1.3508918,0.8396906,-1.6469678,1.0420538,0.19343841,0.5453996,1.8306044,0.98665607,-0.7215273,0.79448414,-0.6671638,0.54919463,-0.4331099,0.45175737,-1.100244,0.58549774,0.5047485
Subject_30,2.2270463,0.48727936,0.6256634,-0.78345764,0.90842336,-1.7016213,0.43268692,-1.4327979,0.46123692,-0.8734582,1.3372656,-0.41394264,-0.5811249,-0.6909397,1.0597202,0.93310946,-0.9260617,0.6978461,-1.0672903,-0.20405461,-0.8383988,0.3210382,-0.2943922,-1.2621052,0.22747098,1.12183,-0.5446315,0.33386233,-0.85423046,-0.41900083
Subject_31,0.6856306,0.629729,2.348788,-0.31862125,1.7011563,0.63944846,0.4635548,1.258077,2.285312,0.3385751,0.2915796,1.353874,-0.19480272,-0.3074404,0.35539111,-0.4991811,-0.25280008,-0.7599369,-0.07897004,1.192497,1.1118784,-0.08776712,0.7522646,1.7867615,-0.84285635,-1.4872613,1.1938252,1.5298526,-1.199373,0.95755136
Subject_32,-1.04552,1.0235782,-0.6038023,-0.4896673,-1.1210861,-0.61677104,0.7142294,-1.3612698,0.30584678,0.33015442,0.69830614,-0.53771454,1.1195493,-0.12882958,-0.9356371,0.21700227,0.74350476,-0.99704385,-0.87602204,-1.6196519,-0.83296037,-1.3879164,0.7562446,-0.6949411,1.4195538,-0.912186,-1.1223798,-0.01760521,-0.54910076,-0.86315876
Subject_33,0.6168049,0.9883995,-1.1500658,-0.6322618,-1.7459732,-1.7625506,-1.0708727,-1.5219492,-1.4660728,0.5424258,1.8928764,-1.9139053,1.0678211,0.16221207,0.8395869,1.0635124,1.2403883,-0.981687,-1.1139345,0.3851714,-1.0195488,1.6410007,0.85012424,-2.0101004,1.6583576,0.7264148,-0.71642995,-0.16842821,0.9602202,-1.9363589
Subject_34,-0.75134486,0.5861135,-0.6369085,1.6881684,0.89330155,1.2724931,-0.44815522,0.66734993,0.58499545,-0.8027637,0.6952292,0.66998273,1.4190192,0.36409128,1.3018835,-0.858226,1.07056,-0.64978695,0.29838723,2.0685325,-0.51564085,-0.6211876,0.39236552,-0.0060841837,0.8841129,-0.90816444,1.8073953,-0.2799252,0.08608312,0.37088546
Subject_35,0.21528137,-0.36165267,-0.4039264,0.43138468,-0.69652915,0.48854682,0.85062265,-0.20634586,-0.6600281,-0.6864118,-1.2616639,-0.64718425,1.2428219,-0.54081726,0.7764354,0.279785,-1.4474584,0.6910573,-0.41383746,-1.014931,0.4094055,0.12826131,-0.65570015,2.5132759,-1.4293772,0.4622145,-1.2453535,0.3740021,1.052706,-0.44766924
Subject_36,-0.5420434,0.8399033,-0.5286537,-0.6535212,-0.850058,0.20612372,-0.31607303,1.0631036,-0.39440626,-0.2713402,0.8064127,-0.715137,0.9039701,-0.7859833,0.8984539,-0.049784288,1.3244959,0.6763205,-0.5858835,0.045303434,-0.35430926,-0.6688834,0.3986137,-0.38380042,0.46939272,0.09364878,0.59005725,0.13639486,1.4786538,0.6924119
Subject_37,0.97089773,-1.6102995,-0.6944441,-0.7114883,0.12104092,-0.7410693,-0.6298664,0.12997055,-0.23481943,1.9264852,-0.74785286,1.7299899,1.6327338,-2.2278137,1.1208376,-0.3424775,-0.7435879,0.04186247,1.4952315,-0.32750866,0.07280239,1.0127958,-1.2168616,0.49778754,-1.0255059,0.99799,-1.5876546,-1.1830717,0.43640238,-0.65020317
Subject_38,-0.038620517,-1.2053776,0.6540526,-0.5900156,1.440734,-0.80594516,1.0710541,-0.4477425,1.3770415,-0.40460023,1.1875801,0.88066053,0.45634535,1.218059,-0.33442056,-1.8746622,0.24921508,1.0141828,2.1107235,-0.44248652,0.60119355,-0.94199055,0.88316077,1.1086968,-0.6055904,-1.3523879,-0.8800913,-0.83146465,-0.9408773,1.919385
Subject_39,0.66756135,-0.17799735,-0.434669,-0.8162412,-0.83233976,-0.5005106,1.2922063,-0.008706238,-0.4804357,-0.0022345763,-0.68258727,-1.054126,-0.7312305,1.3461685,-0.8412163,1.2291119,-0.17169234,-1.3375258,-0.7795049,-0.95878243,0.48978573,-0.7449824,-0.7043102,-0.21805342,-0.29710948,0.2809105,-1.1064965,-0.57482666,1.0100089,-1.1964986
Subject_40,-0.0653951,0.15149589,-0.28458592,0.0102851335,-0.5966406,0.35337967,-1.5121337,-0.26295504,-0.88199407,0.7849636,-0.17081763,0.28145728,-1.5594492,-0.99602824,0.5863536,-0.6590501,0.118180044,0.58051336,0.21775693,-0.8860374,-0.9910159,0.780599,0.20313232,-0.50419366,0.9821135,1.3804947,-0.08435069,-0.16643007,0.94791055,-0.31103006
Subject_41,-0.029029315,-0.33153138,1.3923491,-0.44570473,2.327441,0.18311357,-0.04611718,1.2000214,-0.22662112,-0.06917668,-1.6469145,1.7623701,0.117819265,-1.0216109,-0.931671,-0.609695,-0.61684924,0.3683076,0.560093,0.9269319,-0.42069072,1.6767575,-1.140836,-0.65520674,-0.21113923,-0.0014605941,0.9793013,1.3090054,-1.673458,0.92468125
Subject_42,-1.8349218,-0.6510161,0.36400792,1.1906397,0.51319027,0.21783325,-0.71815825,-0.5933731,0.22352543,-0.69243675,0.75692225,0.80893993,1.4209375,1.095543,0.9957876,-0.6191349,0.6791439,-0.64725715,-0.04085896,0.52190244,0.6061741,1.298523,-0.73599005,-1.0708364,0.734431,0.47461,1.1475929,0.36124316,1.1467448,1.1434504
Subject_43,0.45871088,1.2930528,0.75222546,-0.5599858,-0.2642506,0.1890692,-1.4042706,-0.1124871,1.5436213,0.7099076,-0.9277075,-0.62024677,-0.2413874,0.8820841,-0.4902759,0.6511124,0.39317927,-0.7180914,-0.0659062,-0.23361462,0.81884515,1.3532066,-0.8700719,-0.31451404,0.98218876,0.93192667,0.3290698,0.56623894,-0.004440008,-1.1762283
Subject_44,-1.6881715,0.27945086,-0.002772097,2.5435085,0.3695773,0.17420171,0.21220964,1.1062323,1.3090794,0.4397775,0.868572,1.421071,-1.2453891,-1.5479921,-0.32089156,-1.2802783,-0.6708816,-0.21343979,-0.060788445,0.67071307,0.60797083,0.9137454,0.7316099,1.3492029,-0.749245,-0.18906482,0.5762224,1.4384439,1.2209171,1.497275
Subject_45,1.1624237,-0.18334131,-0.5630733,1.1040354,-0.15347058,0.87336826,-0.83393085,1.0138751,-0.34183502,-0.07698576,1.0308695,-0.07332766,0.7170839,-0.9284546,-0.72637707,-0.10189192,-0.4512248,1.2669513,0.81139356,0.600346,-0.8647802,-0.6875346,-1.119013,-0.0073981057,0.6334089,-0.054300666,0.6056505,1.1114575,0.3708561,-0.76838446
Subject_46,-0.83501154,-0.36041832,-1.2437266,0.75553054,-1.2851996,-0.18836273,-1.2270973,0.29692844,-0.74408793,1.0856419,-0.95559835,-0.82538664,-0.43398702,0.4478326,-0.24869838,-0.4042434,-1.0334308,-0.66423,-0.5844953,0.34611008,0.7209656,-0.85626024,0.9147155,1.6667897,-2.0776398,0.53298664,0.3282668,-0.7716516,2.2434297,0.85575527
Subject_47,0.7048607,0.33753988,-1.5502343,-0.47686332,0.48874974,-0.9560821,-0.5653008,0.41974774,-0.7460899,0.5826638,0.1057442,1.095256,-0.50787073,-0.5555482,-0.6659418,-0.27489462,0.45733267,0.19899908,-0.45595708,-0.5368347,0.029532095,-1.0987432,-0.50809246,-0.062332496,-0.06836631,-0.9808175,-0.20434548,0.3998821,-0.17467812,-0.4009029
Subject_48,-0.31858268,0.20402184,-0.3914629,0.9105173,-0.6281293,-0.9196106,-0.5190123,-1.4377586,0.27082852,-0.5190615,-0.76731145,0.16076769,-0.5010331,0.45298097,0.69233495,-0.4501052,0.2789314,1.9040325,0.2015797,0.54518515,-0.60793674,0.0842338,-0.93577874,-0.8544749,-0.43648055,0.2004146,-1.0689185,-1.4157501,0.38706836,0.4909961
Subject_49,-0.075369924,-0.16627257,0.9279592,1.4682564,0.4309462,0.7468101,0.16155311,0.7662311,0.868552,-0.2829655,-0.35323292,0.9442079,-0.6159375,1.2597945,0.8201078,-0.16579804,0.33715004,0.45443642,2.2334843,1.4194402,1.0410904,-0.58350533,-0.6007881,-0.15080237,-1.1306463,0.5836585,0.9475615,-0.62229997,0.7056478,0.8582959
Subject_50,0.6556774,0.48007217,-1.2570419,-1.5847684,-0.91309357,-0.8728968,0.7346197,-0.9606276,-0.4351603,1.2033126,-0.46273765,-0.77068186,-1.1514943,0.9589602,-0.77909255,1.3150746,0.097195536,-1.1590617,-1.4680593,-0.826656,-0.7883399,-1.0759819,0.97764736,0.544693,1.4856453,-0.5561251,0.04701262,-1.024926,-1.4623148,-0.9379006
Subject_51,-0.95914894,0.38200614,-0.5957964,-0.8214055,-1.3773693,0.6890266,-1.8101183,-0.060801703,0.25273922,1.1354252,0.58940876,-1.1726228,1.5553904,0.43479717,-0.9692092,0.60488176,0.29175255,-2.0516536,-0.5983491,-1.0183637,0.45868737,0.10037096,-0.046669964,0.062311213,1.4608222,-0.0034476696,-0.7310601,1.61009,-0.78098196,-0.63216275
Subject_52,1.1028899,1.028201,0.3180464,-1.0280719,-0.2263159,-0.37135255,0.9650298,-1.1468583,0.48855928,-0.6189676,0.8911156,-1.0014856,0.052010346,0.91757405,-1.0106075,0.5750856,0.6015778,-0.46610224,-0.2812129,-1.0652356,-1.4679707,0.96705574,0.13634628,-0.7421184,1.4356757,1.3795245,-1.0614184,-0.9988665,-0.5229047,-1.3477063
Subject_53,-1.0894744,-0.73494524,1.2157865,1.1080087,0.7461287,1.4650711,1.983839,1.4287747,0.92037624,-1.440938,-0.793324,0.23029236,-1.4363374,-0.31733185,-0.8587403,-0.8112042,-0.23482126,-0.03673755,-0.5090178,-0.15813152,-0.61679566,-0.11912826,0.5618415,1.2333786,-0.6020875,0.37489665,-0.53357404,-0.9617462,1.2536464,-0.20165643
Subject_54,0.32332224,-2.436629,-0.67739445,-0.2637236,-0.4951288,0.69817585,-1.4187735,0.96490544,-1.7664338,-0.49254844,-0.81143767,0.5459024,-0.69059265,-0.054757502,0.31475055,-1.0266783,1.0322454,1.0999193,1.9750597,-0.6529307,-0.38534892,0.5904709,-1.1649588,-1.1309847,-1.7887713,1.1664346,1.1273652,-0.35267082,-0.26386854,-0.6650057
Subject_55,0.68988806,-0.20655,-0.4999428,-0.6906207,-0.28740928,0.5323507,1.0223701,-0.48001793,-0.55964667,-1.3531826,-0.26684454,0.29093015,-1.220464,-0.20913787,-1.4717168,0.31903002,-1.2462406,-0.7177833,-0.57298416,0.64245147,0.66864324,-1.3063908,0.9220965,0.34724465,-0.3721733,-0.86985373,0.56181335,-1.0264665,-1.4568744,0.2794552
Subject_56,1.7029797,-0.32722858,0.93513596,-0.9922785,2.1370018,0.059115868,0.37221125,-0.20536159,1.3242437,1.0249724,-0.74002063,0.9224744,-0.823585,-1.9130348,0.91495246,1.5635724,-0.7214554,-0.5924072,-0.5039293,-0.60915357,1.0603459,0.5267903,0.76022434,0.6125255,-0.3936497,0.738949,-1.1624782,0.96393526,0.0445447,-0.44611704
Subject_57,0.46702808,-0.9242874,1.3389583,-0.36538744,1.5999537,0.4952258,-0.8663072,1.0941962,1.1405755,-0.6886563,0.23105745,0.9319292,-0.59878194,0.4285139,0.85914695,0.26521766,-1.3960038,-0.80800515,1.3049649,-0.7895501,0.9799306,0.8160664,0.83481854,0.9152877,-1.9954293,-0.8249726,0.093192846,0.7046577,0.0867479,0.9341175
Subject_58,-1.3037549,-1.0264099,-0.34956825,-0.09154216,-0.38625696,0.63103783,-0.97378945,0.8698634,-1.3200543,0.2740787,-0.7751846,1.0919719,-0.90367126,0.22146484,-0.5040106,-3.0678213,0.5915112,0.1746327,2.2792735,0.3129035,0.51546985,-1.0728719,-0.37679023,-0.6054452,0.11119602,-0.27279782,0.56699324,-0.8930837,-0.61002755,-0.18263125
Subject_59,0.92090106,-0.28268558,-0.076106906,-0.6062303,0.88539773,1.1966735,0.22346108,1.6515008,-0.73421806,0.41391534,-0.95129746,0.38150755,-0.50986713,-0.73268634,-0.68886906,1.4298741,0.91522384,-0.8148651,0.5022068,-0.7216252,-0.47916558,-0.6370851,0.86879814,0.28670081,-0.39388075,-1.022332,-1.1614603,0.40384275,-0.13458194,0.5048837
Subject_60,0.37470123,-1.0716481,-1.5829583,-1.2445703,-1.2221141,-1.0359864,-1.8532672,0.98143464,-1.8121763,1.6894984,-0.5476338,-0.9829878,0.9244251,-0.93978924,-1.0732629,-0.68566924,-0.108020335,-1.046489,0.0044804974,-1.6712531,0.19552743,-0.9659247,0.7788738,-0.84834856,1.1409894,0.5243628,-1.9377838,-0.0039832075,-0.9334876,0.4271769
Subject_61,0.3273601,1.2808342,-1.6153553,0.43821913,-0.7169171,0.36993355,0.16757776,-0.57756746,-1.4759425,-0.7076586,1.2140892,-0.9446283,-0.33033213,0.50214005,-0.79553026,0.14112139,-0.5055497,1.3226836,-0.4472667,-0.5178038,-1.4396787,-1.7780877,1.1444116,-1.0891421,1.3084158,-0.7254724,0.6190619,-0.9502706,-0.9053208,-0.66119504
Subject_62,-1.5853149,0.6524244,-1.002523,-1.0566564,-1.1437395,-0.66736263,-1.7232164,-0.9417858,-1.9397916,-0.5173301,-0.06773992,-1.170983,1.5020286,1.6070251,0.39769554,-1.399861,0.64181286,0.96466506,1.3234895,-0.60858047,-0.6593207,-1.1367432,0.7655891,-0.6670746,0.76820314,-0.44332704,1.4205087,-1.4673163,-0.6019831,-0.8065719
Subject_63,-2.392664,0.20481983,2.1399713,1.068313,1.0814036,1.5013775,-0.53828764,0.78579605,1.2253151,-1.5852778,-2.8483891,1.220179,0.27404118,1.2151635,0.6843972,-1.7549828,3.328827,-0.8875953,1.5726473,1.4691978,0.8227764,0.64583534,-0.92464226,-0.62138057,-2.6396656,-1.4365021,0.06650456,0.4418312,1.0863801,2.6392815
