Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
Subject_0,0.72367334,-0.5366953,-0.34807798,0.40532288,0.6524191,0.9256214,-0.39752418,-0.07968782,0.08786409,0.030415189,-0.82172745,0.47000727,-0.35211515,0.9147648,-1.9704756,-2.258053,-1.1558563,-0.3710868,0.6106803,0.6870223,-1.3548993,0.59217465,-0.35511434,1.1102201,-0.7926437,-0.33977243,-0.15641758,-0.41966757,-1.0379218,-0.7721189,-1.1683779,1.244733,-0.43215087,1.5190043,-0.41567582,-1.3134909,1.1671448,1.2840148,1.3561502,1.3280221,0.30744427,-0.4185947,-0.76304567,-0.83135986,-0.16254318,-0.8848597,1.0275666,1.2233666,-0.48905766,-0.90831876
Subject_1,-0.9330261,0.6721621,0.35672477,1.1338845,0.27043936,-0.5380167,1.4553463,-0.504127,0.068701036,-0.22829358,1.7136681,0.85578597,-0.32545888,0.719103,0.5760539,0.09381395,0.5575452,-0.11970708,-0.036270093,0.9991997,-1.3844724,-0.6160011,-0.7554474,-2.485651,1.3135295,0.58422047,-0.4985961,0.6108662,0.84126365,1.5297397,0.46612027,0.96989423,-1.2444584,-0.8290251,0.83296174,0.96244043,0.79627615,0.31361085,-1.069186,-1.0266274,1.8321424,0.12862375,0.85489714,1.3520105,0.7611056,0.116184324,0.8522865,1.7631358,-0.036833923,0.14311555
Subject_2,-0.19324355,-0.99268436,1.4957832,-0.92662966,0.75700873,1.1371154,1.4439223,0.6929352,1.1475565,-0.41824776,-1.3140105,0.8916836,-0.566205,-0.92039627,-0.40190682,0.15767601,0.5443626,1.0083356,0.45390454,-0.686873,0.10572523,0.7699147,0.8860067,1.0278658,0.39628986,-1.0652863,0.32802284,0.8566593,0.6022117,-0.42865658,-0.32050884,0.15186712,0.031234268,-0.61469644,-0.18827316,-0.43129063,1.1560187,-0.04890394,0.37243995,0.79370403,-0.34051344,0.88198936,-0.9353586,-0.35217264,0.7350043,-1.0284076,0.7265934,0.5321038,0.047010195,-0.5297954
Subject_3,0.2743384,0.3077149,0.36215937,0.2474551,0.86108565,0.22694753,1.3076862,-1.1625682,-0.42837396,-0.1517518,-1.0129524,-0.18784556,2.048705,1.0994694,-0.97663116,0.832276,-0.7534667,0.75098646,0.95752287,-1.243163,0.62897533,1.4001997,0.82539636,0.40392455,-1.1204716,-0.49857768,-0.67362815,-0.8787384,0.5743647,-1.2540377,-0.36990836,0.7914897,0.39635655,0.8413395,-1.2720971,-1.2158787,0.8630082,1.0670242,0.4990025,-0.7010509,-1.3137318,-1.6315504,0.49052653,0.7632175,0.00419451,-0.35260725,0.9293793,-0.3375121,-1.3538594,-0.44440064
Subject_4,-0.21090049,-0.43434682,-0.8359119,0.44019058,-1.4472958,-1.90839,1.4650207,0.41736695,-0.98503006,-1.0559758,0.31626326,0.012953575,-0.34774143,0.6009412,1.8235867,-0.49495345,-0.5236904,-0.2827162,-0.16708066,0.9239,0.87105715,0.16721678,-1.1287875,-0.19260763,-1.0830922,-0.70199704,-0.9865837,-0.54800224,0.721246,0.63681316,1.3643088,-1.691688,-0.6191947,0.23319586,0.24402586,-0.5005365,-0.7367909,0.12867087,0.40493363,-0.8602245,-1.4928399,1.0206631,-0.35023126,-1.5159479,1.6411719,0.08991331,0.04814417,-0.18674871,-0.5868937,-0.003435801
Subject_5,-0.739159,-0.08757046,-0.5151581,1.4056286,-1.1955295,0.08924718,0.3155598,-0.6020126,-0.31780043,-0.231949,2.6225207,1.1819385,-1.1953846,0.32137096,-0.4738629,0.20489302,-1.3827498,-0.9199979,-0.29244152,-0.94541955,-1.3874546,-1.3803772,1.714848,-0.48205993,1.2542938,1.2323064,-0.27372316,0.9772819,-1.066074,-1.2743865,-0.33134705,1.0232282,0.5081425,-0.7172421,1.1800481,0.056751758,1.2026633,0.285511,-0.7049711,-0.38562346,0.52354676,0.0992962,0.56421936,-0.8657958,0.643887,1.0981599,-1.0464461,1.8750722,0.5329591,0.2254738
Subject_6,0.28604105,0.9107666,1.3166459,0.65348136,-0.6725853,-0.7509662,1.4615271,0.14175431,0.12340811,-1.8444011,1.2601311,-1.4741346,0.49571285,-1.1412407,-1.1895634,0.71615267,-0.982238,1.9286106,-0.6699955,0.26136118,-0.67133605,-1.3817185,-0.6279403,-0.62088597,1.0787865,0.26408637,0.6527927,0.50548583,-0.61109734,-0.23484883,1.0648159,0.24134436,0.6540221,-1.5400459,0.91432697,-1.1940085,1.0810726,0.19799703,-0.7010429,0.66075605,0.3222168,-0.4226865,0.7716741,0.5042342,0.15345207,1.6721864,-0.8781515,0.36379507,1.3115968,2.0780897
Subject_7,0.67492694,1.1825473,-1.1403347,-0.56326336,-0.49557787,-0.39565518,0.015398738,-1.3914018,0.61821604,-0.681359,-0.6152667,-0.30031988,0.7228579,-0.84614354,-0.852694,0.06523095,-0.72905105,-0.49367198,-0.5779708,0.7643721,0.74881583,-0.15795897,0.476875,1.0624213,0.46318945,2.1323705,-1.1565793,0.63307875,0.27471364,-0.6435726,-0.22197935,0.5971622,-0.97448885,0.008252245,-0.6310443,0.95425606,0.30160043,0.19811003,-1.2732286,0.54649895,0.5895752,-0.07292637,0.46103233,0.94325167,0.36006132,-0.23520716,0.14985268,0.16127798,0.9544592,-0.93995935
Subject_8,-0.6341684,-0.8295638,-0.90492624,0.67563266,2.3123062,0.18703885,-1.1208326,0.9132343,0.02373789,-0.32981682,-0.7420704,0.6015194,0.9704561,0.9088965,0.03770119,1.2187382,0.51897514,-0.8420841,0.77282596,-1.2873354,0.43975317,0.35578534,0.25814644,-1.4503509,-1.1005807,0.09193161,0.36016965,1.0165931,1.136289,-0.7056285,0.38739532,-1.1032298,0.82972556,0.96663123,0.7026959,0.73946273,-0.5081784,0.2734722,0.52287376,-0.9404138,0.6166808,1.726863,1.5458505,1.3430423,0.27275229,1.1618482,0.7247174,-0.39391488,-0.7798406,1.1415759
Subject_9,-0.6386198,0.3498316,-0.62136936,-0.23959497,0.53719646,-0.7981954,1.2516398,-0.022422947,-0.9170542,-0.75289726,-1.216513,-0.9731606,0.026886957,-0.65675277,1.1910213,-0.79869395,1.6293873,-0.29673362,0.81696695,1.0709804,0.66621697,-0.13403805,0.009024956,1.1726661,2.094616,0.627729,0.51190156,-0.9368817,0.415638,-0.60194665,1.0535344,-0.22486192,-0.35618156,1.2421505,-0.6373489,-0.80964327,-0.56833696,0.14514707,-0.6721506,-0.5469801,-1.0397342,-0.5090995,0.95788425,0.98914045,1.5819025,0.6212427,-0.80429745,0.019916901,0.57172906,2.0125542
