Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Subject_0,0.87250996,0.28896305,0.9447776,0.46311244,1.2406181,-1.0628363,0.099390455,-0.075490445,-0.047501784,1.5072879,1.2472413,-1.555579,-1.4132159,0.38039237,-0.6277444,0.08738767,1.24023,0.653197,-1.562864,-1.1016535
Subject_1,-0.31797168,-1.0475887,-0.3584796,0.52063876,1.5492488,0.7660483,0.9435166,1.4349858,0.46189302,0.91245264,-0.5762789,0.43911743,2.377402,0.33536017,0.2508736,1.6693012,-0.09409291,0.40816942,0.725896,0.022809722
Subject_2,0.4158407,0.97817683,-0.08776415,0.04756685,0.49183324,-1.2904701,1.0343385,-0.35027418,0.2254846,0.4470046,-0.19252574,0.4858566,-1.1527324,-0.13890547,0.21097808,-0.40390527,0.8436575,-0.6721063,-0.34301156,-0.34601375
Subject_3,0.23604846,-0.56618875,0.4966101,0.9305466,-0.3280399,-0.16337436,0.8342244,-0.75241154,-0.041536037,-1.236109,1.1212429,0.27309474,-0.20639129,0.35510913,0.12999988,-1.55393,0.60370266,0.009159905,-0.5563148,-0.35658067
Subject_4,-0.03189463,0.79346186,-0.81305975,0.6299391,-0.7007939,-0.23515232,-0.17495619,1.1815852,-0.3041919,0.8688667,-0.5496875,0.109959975,0.25083613,-1.9783496,0.5846038,-0.83625597,-0.6789679,1.0690501,2.75626,0.5587809
Subject_5,-0.17199393,-1.1610833,-0.5050098,-0.17568353,2.260107,1.0145885,-0.8272539,-1.0854884,1.0749665,0.30681354,-0.9952298,-1.5845237,0.357431,-1.1931794,0.35804865,0.8840675,0.7950802,0.7402062,-0.29705858,-1.3046002
Subject_6,-1.900184,-1.0585182,-0.49389482,-0.925795,0.76592994,1.3582873,0.25042439,0.37161204,0.3800376,-0.03539067,0.07188333,-0.5776249,0.7569277,-1.4808658,1.99805,0.635018,-0.89903164,-0.90014446,0.9041213,-2.047022
Subject_7,0.46732804,-0.35094726,1.2224405,-0.8808424,0.36769274,0.5106165,1.275957,0.70884866,-1.0483029,-0.5412092,-0.6021657,-0.41850248,-1.19953,1.6484387,0.27231926,0.26315117,0.67599523,2.0696495,-0.4887881,-0.08246223
Subject_8,-0.9746204,0.95008826,-0.40102494,1.5864,-0.92745703,1.4869163,-1.3469998,-0.7980579,-0.10529369,0.55959964,1.0846773,1.6139934,1.543062,0.2770437,0.36213732,0.62568027,-0.5857888,-0.6050275,-0.23776758,0.17159674
Subject_9,-1.7885996,0.6558861,0.36569563,0.5814722,0.21499026,0.99831027,-0.3228869,1.0236807,-1.3810685,-0.16836382,-0.12170544,-0.67527175,-1.0431454,-0.013185461,0.5589559,-1.1543252,-0.6617965,-0.36427867,0.83665556,-0.35559535
