Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.3456779,-0.46316856,0.8896054
Subject_2,-0.54957193,0.02362304,0.14820571
Subject_3,-1.863667,1.3432232,0.2565765
Subject_4,-0.19543365,-2.2953215,-2.4441862
Subject_5,-0.41883114,0.3514029,-0.1554271
Subject_6,-1.029108,-0.13853967,0.33415553
Subject_7,-0.26405948,0.67394006,0.6783921
Subject_8,-0.6942803,-0.97976625,0.18503192
Subject_9,1.2991016,-0.69657695,-0.2561038
Subject_10,-1.1508675,0.7128172,0.032551825
Subject_11,0.7808626,0.5975049,0.65364414
Subject_12,-1.1146481,-0.64961165,0.11311974
Subject_13,1.3930242,1.3157173,-0.08534947
Subject_14,-0.69226086,-0.72383803,0.080373116
Subject_15,-0.9741353,-0.292448,0.88919884
Subject_16,1.032643,0.92060834,-0.34127375
Subject_17,-0.22436608,2.2474465,1.603763
Subject_18,0.1427545,-0.61189634,-0.11501531
Subject_19,0.11453784,-0.90253735,-0.14710714
Subject_20,2.8313475,-2.5670614,-1.8410658
Subject_21,0.64839345,0.09950099,-0.16553923
Subject_22,0.9595122,0.6524956,0.14301799
Subject_23,-1.1651099,-0.6925793,-0.9475257
Subject_24,-1.8179588,1.5080428,1.0404031
Subject_25,-0.8591038,0.5043571,0.21698245
Subject_26,-2.0245154,-0.08464699,0.57173556
Subject_27,-0.39582187,-1.0373802,-0.24346311
Subject_28,0.5075892,0.8933547,1.2841859
Subject_29,0.23726085,-0.5874587,0.20537558
Subject_30,-1.7999073,0.7449826,-0.7376157
Subject_31,0.97213566,0.43264085,1.323515
Subject_32,0.9986775,0.20929778,-0.30444726
Subject_33,-2.1811297,-0.5563419,0.27689856
Subject_34,0.4952209,0.03504231,-1.3659027
Subject_35,2.0768876,-0.935258,-0.800803
Subject_36,1.3995818,0.009893329,-0.7711704
Subject_37,0.3862281,-0.010017452,0.04646408
Subject_38,0.093525544,1.4287508,0.108848065
Subject_39,2.213248,-0.44793367,-0.63407385
Subject_40,2.366154,-0.42675588,-0.81754136
Subject_41,1.3846567,0.75773835,-0.35328832
Subject_42,1.3485333,1.5428296,-0.10233774
Subject_43,1.6965531,0.11129325,-0.9647373
Subject_44,-0.8784306,-0.19675031,-0.6240037
Subject_45,0.3102618,0.43269095,-0.020437991
Subject_46,4.1126466,1.8896987,-0.37303075
Subject_47,0.019639838,-1.1912582,-1.1541976
Subject_48,0.8422343,1.3273293,0.19480105
Subject_49,-1.0962081,-3.61551,-1.7001154
Subject_50,0.36695328,1.0599082,0.10654716
Subject_51,-0.43287432,0.7277305,-0.97839767
Subject_52,1.9417301,-0.4982596,-0.79662406
Subject_53,-0.98937297,1.0170066,0.94578534
Subject_54,-2.0378547,-0.8318868,0.61331135
Subject_55,1.4380823,-0.38307562,-0.30094066
Subject_56,-1.533774,0.5409473,0.5248292
Subject_57,-2.4720826,-0.60491973,0.9220396
Subject_58,-1.1532174,0.06947857,-1.0224996
Subject_59,-0.56852543,0.14556631,0.06661086
Subject_60,0.85270196,-0.9410875,-0.000775315
Subject_61,1.2103394,0.094268,-0.86609274
Subject_62,-0.3125583,-0.09101031,0.7932707
Subject_63,-2.1335187,-0.2145325,0.16667528
Subject_64,1.9957695,0.90414715,-0.5540573
Subject_65,0.63898253,0.31353843,-0.81045747
Subject_66,-0.08817362,1.3395915,0.19910751
Subject_67,0.090707876,-0.8279275,-7.4217606
Subject_68,-1.207833,0.7661035,-0.16463459
Subject_69,-0.77259594,-0.10864238,0.08515448
Subject_70,1.5910352,0.46471733,0.2771368
Subject_71,-0.5401224,1.3015645,0.2646339
Subject_72,2.74992,1.4571809,-1.0687817
Subject_73,-0.51870877,-0.25007704,0.047038265
Subject_74,-0.93590397,-0.20495845,0.010927175
Subject_75,-1.2803073,0.8863102,-0.46472555
Subject_76,0.58986944,2.8022285,-0.49153933
Subject_77,0.9648493,0.13866097,-0.5042622
Subject_78,0.07696033,-0.66154563,-0.7068461
Subject_79,-1.3246973,-1.692251,0.62181
Subject_80,1.3248051,0.5223024,-0.33178222
Subject_81,-1.2571017,-0.6403097,0.15866514
Subject_82,-1.6009849,-0.1430138,0.4390758
Subject_83,-0.93325156,-3.0300903,-2.7910206
Subject_84,0.5490194,-0.96406275,-0.30750537
Subject_85,2.36372,1.1562583,-0.001177143
Subject_86,-1.5799906,0.38487896,0.15815516
