Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
Subject_1,-88.82310213204384,-24.72625382044397,-27.98591205856508,-9.430871562000318,15.929444948972069
Subject_2,122.71774665077183,-7.103191939125131,22.379603436635463,-55.823888709473955,12.647062611771272
Subject_3,4.70522315634438,-4.493122418468734,-20.743641982810676,-21.529511750733523,-7.13724793411637
Subject_4,103.1998871228182,-3.280078869399372,-3.236492522079883,34.12051889248994,-22.722395487404096
Subject_5,-51.850515271053695,-2.8088192598020987,-19.242310343606814,-0.7099850359457385,-0.9610090736638509
Subject_6,-6.23489362264089,-7.923876816671939,-20.756630955950175,-19.877349291671692,3.445897565475944
Subject_7,68.85586125996345,57.34374684023836,-22.592963148072936,-21.312545936481765,-1.4503071818408777
Subject_8,74.7902060767563,-22.979246175323432,10.66277103996009,46.21484835957104,29.075741904259555
Subject_9,145.74615335250138,-19.380491953294232,-6.725654745776201,-23.700461926982264,-11.22035406243763
Subject_10,7.482754063209051,-19.875713971351306,-9.445231497288137,41.71176625362051,8.158459590385052
Subject_11,31.57295824503418,-48.902800996640714,8.470741098486466,-38.169872548777676,28.160494144045717
Subject_12,-66.07269732986016,-26.72589710624562,-25.520205970908798,23.353175205015358,67.69191561130329
Subject_13,270.36858885745926,27.04500616456021,18.793568554109733,-28.47666983216467,56.68640896495263
Subject_14,-111.5216216657703,-4.952763597935298,-46.95990248567322,13.469459399948839,-5.905416084962797
Subject_15,-98.59773911179146,12.740791421657645,-32.86768441334392,-23.892558213019814,4.051611056025523
Subject_16,-16.42686138455548,-3.9690511723423296,9.302448892413338,93.35316663913343,-51.50555218819537
Subject_17,-152.7900023166478,5.186181858035101,-25.492483980663344,26.39121862402977,43.10421358482124
Subject_18,-99.04767064462936,-99.24470379084028,71.65179603918472,-0.2854543207329625,28.837850142065953
Subject_19,-52.14513253836771,-31.83831963279033,49.59949118858729,-8.115721619656506,21.540387843926386
Subject_20,59.10904632591733,25.608830003081994,10.12189509219335,22.510165062875295,-38.94943979575093
Subject_21,-7.162013997977374,25.656903947696527,27.03281125091178,-25.584610675637006,-24.409230760454594
Subject_22,-9.132207897225282,-16.52256796537565,42.86789079755189,-40.25491394284406,-20.815489671148473
Subject_23,-93.01663393404064,-35.5691051783053,-14.51556089960522,-5.872789314024569,-29.002886234688443
Subject_24,-25.057483932131603,13.015830648825862,10.129137750391873,-30.864756949352714,-9.309620212139261
Subject_25,27.966238715284277,-8.773306666848105,36.8416184762526,4.188870028719656,-19.275283030905342
Subject_26,-34.30911474101241,-27.60423270538987,9.192479178492713,12.974048361008801,-22.558101006563046
Subject_27,9.636354438246963,22.898281324427867,27.137885252282967,-14.863595970566372,-49.136914756351686
Subject_28,-48.19939815247924,-44.34970533903137,-43.52234474765328,51.675756987616595,2.7819707232242536
Subject_29,-97.77385675636528,30.353382432042164,4.799932137986905,25.614386376429216,-17.45979459946919
Subject_30,94.29806351347172,47.51661845955691,15.058249873430812,12.668518529151836,-51.65026460181958
Subject_31,70.27553648855856,-15.402843752973833,-39.0730660734033,-3.921148711026418,52.589811340068614
Subject_32,53.521013254724366,89.11840789205985,3.4415521050985998,-35.18875314775557,-31.298763289102165
Subject_33,-16.929754640365992,16.316069851923967,-56.63561343359654,-24.746766045956253,11.637734389592694
Subject_34,-86.81298365672514,44.46860468169615,52.35386337212561,65.9217300276127,5.548530032457311
Subject_35,-73.92691309942904,5.947524581641494,-7.359095988152079,27.147287900324176,-29.312261147097527
Subject_36,21.094890648912397,80.45580414373109,-52.94543618490262,49.5420342667196,25.552044839410975
Subject_37,-27.81512168210924,35.376101018601204,9.552282477632088,-37.30007546039853,-6.526588109093506
Subject_38,92.23702446705012,-67.51836173349125,50.02376994039767,19.42892692903878,25.0753706080315
Subject_39,15.754174017689774,-0.8495977499398815,15.70014805113222,-8.70715419536551,0.44550455342150397
Subject_40,2.3650495080143834,85.1803788257486,-33.278640572169266,-16.151168428035575,-28.718087263753663
Subject_41,105.06877842335943,-22.492937384234825,-33.426705279553495,64.9547457838903,-7.24808016996959
Subject_42,36.89481715679156,-0.032712891914413234,-25.851980026223867,-7.33090565934009,-21.84464592825981
Subject_43,32.80549923575515,22.99240977806029,21.183022829280283,-53.44946636789225,-32.15776459864611
Subject_44,-40.585554847271126,-69.77547072169864,103.21217645356879,22.34102417889328,-51.42705637890716
Subject_45,17.996824009767757,28.33848006510526,-10.757587730075597,10.246534817171927,12.996921485615852
Subject_46,79.31020749919996,-13.620842219814934,53.48744440898288,-17.76413860306137,15.754220887340326
Subject_47,74.13422357791724,3.4532833644152263,18.71075223465251,2.2015434219350913,-49.81349280878242
Subject_48,62.668273277534894,-46.43984491457603,75.07388759383191,-30.475795541446,-9.756789177802961
Subject_49,56.68577588631277,-42.46007014406295,32.62099236327939,11.291555686956507,-8.761189470187036
Subject_50,-119.12013534347173,-1.2756487962185694,61.103078126140396,-22.471731406288043,30.579694043205784
Subject_51,-225.44450237907867,47.281498533677095,-45.04519673720904,-43.94649932144039,-18.63326249109361
Subject_52,33.19051929343792,-25.701856798939588,-23.595813545710485,-26.99207028875882,13.883522819461726
Subject_53,-76.79555717293596,-7.998865706738374,-32.41745661744844,-34.36346642397236,-21.676765926072058
Subject_54,-36.221047760175594,-21.27826108102507,-29.43194394857091,-35.282178727660806,-19.26006957567298
Subject_55,96.3674462636191,26.023071223636418,-0.5454671347634159,57.80687875943109,9.336622799139997
Subject_56,-103.65267497615615,-19.193172871321927,-1.8515334180465302,-18.988191940093195,8.716401428942095
Subject_57,12.894697596603892,42.651328647792944,-5.062691074410107,-46.2108312597764,-18.202597045691753
Subject_58,104.27385306238423,25.69192582586634,-4.247763515513653,-31.519381296575986,35.45360709976042
Subject_59,-1.7810120967114564,-23.505886295097586,-26.755377693462798,43.69863021270392,-6.94191544116281
Subject_60,45.36471322028841,36.463543272597306,11.041921472247683,20.908760203911584,-45.5420222275043
Subject_61,-15.08989476032432,-13.90776310181419,35.788722777201976,21.716909165407188,-46.74648094723685
Subject_62,-158.80624031978152,-40.947759476184316,1.407419461389321,-21.683776730369644,26.074043634048294
Subject_63,61.523415163479584,-9.116092489118293,-24.83005652487528,-1.338863050752013,-19.958056427156816
Subject_64,45.56559972611987,5.833825026109589,-10.907895512933349,58.315528583423074,-23.056573182781907
Subject_65,-110.11713993746325,-39.71927350982607,56.832496600159686,11.699131987279406,-39.59255323212734
Subject_66,-100.81647511232151,-27.10718992722653,-31.482178525138384,-2.874515919770609,28.333361070170046
Subject_67,-5.38526900014659,6.964320848969501,-23.905996353880763,-13.075516602942011,-33.823174680284644
Subject_68,-59.303716651173005,-74.02163227937348,22.794738447359375,-5.194111471719593,59.943335649943556
