Patient ID,Factor_0,Factor_1
Subject_0,-393.79095,-429.9691
Subject_1,948.0069,-393.87473
Subject_2,-343.62598,-239.94
Subject_3,-507.92715,-7.7009773
Subject_4,506.11606,264.05386
Subject_5,559.5798,-303.26678
Subject_6,926.3021,-75.63411
Subject_7,304.52835,248.16823
Subject_8,1.8348287,383.07016
Subject_9,523.2099,148.91762
Subject_10,732.414,-241.31435
Subject_11,-115.58882,604.15326
Subject_12,657.01025,213.53795
Subject_13,-1143.9861,52.260983
Subject_14,-307.26056,-159.86928
Subject_15,1239.5869,-45.155247
Subject_16,-85.19032,-184.7232
Subject_17,-1039.9708,-362.39673
Subject_18,-42.87553,186.8339
Subject_19,905.5158,649.1465
Subject_20,174.80971,0.21906137
Subject_21,-874.7147,25.696358
Subject_22,-256.57446,35.53008
Subject_23,-168.76294,-20.3793
Subject_24,41.271076,78.90478
Subject_25,-746.80255,55.336006
Subject_26,-454.0895,-221.6807
Subject_27,249.4987,-143.26428
Subject_28,-850.4098,-52.222786
Subject_29,356.0694,-423.5587
Subject_30,-506.28214,-41.747707
Subject_31,921.0091,444.92984
Subject_32,-885.4728,-147.0178
Subject_33,-1154.7701,-529.88086
Subject_34,665.1755,-538.6889
Subject_35,414.82898,553.5562
Subject_36,-94.22089,-236.99252
Subject_37,205.69466,488.36716
Subject_38,687.62225,280.42966
Subject_39,-595.56964,303.98764
Subject_40,-450.27795,-41.927795
Subject_41,444.85925,263.7188
Subject_42,529.5516,-595.52484
Subject_43,-171.73805,-154.66412
Subject_44,729.40497,138.10861
Subject_45,-189.0786,270.8833
Subject_46,330.55356,333.75546
Subject_47,-280.71475,304.8353
Subject_48,47.939564,-420.30624
Subject_49,923.952,-221.69376
Subject_50,-1006.8101,152.98625
Subject_51,-521.432,-180.76721
Subject_52,-890.4407,-219.12257
Subject_53,484.8669,163.51767
Subject_54,399.7009,166.56851
Subject_55,-300.54352,195.31363
Subject_56,179.72658,459.27145
Subject_57,989.7209,324.57736
Subject_58,507.2783,-240.84088
Subject_59,128.73973,284.09583
Subject_60,-851.9913,148.73082
Subject_61,-877.6042,-403.24435
Subject_62,-335.89517,-624.5449
Subject_63,-0.38115153,-564.5589
Subject_64,-7.665261,-440.22705
Subject_65,-16.19339,-417.81125
Subject_66,942.2797,-234.73242
Subject_67,-1289.3925,75.08041
Subject_68,-1189.1656,-87.628914
Subject_69,637.3967,41.128242
Subject_70,604.36237,-463.7716
Subject_71,628.26917,-239.88235
Subject_72,-328.7067,34.067688
Subject_73,-110.43916,-310.53827
Subject_74,-430.97485,-0.4473539
Subject_75,385.18176,568.38983
Subject_76,737.6264,376.9435
Subject_77,131.99596,279.22452
Subject_78,-1371.6465,910.8041
Subject_79,836.38324,-45.481464
Subject_80,141.84358,43.828625
Subject_81,-1170.246,-457.2523
Subject_82,-1108.8047,-160.29108
Subject_83,157.66397,354.9018
Subject_84,400.1088,-298.31348
Subject_85,-259.75388,408.83435
