Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
Subject_0,0.6321359,-1.4537894,0.3125199,-0.5771753,0.70042837,-0.52255344,0.9869648,-1.0234514,-0.22314382,-0.90035516,-1.4177558,-0.5909541,1.3672768,-1.0249444,1.4881275,1.220538,-0.17445666,0.9089747,0.08433248,-0.7215739,-0.8843191,0.6370252,1.3945762,-0.88638437,-0.5037613,0.19256136,-1.1923175,-0.16912156,1.3703574,2.3612056
Subject_1,0.82962716,1.3956296,0.8608631,1.9056225,0.4092586,-0.6627323,0.96586466,0.79023796,0.20531604,0.7058951,0.5318005,0.7051458,-0.24684758,2.3021743,0.43780845,-0.55107945,1.4707607,0.12040244,0.33400497,-0.163325,0.41475943,0.815735,-0.85246396,-0.3586718,0.8059473,-1.5794679,-1.9132353,0.82159656,-0.7445251,1.310533
Subject_2,-0.8745024,0.111840524,0.82188594,-0.09710638,-0.69027895,-0.7011477,-0.64189875,-0.9807357,0.4998147,0.80948925,-0.2694225,-0.40927234,0.45680845,-1.0335817,1.2027818,-0.56865656,-0.6067082,0.5651495,-1.0245376,-0.5045135,-0.3606521,-0.51940554,-0.9824312,-0.54999524,-0.79089487,0.5121894,-0.6104584,-0.24202293,0.32533985,0.44494706
Subject_3,0.29189476,-0.8699628,-0.5677705,0.488945,0.2853174,-0.45607203,-0.46169057,0.11989808,0.27148497,0.6265163,-1.358983,-0.32803217,0.1525439,-0.30019113,0.46718687,-0.4407211,-1.481136,0.49270806,-0.667687,-0.3384581,-0.87176484,-0.56899023,1.2883912,-1.1170516,0.5329682,1.4344493,0.46877462,0.4963813,0.26316977,-0.8778169
Subject_4,0.41411343,1.5652318,0.1453876,-1.8602221,0.9331326,0.22248775,0.74409884,-0.036749337,1.1308435,-0.40388337,0.6799762,-0.88657665,-2.0907633,0.31598258,-0.8163708,0.08374903,-1.0464854,-0.3463596,-0.6098711,-0.48684555,0.577275,-1.690619,-1.0786167,0.9791915,-0.64209324,0.63107926,0.92327267,1.1392058,-1.7899348,0.5871055
Subject_5,1.153621,-1.2368373,0.79988724,-0.51585037,0.7199245,-0.5871894,-0.5015159,0.8179166,-0.3591582,0.7787104,-0.2163585,0.94645077,0.5030457,1.0751572,1.7832358,1.1178153,0.5148149,-1.2282642,1.3697505,0.39406994,0.322999,-1.1067735,-0.11211726,1.0991454,0.7659694,-1.1108919,-2.309338,-0.39957497,0.41639882,1.1069702
Subject_6,0.7584124,-0.32609382,-0.97196364,0.8822705,-0.77526957,-1.3830214,0.12796928,1.4571495,1.9377643,1.7428418,0.73807347,0.8640674,-0.81254417,1.1860322,1.6421406,0.930147,-0.9914744,-1.7727339,-0.6736792,1.8483865,0.85152197,-1.4751395,-0.4886944,-0.51732314,1.310716,-1.259434,-0.7361972,-0.90907276,-1.3434186,0.009675019
Subject_7,0.30996606,-0.6030834,-0.66815275,0.8750263,2.033433,0.4141206,1.2080799,0.066037275,0.59578973,0.4319625,-0.8791925,1.3701179,-0.72521544,-1.5126882,0.4883807,0.26940545,0.29754916,0.22101699,2.6638513,-0.8113367,0.548133,0.45713556,0.329666,-0.8146306,0.4201439,-0.3203691,-0.30234072,-0.80878305,0.33530182,-0.1901066
Subject_8,-0.27319786,-0.7712266,0.0853869,1.5568564,-0.40579066,0.516421,-0.91534823,1.5195168,0.399456,-1.7339889,1.4164969,-0.27925077,0.3900132,1.0555183,-0.63064677,-1.1608906,0.9307623,-1.033816,-0.86505896,1.0409844,-1.0231924,1.1086106,0.42507476,-0.9064248,-0.7557192,-0.3217366,0.6192037,1.5206993,-0.5868502,-0.6871304
Subject_9,-1.1401645,0.62605286,-1.0311288,-0.409631,-0.11501685,0.97258806,1.0232984,0.89042276,0.81783897,-0.72419715,-0.12329779,0.6950569,-1.2016066,-1.3012503,-0.5526264,0.7518802,-1.1527053,-0.6797939,0.5972306,1.7489693,-1.5714083,-1.3372929,0.23216717,-0.67183346,0.26954016,0.33929673,0.08994922,-0.7298442,-1.4039257,0.48043248
Subject_10,1.0748267,1.0481721,0.95984226,0.21193735,-0.24810788,-0.33928564,0.57528216,-0.6608696,0.44148868,0.42827725,0.672859,0.096713826,-0.51610005,0.28797433,-1.9516608,1.2692513,2.2025683,0.24147107,0.5498448,0.36473405,1.169521,-0.9429001,-1.3221929,-0.08474979,0.20881887,-1.9346746,0.41987407,0.7151896,0.764292,-0.73334616
Subject_11,-0.4904292,1.0193024,0.008029219,-0.10377213,1.680858,1.6139555,-1.0655239,-0.17622921,-0.5196519,-1.3776318,-0.8219892,-0.17698644,-1.5920882,0.21755117,-0.9548417,-0.71356416,-0.47535253,0.73515576,-0.64757186,0.110780224,0.043316483,-0.37532097,-0.50229925,0.336008,-1.680758,0.2933135,0.9090723,0.88817304,-0.23857693,-1.1195489
Subject_12,-1.1892974,-0.5185459,0.1353227,1.5289111,0.9170739,-0.12900397,0.16914651,0.8617332,1.1715204,-1.9494947,0.7401508,0.90441865,-0.0030955498,1.1612,0.8520306,0.03001073,1.1499861,-2.509816,0.10612985,0.90657747,0.99440867,1.5425166,-0.43667153,1.0770487,0.11863464,-0.64125896,-0.6622908,-2.3436444,-1.4127711,1.9583166
Subject_13,0.27584296,-1.3319224,0.56504107,-0.6546362,-0.93994266,-0.56886786,-0.95858634,-1.513896,-1.1518463,-0.72854304,-1.9561728,-1.2280043,0.8608108,-0.52006906,1.2795987,-1.338924,0.2509021,0.8909972,-1.0958363,-1.447491,-1.1609432,-0.03985081,1.2786765,-0.94352263,0.3169687,0.67085755,0.9985457,1.4264394,1.5151689,-1.3407805
Subject_14,0.79051757,-0.55611104,-0.57272553,-0.6457121,0.57733965,0.4234466,-0.21776839,-0.4178645,-1.1563394,-0.6418862,-1.090456,0.9572936,0.70436865,-0.46027163,-0.24124143,1.0078042,-0.1502491,0.9175184,1.2595372,1.3219664,0.7390684,-0.32344353,-0.06623698,0.71828777,0.043901183,0.53895,0.59467584,-0.5676992,0.22886111,-0.59157044
Subject_15,0.2813683,-0.3045108,0.34035078,0.8857191,1.1243948,-0.22641233,1.2855629,1.3173597,1.595712,-0.6901357,0.64157706,1.1697624,-0.89014727,0.99701554,1.198748,0.96716446,0.7928183,-1.0468116,1.0357945,1.0828282,0.654387,-0.79078674,-1.2988272,1.0175955,1.2833843,-1.6108196,-2.259742,-1.4874935,-1.1241693,1.5312487
Subject_16,-0.44529766,1.614542,0.9647166,-1.2528156,-0.60217226,-0.34371415,0.779387,1.2606658,-0.66888195,0.9406295,-0.5769504,-0.36657667,1.037074,-1.0312525,-0.84091914,0.6565822,1.2312844,0.23181574,1.7837883,0.5699142,0.31505734,0.50095147,0.60531366,0.75338346,-0.36715603,0.24264577,0.6862418,-0.07742635,0.12293396,-0.81529224
Subject_17,-0.8186112,-0.41832206,0.9945853,-1.1399922,-0.7995705,-0.40522134,1.5146539,-0.7617599,-1.1102768,-1.2784404,-0.91851795,-0.58876,1.4632951,-0.99606544,-0.40153491,0.91605145,-0.6876996,0.8074092,-0.42737308,-1.2135379,-0.8060717,-0.15393555,1.3946809,-0.74226385,-2.515951,1.4949701,0.79759175,0.49753618,0.2750878,-0.5463136
Subject_18,-0.755924,0.68590844,-0.42294466,0.00395926,-0.84252864,0.67194927,-0.25483108,0.28827325,-0.311643,0.9863797,-0.022756826,0.7115593,-0.64212614,0.0636212,-1.0309001,-0.74232036,0.8156566,0.26055568,-0.15886799,0.66584605,0.21661453,1.1711826,-0.76580554,1.0708257,-1.1758986,0.16283502,0.31406108,-0.6333987,-0.18853492,0.24898328
Subject_19,-0.6789582,0.6523333,-0.75507694,0.5794855,1.8728158,1.5643308,0.33856106,1.0831757,1.2107495,-0.6169067,-0.9418706,-0.31111982,-1.3971314,0.8499646,-0.44098696,-0.49100444,0.556143,-1.9443516,0.4655853,0.9685759,0.39061993,0.5407782,-0.06767685,-0.48714375,1.4658735,-1.5722951,-0.6669638,0.94018126,-0.88425636,-0.8093906
Subject_20,0.32056612,1.8580395,-0.22984326,0.26675192,-0.9147949,1.167899,-0.12571135,-0.5688659,0.2580717,0.7036866,0.858254,-0.6229106,0.36489105,0.17691053,-1.0346272,-0.40578073,0.6057835,0.40047893,-0.99503016,0.56583214,-0.32145792,0.07974759,-0.88753927,0.80857944,-0.53964245,0.28246891,0.6848516,0.73871005,-0.4624795,-0.008878319
Subject_21,0.52019906,-0.9896119,-0.6315621,-1.3768623,-0.5676478,0.17546317,-0.6328366,-1.4037421,-1.4416639,0.10534392,-1.342389,-1.5560558,0.99804974,-0.84685117,0.91611385,-0.8268208,-0.950812,1.3725584,-0.89190197,1.1057684,-0.5761392,-0.28622565,-0.10880247,-1.1318163,-0.34072113,0.36146185,1.3048701,0.91868097,0.5384276,-1.3264774
Subject_22,-0.86601514,0.64262015,1.1630682,0.6785861,-1.1508597,1.2837198,-0.8126451,-0.76192397,-0.2692414,0.47928247,0.1862745,0.84098214,-0.23755588,-1.3642683,-1.2277333,0.51696056,-0.5797122,1.2252209,-0.43560743,0.61378753,-0.17887975,-0.100914925,-1.3293407,0.39703795,-1.0371282,0.8815152,0.92309153,0.08610376,0.38143227,-0.585719
Subject_23,1.2868968,0.68762195,-0.2553653,-0.67621225,0.37083632,0.53735316,-0.20375782,-0.22127913,-0.5128834,-1.5902318,-1.2798151,-0.40290117,-0.07467137,0.7106543,-1.2915474,-0.42347252,0.70492756,0.37203324,0.6626646,-0.59683126,0.041568413,0.37212452,0.34818634,-0.3051839,0.22455476,-0.3116516,-0.72505474,0.20748048,0.44485414,-0.32326534
Subject_24,-0.03803753,1.3158888,-1.0673646,0.61673605,-1.1432282,1.2996444,1.3540648,-0.6253407,-0.5611122,-0.5306569,0.95346457,-0.8300907,-1.0356811,-0.0005249156,-0.49305078,-0.52758104,-0.9038644,0.8197014,-0.16832122,0.3170802,0.05903593,0.8175685,-1.3383353,0.49519458,-0.7654896,0.6240724,0.5011274,-0.31285426,-0.06915258,0.4392974
Subject_25,-1.4469521,-0.82549787,1.292284,0.8531468,-0.72178817,0.18228048,-1.1677626,-0.75336003,-1.0407745,-0.8495167,-1.6163557,-0.5370688,0.61429626,-1.2366735,-0.36763576,-0.4550541,-1.6309855,-0.94454354,-0.70622957,-0.9317173,-0.88042206,0.84551084,0.86611503,-0.747425,-1.3792772,0.5078237,0.96123886,0.810652,-1.4571697,-0.67295676
Subject_26,-0.28044322,-0.37952533,-2.6647797,0.73417205,0.14818978,-0.9195332,-0.09759422,-0.4841034,-0.6356948,0.56969017,-1.8405392,2.615048,0.75592536,-0.6631908,0.5890398,0.7901294,-1.0508108,1.0050178,1.2480567,-0.5913057,0.23541756,-0.19590123,0.9067745,-0.9169839,-0.3586165,1.4268522,-0.33542052,-2.0188534,0.4810319,0.76705176
Subject_27,-0.21005388,-0.57677466,-1.142194,0.70014364,-0.5806993,0.42247006,0.36561722,0.40835592,-0.62153053,-1.1208565,0.6015624,-0.59787905,-0.7242021,1.2893696,0.28038847,0.4711476,-0.09933936,-0.2049667,-0.7050178,-0.2920289,0.95643693,-1.2294443,0.6039306,-1.0049326,-0.22185013,-0.8028629,-0.32952714,-1.0971059,0.07756476,1.1875881
Subject_28,-0.42791742,0.94703203,1.3466622,1.0927151,-0.50595874,0.7086275,0.30240232,-1.2495122,-1.4002314,0.28825614,0.25091487,-0.7933213,1.1669831,-1.3367771,1.6602184,-0.8480177,-0.54581547,1.711993,-0.48957226,-0.41305748,1.2203847,-0.7502951,-0.29189652,1.195017,-0.69438744,0.2964502,0.97325945,0.58281344,1.5555928,-0.76111686
Subject_29,0.8849161,-0.23927985,0.36279175,0.4813103,-1.2196106,-0.43400317,1.8230367,-0.2691592,0.3888903,0.9568344,2.4683247,-0.83029354,0.58991635,1.699252,0.59992117,0.689023,0.6266507,0.3597787,-0.66611415,0.6141087,-0.93184036,-1.3604088,0.13433814,-0.45096278,1.0325992,-0.8654429,0.51508844,-0.31733873,-0.024506867,0.912612
Subject_30,-1.9409901,0.8839875,0.3830844,-0.061225098,0.1349067,-0.12178399,-0.18652841,0.8704338,-0.34513295,-0.832121,-0.7228903,0.8954789,1.0600727,-0.93064964,-1.0348125,1.1190135,-0.86421543,0.4029662,0.99682605,0.55800295,-0.6078404,0.51747376,1.1891651,-0.17073783,-1.6085262,0.9527684,0.81796837,0.7523509,-0.40986788,-0.7836277
Subject_31,0.2710253,-0.103015475,-1.0980935,-0.78052676,1.7141856,-0.24144766,1.2656534,1.6599454,1.0218822,0.2582803,0.21784338,0.07888074,-1.7767153,0.62641263,0.68998176,0.2448078,-0.37485746,-1.2689229,-0.94758916,2.22329,-0.9779831,-0.44998217,0.2973762,-1.0616262,1.277935,-0.6752975,0.48184693,1.083903,-2.5924435,-1.1148556
Subject_32,-0.7460769,-0.7860681,0.9205797,-1.1153793,-0.31919685,-1.1376313,-1.6477729,-1.1010729,-1.1257731,0.54635024,-0.40733305,-1.1167688,0.739072,-0.4795192,0.6877878,-1.0309845,-0.70331156,0.6642381,-0.72557366,-0.59961945,-1.1436219,0.043030553,0.9087173,-0.77791667,-1.3194417,1.0509107,-1.1314051,-0.15539995,-0.22728395,0.4919566
Subject_33,-1.9586766,-0.5458289,0.5676005,-0.9151411,-0.6868808,-1.1012063,0.3856132,-1.7706442,-1.949432,0.83305657,-0.65677255,2.1717167,1.8943381,-1.106718,0.7724203,0.5419213,-0.8669966,1.9577775,0.9369716,-1.1427372,1.0407345,-0.043094706,1.6104949,-0.82635593,-1.4047235,1.1009837,0.43839166,-1.1773492,1.5932506,-0.785594
Subject_34,1.5415314,0.9364162,-1.3072579,-0.69932824,-0.4126096,-1.0444351,1.9705496,0.83439934,0.33576024,1.1841469,2.2862158,-0.38984177,0.20742775,1.0185953,0.6537631,1.1587791,0.52444094,-0.56556004,-0.7277938,-0.69970816,-0.5176823,-0.22607075,0.66849625,0.1669459,0.55782586,0.3244499,-0.91991025,-0.5943311,-0.5876028,0.30953768
Subject_35,0.044889424,0.5019904,1.3533131,-0.076474056,0.592386,1.9146582,-0.9493844,-0.63588554,-0.06770475,-1.3285912,0.31396985,-0.59516394,-2.184158,-0.5007674,-1.039923,1.0892998,-0.500184,0.6213386,0.22294334,-0.42491353,-0.87296516,0.24208276,-1.2415321,0.3281844,0.22926125,0.17104302,0.20512515,-1.6673918,0.64535123,-0.21338858
Subject_36,-0.095707364,0.29452345,-0.50663966,-0.52305377,-0.21514556,-0.95078963,0.096038714,-0.77363753,0.73433536,0.97746545,-0.61424047,-0.4356834,0.5240081,0.060341682,-0.76494753,0.92903566,-0.6418853,0.64998865,0.20561965,-0.43085054,0.69464546,0.394419,0.83068514,-0.78612244,0.878099,0.4608884,-0.65801895,-1.6386662,0.29367626,0.12270602
Subject_37,-0.2757471,-1.8639904,1.9193,1.4539796,-1.0486537,1.7194167,-0.01940288,0.20835781,-0.44539312,-0.6637767,-0.61220163,0.8618903,-0.44454178,-0.06847329,0.41070884,0.9843629,1.0290865,-1.6574154,0.02856942,-0.71448565,0.15490785,2.5486233,-0.57735544,1.103449,0.34499565,-0.99306405,0.6709599,-0.94128567,0.2401169,-1.4188125
Subject_38,-0.14375514,0.2667789,1.0558927,1.7520899,-0.536851,-0.76479787,-0.48034295,1.440001,1.6928514,0.48057193,-0.35546657,-0.47579184,-1.0926462,1.9418802,-0.013754517,-0.41514835,2.4577658,-0.8549497,-1.5680565,0.6834672,-1.4538692,-0.04444011,0.96027774,-0.8332549,-0.81822693,-1.3836474,-0.27770895,0.66205525,-1.5448004,-0.6061273
Subject_39,-0.8337548,-0.09171747,0.65811604,-0.42015517,-0.54082114,0.98935676,-1.0671362,-0.854154,-0.89874804,-0.49721992,-1.2196635,-0.96095186,0.26363266,-1.4067833,1.2045852,-0.95956445,-0.67608756,1.1093329,-0.11665629,-0.5305823,-0.86890185,-1.37346,-0.64279515,0.8167588,0.27360862,0.39713934,0.93811923,-0.83523357,0.53651184,-0.26157007
Subject_40,0.4130318,-0.81663,-0.34974042,0.68242717,-0.52536803,-1.0679473,-1.0893068,-0.6657889,-0.5119803,-0.27571478,-0.43529195,0.5504266,0.72980726,0.78615403,-0.0038732693,0.5609775,0.15970078,-0.2544641,1.3209984,-0.31183654,2.151196,1.2879704,-0.6538264,-0.5999454,-0.20283888,0.47397837,0.42151597,-0.2273052,0.9745419,0.77917117
Subject_41,0.5010256,0.45740688,-0.56067663,0.43372792,1.1429461,-0.43210694,0.8011286,2.3659387,0.92202157,-0.34375346,-0.18769221,0.8988883,0.84328806,0.5528352,-0.089836225,-1.0584925,0.5053866,-1.7963965,0.44822934,1.3839116,-0.83273005,1.2752142,-1.9822661,0.9967512,1.0482594,-0.2658668,-0.546823,1.6864746,0.20142522,-0.65903234
Subject_42,0.3223845,1.0194697,-0.7775549,0.70326096,0.10594621,-1.2399482,0.37966016,0.45288256,0.8545641,0.57316184,1.3979752,1.3665364,0.91432345,0.8212066,0.8581167,1.0489942,0.084298275,-0.8133319,0.60391384,0.47099864,0.7126816,-1.1402365,-0.010365834,0.89406806,-0.70905423,-0.20996392,-2.0036347,-1.5258586,-0.21769834,1.418636
Subject_43,-0.11311379,-0.7680849,-0.53839105,-1.3679202,0.31963304,-0.50310206,-0.08099288,-0.3010335,-1.3366193,0.38056174,-0.5693521,1.0411006,0.3830313,-0.849424,-0.21582364,-0.5900511,-0.19355498,0.6046834,1.1324692,0.6601858,1.437547,-1.0101663,-1.1048965,0.9402022,0.14741443,-0.41808453,0.2159072,0.19509108,-1.6971791,-0.32589766
Subject_44,-0.25952038,-0.37085754,-0.7214993,0.108834326,1.4222599,-0.8914654,0.64852905,0.2965915,1.4158541,-0.9328079,2.2555609,1.1747171,-1.3766202,1.3010219,0.5813854,-0.2945393,-0.42470005,-1.6074351,0.56375885,-0.112635024,0.7580046,1.0389556,0.38828978,-1.1403369,1.0679492,-0.419979,-1.1945008,-0.6686805,-1.5142134,2.6926587
Subject_45,1.2661995,-0.009897826,0.007031505,1.0542566,1.0172752,-0.38265276,0.6319241,-0.15433234,-0.733233,-0.30230954,1.5084302,-0.4334927,0.4934562,0.032483142,-1.2099583,-0.66838104,0.7368209,0.05967156,0.59973884,-0.60585696,0.75380725,1.0735862,1.0498141,0.9939047,1.1657662,0.23526563,0.84095764,-0.510897,0.35550043,-0.9752248
Subject_46,-0.6061936,-1.1123381,-0.6745583,-0.05784397,-0.44671273,1.7018287,0.64557636,-1.2417603,1.2574992,-1.3591036,0.4857374,-1.2087662,-1.8314533,0.43854547,0.995499,-0.22054125,-0.7484376,0.69080615,-0.08922756,-1.2340516,2.0971868,-0.7965437,-0.7051188,-0.6324034,0.42606333,-0.12517238,-0.39087102,-1.7642717,0.8794738,0.9256749
Subject_47,-1.1822178,-0.58987904,0.11380757,-0.47701788,0.54186165,0.21209174,-0.5309188,0.43371865,-0.46269342,0.2836561,-0.38326067,-1.0124996,0.123875156,0.2109746,-0.23433305,-0.59460884,-0.58203435,-1.0757028,-0.84804475,-1.5105847,0.56708145,0.36257887,0.56168616,0.46779507,0.51436996,0.4061135,0.57223994,0.25579157,0.82911915,-0.6568408
Subject_48,-0.8341614,0.44690952,1.3364704,0.8023975,-1.2758148,-0.22367278,0.5336098,-0.64737713,0.520065,-0.24787623,0.7958554,-0.36566174,0.57665247,0.5915947,-1.7462485,0.6095057,0.55069643,-0.14664668,-0.7524586,-0.4714354,0.5980901,0.20927268,-0.85371643,0.7014985,-1.5798521,0.22657153,-0.13350531,-0.18447587,-0.22691551,0.8626388
