Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Subject_0,-390.81308,-436.43994,166.7575,197.99174,59.751713
Subject_1,974.0269,-395.75394,429.0573,-39.908775,94.0172
Subject_2,-339.30908,-242.58115,-102.44126,197.098,12.420232
Subject_3,-497.33115,-7.84896,-338.73163,-198.13326,-222.38385
Subject_4,506.44885,259.82684,-541.0114,220.75044,248.49342
Subject_5,570.4907,-299.2294,163.04007,189.53453,-293.4958
Subject_6,954.979,-76.00506,-389.9496,-192.27556,-393.69904
Subject_7,301.2717,238.91734,-6.3867307,218.11313,28.363268
Subject_8,1.7448318,383.56412,295.7292,-619.5085,-173.3839
Subject_9,514.1937,155.24997,-592.6349,11.968622,45.99955
Subject_10,719.139,-258.90024,410.74997,-18.59511,688.8497
Subject_11,-118.86188,596.96655,-113.83096,-9.66457,126.62747
Subject_12,650.0328,211.1554,258.7307,107.124084,-389.26343
Subject_13,-1215.0216,52.400356,151.87758,-250.90166,-79.08296
Subject_14,-298.7446,-164.115,-214.4981,-38.94588,154.91676
Subject_15,1334.7054,-43.805458,-52.7892,384.99973,-195.40015
Subject_16,-85.04804,-189.09236,-101.29937,-171.59456,299.82068
Subject_17,-1063.0754,-357.82303,-72.26707,-50.466743,202.88306
Subject_18,-41.87453,177.91,133.2898,74.69265,18.432026
Subject_19,928.5748,692.61536,160.78117,-215.50003,-178.75218
Subject_20,171.38264,0.22265066,114.4294,-123.19764,302.91348
Subject_21,-879.3637,25.660194,-207.28123,-279.47684,201.22404
Subject_22,-247.25168,36.134205,-87.37472,69.06251,416.05118
Subject_23,-166.87515,-20.670946,315.18738,-164.37251,-207.24962
Subject_24,40.490387,78.12,108.74978,103.183586,122.36494
Subject_25,-759.3689,53.867863,-137.1278,-221.84453,185.40979
Subject_26,-438.9412,-220.1135,-212.35017,394.99994,-374.00027
Subject_27,251.23006,-138.83887,79.750244,64.84982,-212.8717
Subject_28,-857.0231,-54.529694,97.7636,88.81337,291.2458
Subject_29,347.74557,-428.95325,27.827219,-53.56253,183.9645
Subject_30,-508.1652,-40.65435,-193.90878,-169.49275,117.752625
Subject_31,937.3569,446.00006,-688.1232,-349.73505,34.209164
Subject_32,-910.1094,-143.04526,-152.37552,107.139336,-430.06076
Subject_33,-1224.3214,-535.45105,-48.593224,339.6909,151.54324
Subject_34,661.8807,-567.824,-147.41736,176.33838,23.12605
Subject_35,409.5608,547.5365,31.450472,473.0106,253.91733
Subject_36,-91.357346,-238.27582,21.284916,185.03322,-316.49966
Subject_37,202.22531,479.6769,610.8389,-98.93356,194.24196
Subject_38,689.8502,283.34106,257.2703,-416.2532,15.225141
Subject_39,-595.86743,327.23022,-224.36674,124.000175,45.585194
Subject_40,-444.99924,-41.16616,319.0665,-37.002758,-315.81348
Subject_41,429.93994,271.73077,20.301662,-406.98697,-208.99411
Subject_42,519.45917,-586.1347,29.333109,318.73044,-249.52617
Subject_43,-169.03865,-154.66475,-412.19928,99.70373,83.82831
Subject_44,745.0071,141.50882,-70.69321,264.7488,-561.5029
Subject_45,-185.40193,256.00034,232.10753,-22.550562,-129.91524
Subject_46,318.7657,319.68842,256.65268,379.25354,-172.02872
Subject_47,-285.66254,308.16592,105.4335,48.52966,-195.74333
Subject_48,47.243065,-425.7545,221.49295,93.626045,269.1766
Subject_49,924.1121,-224.77905,205.40532,-116.37218,354.5011
Subject_50,-1034.006,159.62741,-310.74472,-37.37435,-25.49622
Subject_51,-505.00323,-171.78085,-273.40894,230.2727,-236.97278
Subject_52,-871.3624,-209.78085,-274.07202,-265.72656,24.765638
Subject_53,497.79016,165.66258,-89.26828,-46.49336,-308.47906
Subject_54,399.7467,163.34427,866.5217,-52.530724,178.49265
Subject_55,-285.7554,192.74828,43.383995,-247.22878,108.49976
Subject_56,183.65398,450.8254,-568.8178,-363.51776,272.0782
Subject_57,1008.9022,317.187,-26.965897,-262.92395,255.48035
Subject_58,496.04956,-230.9717,761.3627,-1.0442551,-91.25421
Subject_59,129.88687,277.82187,67.85548,-319.0195,55.755608
Subject_60,-827.8735,147.9661,403.45026,-48.131805,-246.66902
Subject_61,-890.6394,-401.23367,234.4777,-129.5006,-158.50836
Subject_62,-339.24884,-663.9699,736.96497,120.198074,-118.3856
Subject_63,2069.9873,-579.0092,58.75687,384.98303,444.17725
Subject_64,-7.574907,-430.7311,-167.6342,512.1633,230.75012
Subject_65,-15.859067,-421.5467,-247.24463,203.15572,-533.3403
Subject_66,940.007,-228.33755,-347.26883,10.247501,446.73126
Subject_67,-1403.0153,74.12368,325.48483,-139.98897,45.9392
Subject_68,-1236.3342,-85.4387,-203.25618,-349.68936,89.43313
Subject_69,642.663,41.976562,-259.83078,-215.15816,-46.377205
Subject_70,596.64264,-452.0136,-262.57498,328.73477,20.144438
Subject_71,613.99994,-245.39827,-252.52472,-200.90749,560.857
Subject_72,-327.06506,32.896725,72.813644,-272.17654,-52.49258
Subject_73,-109.48875,-309.06766,106.6924,279.5715,-134.37804
Subject_74,-440.22415,-0.4357224,-262.7497,-148.03545,-86.31635
Subject_75,379.6844,583.99945,552.6873,496.6684,-170.65619
Subject_76,722.63617,375.4989,422.44974,-217.348,-259.40518
