Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.3359269,-0.6891694,-0.30745745
Subject_2,1.38184,-1.4778906,-1.250821
Subject_3,1.8128613,-0.2893959,0.98570865
Subject_4,-0.77445585,0.0032162,-0.27459285
Subject_5,0.58388484,0.21779034,-0.14708313
Subject_6,0.34987468,0.8491767,-2.8653288
Subject_7,-0.51863414,0.22403525,-0.04696542
Subject_8,-0.19383286,-2.4323134,-0.052651923
Subject_9,0.25671756,-0.14226855,-1.9434246
Subject_10,-0.09111434,1.0544304,-0.26522303
Subject_11,1.6040107,-0.30019638,-0.04986169
Subject_12,-0.9050782,-1.0868403,0.9051516
Subject_13,0.72415483,0.86475384,-2.084982
Subject_14,0.70936924,-0.4429445,1.9251717
Subject_15,1.9217705,1.2675883,-0.38398606
Subject_16,-0.39719203,1.531038,0.3112515
Subject_17,-0.1624968,-0.5344169,1.0888286
Subject_18,0.22345968,-0.18469729,3.5224752
Subject_19,1.4355443,-1.0554582,1.6064271
Subject_20,-0.72099245,-1.1517682,-1.8583362
Subject_21,0.54843545,-1.037924,-1.2991811
Subject_22,0.89287895,1.7217249,0.6126493
Subject_23,-1.0881356,-1.2749847,-1.1029265
Subject_24,0.2149069,0.34381866,-0.14336184
Subject_25,0.15824285,1.2469853,1.2814299
Subject_26,0.5271675,-0.1307268,0.53873324
Subject_27,0.2412866,-1.0875745,-0.7561016
Subject_28,2.469349,0.40063977,0.90207773
Subject_29,0.7755698,0.053865664,-0.62052095
Subject_30,1.679865,-1.2352539,-1.0515229
Subject_31,-0.35615832,0.75241184,-1.157995
Subject_32,1.2599014,-0.8036839,0.33786508
Subject_33,0.37939134,-0.3704284,0.9185437
Subject_34,1.3019669,1.2149779,1.039405
Subject_35,1.1889496,1.3379564,0.59366614
Subject_36,-1.2437527,-0.6427106,-0.6618878
Subject_37,1.1078002,-0.6866189,-0.39979115
Subject_38,-2.060859,-0.7618346,-1.1864012
Subject_39,-1.8245411,0.34046212,-0.3550458
Subject_40,-3.1768107,-0.018849164,-0.29894212
Subject_41,-0.6204085,0.91786015,-0.8211369
Subject_42,-1.5913448,0.59363794,-0.2639492
Subject_43,-1.8578162,0.37244293,-0.5956851
Subject_44,0.35913035,0.6747213,-0.081018515
Subject_45,0.15944473,-1.7031952,-0.58906573
Subject_46,-0.20447645,0.5214436,-1.0583628
Subject_47,-0.36512527,-0.4018337,-0.81181914
Subject_48,0.8579008,-0.6461861,-1.3180931
Subject_49,-0.73298776,-1.9068563,-0.44997835
Subject_50,0.81949484,-0.09203565,2.3461058
Subject_51,-1.7565774,0.31990758,1.9255787
Subject_52,-1.1304014,0.7918073,-0.5082014
Subject_53,0.26671216,-1.3103272,0.5296585
Subject_54,1.3327798,1.3856031,0.87456477
Subject_55,2.4656014,-0.52543265,-2.1951768
Subject_56,1.0933337,-1.0625985,0.5012888
Subject_57,-0.28200588,-1.0626886,0.2679609
Subject_58,0.06414125,0.16321328,-1.7900836
Subject_59,-0.95260173,-0.3413142,0.61167735
Subject_60,0.8686438,0.92270654,-1.2723293
Subject_61,0.6629393,0.27214324,-0.45145366
Subject_62,-1.0360216,-0.53431064,1.522407
Subject_63,-0.52510834,1.4233057,-0.022742284
Subject_64,1.0787857,-0.52961427,1.5915482
Subject_65,-2.2267542,-0.5659251,0.8950289
Subject_66,1.6336015,-0.25721183,0.24180685
Subject_67,1.2316014,0.29212123,-0.062314425
Subject_68,0.0075898743,0.2660477,1.2220464
Subject_69,0.81834877,0.8321358,2.1727083
Subject_70,0.7849865,0.07455518,-0.44943488
Subject_71,-0.90333945,-1.5515168,-0.26444402
Subject_72,-0.25883555,-1.2185894,-0.78344953
Subject_73,-0.9367235,1.7522006,0.82444674
Subject_74,0.45750612,1.3446051,0.18899414
Subject_75,1.2308245,-0.29721782,-0.09558713
Subject_76,1.0642962,-1.122019,-1.0665289
Subject_77,1.0803734,-1.4497536,-1.2405173
Subject_78,-0.4383067,0.74370337,0.19210689
Subject_79,0.04455359,-1.1635888,1.9644657
Subject_80,-0.43905357,-0.27356327,-2.0667746
Subject_81,-0.94076765,0.27190396,0.52874607
Subject_82,0.050397206,-0.7694972,0.701687
Subject_83,-0.26772788,0.34392452,0.7012532
Subject_84,0.541165,0.5947346,-1.0845866
Subject_85,-0.68431246,0.88264406,-1.5624968
Subject_86,0.46724144,2.838411,0.4801632
