Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.2263682,0.32035416,-0.23399405
Subject_2,0.066769995,-2.3708062,-1.4636528
Subject_3,1.1095437,-0.0042149522,-0.37869966
Subject_4,1.953566,0.02654154,-0.6553809
Subject_5,-0.5231076,-0.5519576,-0.7086849
Subject_6,0.6448153,0.32412577,0.7246629
Subject_7,0.55380505,0.41325566,0.18194866
Subject_8,-0.3606576,0.042077854,-0.52586347
Subject_9,0.6537035,-1.6117257,-3.6465924
Subject_10,-0.1999328,1.345634,-0.47682008
Subject_11,-1.5826128,0.9089374,1.1000392
Subject_12,-1.3198769,0.12967804,1.2877427
Subject_13,1.016425,-2.3237066,-4.208288
Subject_14,0.88484293,0.82012874,1.5740768
Subject_15,-0.5367619,0.2658986,1.1574214
Subject_16,-0.35989437,1.1083969,1.101602
Subject_17,-0.767074,-0.48425364,1.5639406
Subject_18,-4.1621275,1.3515545,1.3859388
Subject_19,-1.621947,1.8602118,1.9707593
Subject_20,-0.3095751,-0.77854013,-1.5766319
Subject_21,-0.2327125,0.3880459,2.4718232
Subject_22,-0.23777978,-0.8564503,-1.4075539
Subject_23,-1.4211477,1.818697,2.1876304
Subject_24,-1.8564053,-0.79754424,-0.5361296
Subject_25,1.4706925,-0.64517653,-2.4108815
Subject_26,0.0134806,1.8311266,-1.8091909
Subject_27,0.88009614,-0.4916439,-1.5406215
Subject_28,-0.11164836,1.5569407,2.6520052
Subject_29,0.23763245,0.025812754,-0.17787765
Subject_30,0.71487164,-1.0866452,-2.428326
Subject_31,0.7672239,-0.36291105,-1.9347588
Subject_32,-0.83462095,-1.5002326,1.0054514
Subject_33,0.044308815,0.8962362,1.5711459
Subject_34,-0.3809213,-0.049188565,2.3941045
Subject_35,0.53550285,0.45367077,1.292219
Subject_36,-0.13633594,-1.0842371,-1.2773159
Subject_37,1.7294593,-0.33211544,0.54034275
Subject_38,-0.46184418,-0.69694793,-2.8270338
Subject_39,-0.49715436,-1.1240418,-0.8066666
Subject_40,0.31832406,-0.64802665,-1.4565791
Subject_41,0.58585036,-0.63905466,-2.0205867
Subject_42,1.4470543,-0.21407454,-1.1463246
Subject_43,0.45168582,-0.8756519,-1.4837513
Subject_44,-1.8160515,0.6727225,-0.4820281
Subject_45,0.10332784,0.6725755,-1.1000092
Subject_46,-2.573174,-0.87137634,-3.2309124
Subject_47,0.22683464,-0.25789464,0.5953995
Subject_48,0.4323281,-0.5993258,-2.0713003
Subject_49,0.017277896,-1.2014692,-1.1265438
Subject_50,-1.0154934,1.6509427,3.1380599
Subject_51,-0.058638968,0.20173503,-1.1262218
Subject_52,0.32578242,-0.64621556,-1.0062236
Subject_53,1.4154102,0.80930465,-0.2403933
Subject_54,1.0861566,0.8605298,2.535564
Subject_55,0.59123987,-0.6622301,-3.0735316
Subject_56,-0.4432655,1.1367052,1.0315814
Subject_57,0.5104378,1.6192404,1.4794586
Subject_58,-1.4817469,-1.9222624,-3.6263885
Subject_59,0.010947965,-0.35521123,1.0222217
Subject_60,0.04256767,-0.84342545,0.20295943
Subject_61,-0.60885173,-0.4341237,-0.62614954
Subject_62,-0.48757413,1.4139658,2.7328434
Subject_63,0.40762568,0.4180353,-0.23742102
Subject_64,1.4804722,-0.9036538,-2.1885135
Subject_65,-3.5064235,0.85435295,1.0523434
Subject_66,0.09063419,1.946506,0.7896354
Subject_67,1.636964,-0.44130412,-0.36958367
Subject_68,-0.4075103,1.6113003,2.823466
Subject_69,-2.5027792,3.124008,3.1215703
Subject_70,0.48157465,0.06424764,-1.0105172
Subject_71,2.1665251,0.70069116,-0.8030653
Subject_72,0.0651213,-0.89841515,-1.0231204
Subject_73,1.377788,0.5248798,0.9727767
Subject_74,0.66168505,1.6899316,-1.4966966
Subject_75,-1.6783562,1.358264,-0.82577944
Subject_76,0.15921664,-1.0780346,-2.0264094
Subject_77,0.097936794,-0.93682134,0.2043621
Subject_78,0.6879809,0.6325388,0.534964
Subject_79,-1.0512877,-1.9344344,3.6039104
Subject_80,0.097555995,-1.5159309,-3.6152873
Subject_81,0.90850556,0.81710255,1.7305648
Subject_82,0.4118255,1.7033024,1.0389493
Subject_83,1.1010906,1.9005518,1.7645773
Subject_84,-0.19809563,-1.575258,-1.0224069
Subject_85,0.19406594,-1.382856,-3.0471358
Subject_86,-0.8837791,0.41812703,0.92036176
