Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-1.3303441,0.03513213,0.84466255
Subject_2,0.5257831,0.4860667,0.24914081
Subject_3,-1.6013108,-0.43303904,0.081520595
Subject_4,-0.5453482,-0.3847009,-0.6171473
Subject_5,0.84260124,0.43365407,-0.70285463
Subject_6,0.5026557,-0.1283431,-0.27466512
Subject_7,-0.11229168,-0.36507085,0.06750432
Subject_8,1.3971989,0.057146735,-0.58852977
Subject_9,-0.0023713366,0.22016957,0.48369452
Subject_10,-0.34488478,-0.28331712,0.11358869
Subject_11,0.09762217,-0.061376363,0.19758256
Subject_12,1.1966405,0.07256162,0.57001394
Subject_13,1.617784,0.16275471,0.061379645
Subject_14,-0.608817,0.034349956,0.49452537
Subject_15,0.5577467,-0.28242213,0.51929444
Subject_16,0.07273585,-0.1694564,-1.2607272
Subject_17,0.2958181,-0.72188175,0.5130179
Subject_18,1.0337057,0.09191657,-0.21856067
Subject_19,1.7915516,-0.109217644,0.0877469
Subject_20,-0.29882142,-0.24723616,-0.050335415
Subject_21,0.28270096,-0.03226971,-0.40327907
Subject_22,0.39078894,-0.044746164,0.24013457
Subject_23,2.6896038,-0.04411708,-0.21408458
Subject_24,-0.24802221,0.13766263,0.17607284
Subject_25,-0.7297595,0.19225958,-0.3173181
Subject_26,0.21968944,-0.6006762,-0.43354407
Subject_27,-0.72396314,-0.21125185,0.5426122
Subject_28,-0.49010423,0.052409258,0.20835747
Subject_29,-0.493862,0.10034955,-0.046204466
Subject_30,-0.33092168,-0.34059596,-0.43743145
Subject_31,-0.6776916,0.2846241,0.16273943
Subject_32,1.1843754,0.35005337,0.023176717
Subject_33,-0.65313673,0.27574426,0.08004251
Subject_34,0.81968075,-0.28062662,-0.09463409
Subject_35,-0.18348855,0.117845185,-0.6600553
Subject_36,0.97844434,-0.16639057,0.4994318
Subject_37,-1.2942435,0.034059566,0.8064024
Subject_38,-0.1198393,-0.50383925,-0.697094
Subject_39,0.9181737,-0.0031548073,0.09953265
Subject_40,-0.8103472,0.36378703,-0.43638134
Subject_41,-0.9603618,0.050522886,-0.6094976
Subject_42,-0.68846744,0.21425225,-0.30812633
Subject_43,-0.13471399,0.06207905,0.13959032
Subject_44,0.712343,0.32259023,-0.0012973315
Subject_45,-0.13766472,0.060121577,-0.5229103
Subject_46,1.0959973,0.16499616,-2.8547275
Subject_47,0.32051516,-0.5456297,-0.44010592
Subject_48,0.3577045,-0.05590092,-0.044047695
Subject_49,1.1143866,-0.25825182,-0.95618576
Subject_50,1.2182503,0.16300797,-0.18463871
Subject_51,-0.4837874,-0.42787263,-1.2240788
Subject_52,0.12816346,0.21727537,-0.0567161
Subject_53,-1.0715375,-0.0010724989,-0.33398387
Subject_54,0.57561004,-0.45481792,1.5537802
Subject_55,1.2720953,0.040237445,-0.7248463
Subject_56,0.36349306,-0.16619742,0.9086617
Subject_57,-0.9330703,-0.6182362,0.20499688
Subject_58,-0.40130064,0.37753907,-0.6568803
Subject_59,-0.8641999,0.08753938,0.5969355
Subject_60,-0.15562351,-0.06289759,0.63806975
Subject_61,0.5638982,-0.29261053,-0.47762576
Subject_62,0.9098778,-0.28752014,0.2608798
Subject_63,-1.1561,-1.0010405,-0.14919676
Subject_64,-0.77009344,-0.4102984,-0.56937665
Subject_65,0.9140419,0.20552188,-0.012150289
Subject_66,-0.21360882,-0.9719906,-0.33177918
Subject_67,0.60134995,-0.25911576,0.011348881
Subject_68,-0.5879554,0.19682638,0.09868019
Subject_69,0.9794838,-0.54723704,0.23592667
Subject_70,0.12919734,0.32258177,-0.23822592
Subject_71,-0.5143307,-0.04132154,-0.4792029
Subject_72,-0.668005,0.054182474,-0.9894291
Subject_73,-1.3516146,0.05362664,0.2410198
Subject_74,0.28009364,-0.12874508,0.023579452
Subject_75,0.6853617,0.25344756,-1.3006963
Subject_76,0.040660586,0.42568374,-0.17348789
Subject_77,1.5309172,0.232087,0.14269134
Subject_78,-1.0956398,0.16957988,0.6857876
Subject_79,-1.2870731,-0.71307296,0.13969809
Subject_80,1.4545146,-0.014908909,0.0079850685
Subject_81,-0.8601074,-0.14117931,0.117550485
Subject_82,-0.8928536,-0.014306361,0.36583203
Subject_83,-0.49772972,0.36450553,-1.2786392
Subject_84,0.6989527,0.4118603,0.07899903
Subject_85,-0.5991375,-0.035130654,-0.68367344
Subject_86,0.76363635,0.026440859,-0.5721349
