Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,0.31184134,0.24318554,-0.45673767
Subject_2,0.9903225,-1.8830079,-1.1123644
Subject_3,-0.557745,-0.081469335,1.1351413
Subject_4,0.7022445,-0.27587402,1.3888874
Subject_5,-0.9904333,-0.3944709,-1.2679546
Subject_6,1.1579106,1.0183041,0.81917465
Subject_7,0.5538466,0.5079966,-0.39231312
Subject_8,1.1528096,-1.3390065,-0.5242534
Subject_9,-1.2442341,-4.431024,-0.8478271
Subject_10,-0.6087715,-0.96829784,-0.6577933
Subject_11,-1.1952151,-0.14076751,-0.38977605
Subject_12,-0.18084382,1.4755799,-0.95611155
Subject_13,0.29464656,-2.9645855,-0.432705
Subject_14,0.5073335,0.9633358,-0.6928773
Subject_15,0.4626092,0.8906,-0.35028356
Subject_16,0.24311438,0.8653151,-0.8238665
Subject_17,-0.098812476,1.7322652,-0.5312598
Subject_18,0.7839675,2.2040548,-2.151518
Subject_19,0.84907615,1.2283252,-0.7643237
Subject_20,0.3983453,-0.49372178,0.72209096
Subject_21,-0.82682335,1.3234764,0.5255603
Subject_22,0.90490764,-0.9202812,0.17788574
Subject_23,-0.3626882,1.5608649,-0.4162165
Subject_24,-1.6990976,-0.19197263,-1.1418848
Subject_25,-0.15371013,-1.1477963,-0.5081948
Subject_26,-0.5616072,2.033534,0.36217326
Subject_27,-0.085459076,-1.2276245,-0.23887616
Subject_28,-0.45482555,2.1232314,0.90330505
Subject_29,-0.24818131,-0.2079362,0.55358785
Subject_30,-0.8934063,-1.8050344,-0.6691547
Subject_31,0.262169,-0.90275514,0.15524122
Subject_32,-0.50431955,0.7375173,-0.8463731
Subject_33,1.1923335,1.0000955,0.7489651
Subject_34,0.46285072,2.8955119,0.8396762
Subject_35,0.04241799,0.77920496,-0.3518008
Subject_36,0.57650626,-1.0130749,-0.51413107
Subject_37,-1.187308,-0.775388,0.015445612
Subject_38,0.17703809,-1.9233464,-0.4834721
Subject_39,-1.5429513,-1.1385497,-0.50400424
Subject_40,-0.17465773,-0.35086927,0.08881048
Subject_41,-0.79816246,0.5641703,-0.012419639
Subject_42,0.44752693,0.2612352,0.21615301
Subject_43,-0.55922264,-1.0090686,-0.7724092
Subject_44,0.48663947,-0.9178282,-0.4397081
Subject_45,-0.33894575,-0.81520355,-1.0706114
Subject_46,-0.56187963,-1.7122315,-1.1683836
Subject_47,-0.17418633,0.85315084,0.52282107
Subject_48,-0.52143556,-1.0501971,-0.15738828
Subject_49,-0.6874997,0.7511247,-0.23879774
Subject_50,0.11825557,2.1175916,-0.67981136
Subject_51,-0.014558527,1.4189712,-0.8344768
Subject_52,-1.4066651,-1.3528433,-0.18552732
Subject_53,-0.09433472,0.81245506,0.84501517
Subject_54,0.98540896,1.3475356,0.37173977
Subject_55,0.8528421,-1.9658036,-0.82070076
Subject_56,-0.13415876,-0.18200007,-0.23218648
Subject_57,0.9361058,0.7669053,0.39477235
Subject_58,-1.0201082,-2.6537113,-0.90221477
Subject_59,-0.776087,-0.53861207,0.46226528
Subject_60,-0.69853264,0.29034978,0.21605322
Subject_61,-1.0649841,-0.35067382,0.04732813
Subject_62,0.43238267,1.5664588,0.738472
Subject_63,0.5019883,-0.21453328,0.34784716
Subject_64,0.21190703,-1.7798727,0.6478309
Subject_65,-0.28278133,1.3262092,-1.8462878
Subject_66,-0.031726506,-0.022627883,-0.2724597
Subject_67,0.03673511,-1.6128081,-0.15708725
Subject_68,1.0062371,1.5202745,0.86615217
Subject_69,1.1923242,2.310136,-0.46954745
Subject_70,-0.25060084,-1.0332341,0.19450986
Subject_71,-1.0333914,0.15831393,-0.28676614
Subject_72,-1.2741157,-1.2557365,-1.0622962
Subject_73,0.5257659,0.4502289,1.2780232
Subject_74,0.90600264,-0.5983718,0.07972121
Subject_75,-0.03645688,0.5413255,-0.54319376
Subject_76,0.09170581,-1.1214924,-0.89405274
Subject_77,0.20256847,-1.3992558,-0.8347237
Subject_78,-0.717409,-0.14402708,0.34125742
Subject_79,0.3581186,3.58092,1.3853252
Subject_80,-1.0139894,-2.254633,-1.276461
Subject_81,-0.33227572,0.5344323,0.8342031
Subject_82,0.061728567,1.0351452,0.49784547
Subject_83,0.8359727,1.0244063,0.97355646
Subject_84,-0.98268884,-0.8184839,0.15259847
Subject_85,0.7788312,-1.9005457,-0.7033078
Subject_86,-0.7231579,0.5033443,0.14058162
