Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Subject_0,-0.62883687,-0.9540494,-0.76028335,1.2104537,1.545898,-0.6069189,-0.86550605,0.41665947,1.622843,-0.5891208,-0.23042673,-0.9665783,0.118721545,0.9785609,0.8718666,0.79915005,0.9260209,-1.366841,0.9064016,-1.0346817
Subject_1,-0.39766648,0.1295302,-0.014213265,-1.3903769,-0.40507567,-0.7980831,0.7333588,-0.9106041,-2.3571653,-0.6024566,0.2093775,0.030804241,1.7115895,0.19603488,1.1546468,-0.5748887,-1.0355475,-1.4924167,-0.56430316,-0.7723263
Subject_2,-0.14731307,0.94948435,0.7077541,0.12508427,0.79688835,-0.047488842,-1.1496422,0.75013924,1.3489953,-0.42262045,0.36254603,-0.5915025,-0.45431525,0.4970537,0.87703484,-0.2996303,-0.910758,-0.62825656,0.5200382,0.62035686
Subject_3,-0.9382255,0.08883571,0.04529166,0.63621205,0.7008594,1.0247747,0.14720766,-0.50602627,0.30618095,-0.6118115,0.4283441,-0.49048594,-1.5244688,0.39103976,-0.31612888,1.0949833,-0.040400505,0.36034575,0.2396737,0.6699466
Subject_4,-0.10441125,1.3824354,-0.9576709,-1.3480926,-2.2466805,-0.9883041,-0.4760856,0.16466255,-0.0025009012,-0.6390586,0.56937134,0.47568607,-1.08325,-0.77252775,1.5064329,-0.6118816,0.82500166,0.70931345,-0.4039282,-0.8918376
Subject_5,0.42449805,1.0076329,-0.6367727,1.6351362,0.5422405,-0.07947275,0.6688681,-1.1528188,-0.46724653,0.6662485,-0.6319493,0.9905324,0.8927409,1.1271073,-0.65000784,-0.8311982,0.41058496,-2.0230443,-0.22439931,-0.5972324
Subject_6,0.9461924,2.0679533,1.1333833,-0.17942224,-0.67407244,-0.651558,0.93835145,-1.6604834,-0.6681709,0.09045337,1.3757079,1.8347834,0.4057499,1.7892195,-0.70172274,0.56194645,-0.5762415,-0.7040601,-1.8661038,-0.5981787
Subject_7,0.8637778,-0.7290743,-1.761385,-0.21670716,-0.08449796,0.77985543,0.754018,-0.04491476,1.3393285,-0.6536368,0.92368925,-0.34395126,0.34475517,0.26624328,-1.004444,-0.73990357,-1.6532754,-0.43371344,0.60506004,-0.6786777
Subject_8,-1.3324257,-0.6673588,0.559277,-0.23520276,0.42126337,-0.5893158,1.1863282,0.625973,-1.5731463,-0.18763424,0.51779133,1.0628256,0.6644589,-0.08618656,0.9131768,1.00795,1.0080035,0.87091064,-0.97751135,1.2519695
Subject_9,-0.7263528,0.099937774,0.6604502,-0.8501368,-1.249803,-0.13345234,0.91131717,0.392451,1.2584507,0.52424455,1.0524479,0.69891536,-1.105818,0.31058875,-1.0530096,0.03849962,0.44709313,-0.26544183,-1.5879914,-0.91351926
Subject_10,0.64978606,1.1915697,0.39928648,0.9411874,-0.73083425,0.09101779,-0.63870853,0.055659663,-1.0363847,1.5160455,0.23379119,-0.25004143,2.1416602,-1.0218289,-0.7384272,-0.7336314,-1.2412047,0.6877969,0.33385447,-1.181446
Subject_11,-0.64606225,-0.738911,-1.5949908,-0.6806648,-1.6283617,0.9103245,-0.11609818,1.4348052,-0.4620151,1.1539667,-0.24784587,-0.7002046,-0.39621127,-0.53208166,-0.3841159,-0.4357375,1.3434743,1.0145439,0.009999056,0.7884801
