Subject_ID,Factor_1,Factor_2,Factor_3
Subject_1,-0.73774505,0.29282647,0.9332717
Subject_2,0.50198,-0.058377866,-0.12910141
Subject_3,-0.3260236,0.16848528,-0.91124505
Subject_4,-0.25865176,0.5482325,-0.31414583
Subject_5,-0.07954874,-0.3281836,0.42453405
Subject_6,-0.080516815,0.10126068,0.48849314
Subject_7,0.032821085,-0.6362587,0.45829824
Subject_8,-0.6656653,0.0050904783,0.24447994
Subject_9,0.040543385,0.24340335,0.3073312
Subject_10,0.0988805,-0.07638787,0.17572437
Subject_11,0.020256659,-0.5570372,-0.49328086
Subject_12,-0.8491206,0.121438816,-0.3938021
Subject_13,-0.098192304,-1.8226652,0.39651614
Subject_14,-0.34302127,-0.06539372,-0.9501152
Subject_15,-0.9103844,-0.37696758,1.0137612
Subject_16,-0.031998705,-0.27131,1.4639677
Subject_17,-0.40828773,-1.10341,0.7170066
Subject_18,-0.64305943,1.6377407,1.4975348
Subject_19,-1.6148509,-0.056704383,-0.9769922
Subject_20,0.2928675,0.42726895,0.049098417
Subject_21,0.6028031,0.033919737,-1.3783857
Subject_22,-0.18865497,0.087718345,-0.1988344
Subject_23,-0.67784965,0.11798358,-0.18108208
Subject_24,-0.5278656,-0.5392807,-1.4923762
Subject_25,0.9729899,-0.16880354,-0.028107097
Subject_26,0.19159707,-0.013540733,-0.26112333
Subject_27,0.661166,-0.4797176,-2.1488612
Subject_28,-1.4959279,0.18356608,-0.064938575
Subject_29,1.0422469,-0.033232775,-0.8665046
Subject_30,0.5404866,-0.20328656,-1.1283505
Subject_31,0.6503831,0.042532757,-0.5776043
Subject_32,-0.54951185,-0.09367786,0.20883203
Subject_33,-0.13997136,0.35550913,-0.85925215
Subject_34,-0.55686235,0.23066229,-0.72736436
Subject_35,0.6844074,0.48330477,-0.39769036
Subject_36,1.0566905,0.09316089,1.3400724
Subject_37,0.88303405,0.15986453,-0.74665314
Subject_38,0.9177443,-0.34963024,-0.7379822
Subject_39,0.12038689,-0.16863555,0.92230535
Subject_40,0.53695476,-0.63146824,0.13462812
Subject_41,0.7066484,1.0344993,-0.9365843
Subject_42,0.72604156,-0.4172944,0.4336845
Subject_43,0.05929021,-0.4266061,-0.44098574
Subject_44,-0.7697912,-0.57132775,-0.019970577
Subject_45,0.42310053,-0.49874288,-0.37571162
Subject_46,-1.2079148,0.35571823,0.9589504
Subject_47,0.16261406,-0.6438817,-0.008132419
Subject_48,-0.02973234,-0.9140619,0.05982583
Subject_49,-0.09150832,-0.0018227594,-0.5419694
Subject_50,0.0051762233,1.5231621,0.32354274
Subject_51,-0.9444871,0.1709623,0.6617105
Subject_52,-0.0062090144,-0.015626758,0.15444852
Subject_53,-0.055103023,1.1121287,-0.23036672
Subject_54,-0.23639455,-0.0134442095,-0.20135091
Subject_55,0.70083797,-0.12024285,-0.05864035
Subject_56,-0.6644976,-0.32820097,-1.2755653
Subject_57,-0.13397726,-0.16588311,0.9110833
Subject_58,0.16019033,0.12024458,0.12641624
Subject_59,-0.608114,1.0816339,0.07968244
Subject_60,0.1993193,0.26824635,-0.9090554
Subject_61,-0.7853001,-0.052748222,-0.29848415
Subject_62,1.175598,0.19645447,-0.1592342
Subject_63,0.3268834,1.1548692,-0.39624497
Subject_64,1.2121786,-0.52900106,0.49942914
Subject_65,-2.1300776,-0.9600847,0.6507904
Subject_66,0.081937484,0.4447037,-0.016608791
Subject_67,0.5430359,-0.24086145,0.16308522
Subject_68,-0.906333,0.043473955,-0.07455105
Subject_69,-0.17004785,-0.18412334,0.6070349
Subject_70,0.5942359,0.23210907,-1.2796277
Subject_71,0.3822133,-0.66902626,0.6476766
Subject_72,-0.17324603,-0.28084943,0.57701033
Subject_73,0.13581784,0.051982444,-0.71474874
Subject_74,0.6482012,0.38877133,0.14052582
Subject_75,-0.79680604,0.2778275,1.0224202
Subject_76,0.46946758,-0.046112962,-1.5395219
Subject_77,0.046871915,-0.9764148,0.2666032
Subject_78,0.020168599,-0.0050760945,-0.33500963
Subject_79,-1.0941144,-0.07855167,0.24567167
Subject_80,0.12809189,-0.14913534,-0.16245961
Subject_81,0.5732143,0.8141902,-0.30401003
Subject_82,0.5013514,-0.4455374,-0.26293498
Subject_83,-0.87626374,-0.014596048,-1.056474
Subject_84,-0.5802057,-0.51192176,-0.51196593
Subject_85,0.5754399,0.041863974,-0.53344786
Subject_86,-1.408272,0.33689383,-0.17656627
